"FIPS","Geographic Identifier","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Tribal Tract","Tribal Block Group","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Householder 15 to 24 Years","Renter-Occupied Housing Units: Householder 25 to 34 Years","Renter-Occupied Housing Units: Householder 35 to 44 Years","Renter-Occupied Housing Units: Householder 45 to 54 Years","Renter-Occupied Housing Units: Householder 55 to 59 Years","Renter-Occupied Housing Units: Householder 60 to 64 Years","Renter-Occupied Housing Units: Householder 65 to 74 Years","Renter-Occupied Housing Units: Householder 75 to 84 Years","Renter-Occupied Housing Units: Householder 85 Years and Over","% Renter-Occupied Housing Units: Householder 15 to 24 Years","% Renter-Occupied Housing Units: Householder 25 to 34 Years","% Renter-Occupied Housing Units: Householder 35 to 44 Years","% Renter-Occupied Housing Units: Householder 45 to 54 Years","% Renter-Occupied Housing Units: Householder 55 to 59 Years","% Renter-Occupied Housing Units: Householder 60 to 64 Years","% Renter-Occupied Housing Units: Householder 65 to 74 Years","% Renter-Occupied Housing Units: Householder 75 to 84 Years","% Renter-Occupied Housing Units: Householder 85 Years and Over","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than High School Graduate","Renter-Occupied Housing Units: High School Graduate (Including Equivalency)","Renter-Occupied Housing Units: Some College or Associate's Degree","Renter-Occupied Housing Units: Bachelor's Degree or Higher","% Renter-Occupied Housing Units: Less than High School Graduate","% Renter-Occupied Housing Units: High School Graduate (Including Equivalency)","% Renter-Occupied Housing Units: Some College or Associate's Degree","% Renter-Occupied Housing Units: Bachelor's Degree or Higher","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than $5,000","Renter-Occupied Housing Units: $5,000 to $9,999","Renter-Occupied Housing Units: $10,000 to $14,999","Renter-Occupied Housing Units: $15,000 to $19,999","Renter-Occupied Housing Units: $20,000 to $24,999","Renter-Occupied Housing Units: $25,000 to $34,999","Renter-Occupied Housing Units: $35,000 to $49,999","Renter-Occupied Housing Units: $50,000 to $74,999","Renter-Occupied Housing Units: $75,000 to $99,999","Renter-Occupied Housing Units: $100,000 to $149,999","Renter-Occupied Housing Units: $150,000 or More","% Renter-Occupied Housing Units: Less than $5,000","% Renter-Occupied Housing Units: $5,000 to $9,999","% Renter-Occupied Housing Units: $10,000 to $14,999","% Renter-Occupied Housing Units: $15,000 to $19,999","% Renter-Occupied Housing Units: $20,000 to $24,999","% Renter-Occupied Housing Units: $25,000 to $34,999","% Renter-Occupied Housing Units: $35,000 to $49,999","% Renter-Occupied Housing Units: $50,000 to $74,999","% Renter-Occupied Housing Units: $75,000 to $99,999","% Renter-Occupied Housing Units: $100,000 to $149,999","% Renter-Occupied Housing Units: $150,000 or More","Median Household Income in the Past 12 Months (In 2015 Inflation-Adjusted Dollars) ","Gini Index","Median Value","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than $300","Renter-Occupied Housing Units: $300 to $499","Renter-Occupied Housing Units: $500 to $799","Renter-Occupied Housing Units: $800 to $999","Renter-Occupied Housing Units: $1,000 to $1,499","Renter-Occupied Housing Units: $1,500 to $1,999","Renter-Occupied Housing Units: $2,000 to $2,499","Renter-Occupied Housing Units: $2,500 to $2,999","Renter-Occupied Housing Units: $3,000 or More","Renter-Occupied Housing Units: No Cash Rent","% Renter-Occupied Housing Units: Less than $300","% Renter-Occupied Housing Units: $300 to $499","% Renter-Occupied Housing Units: $500 to $799","% Renter-Occupied Housing Units: $800 to $999","% Renter-Occupied Housing Units: $1,000 to $1,499","% Renter-Occupied Housing Units: $1,500 to $1,999","% Renter-Occupied Housing Units: $2,000 to $2,499","% Renter-Occupied Housing Units: $2,500 to $2,999","% Renter-Occupied Housing Units: $3,000 or More","% Renter-Occupied Housing Units: No Cash Rent","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than $20,000","Renter-Occupied Housing Units: Less than $20,000: Less than 20 Percent","Renter-Occupied Housing Units: Less than $20,000: 20 to 29 Percent","Renter-Occupied Housing Units: Less than $20,000: 30 Percent or More","Renter-Occupied Housing Units: $20,000 to $34,999","Renter-Occupied Housing Units: $20,000 to $34,999: Less than 20 Percent","Renter-Occupied Housing Units: $20,000 to $34,999: 20 to 29 Percent","Renter-Occupied Housing Units: $20,000 to $34,999: 30 Percent or More","Renter-Occupied Housing Units: $35,000 to $49,999","Renter-Occupied Housing Units: $35,000 to $49,999: Less than 20 Percent","Renter-Occupied Housing Units: $35,000 to $49,999: 20 to 29 Percent","Renter-Occupied Housing Units: $35,000 to $49,999: 30 Percent or More","Renter-Occupied Housing Units: $50,000 to $74,999","Renter-Occupied Housing Units: $50,000 to $74,999: Less than 20 Percent","Renter-Occupied Housing Units: $50,000 to $74,999: 20 to 29 Percent","Renter-Occupied Housing Units: $50,000 to $74,999: 30 Percent or More","Renter-Occupied Housing Units: $75,000 or More","Renter-Occupied Housing Units: $75,000 or More: Less than 20 Percent","Renter-Occupied Housing Units: $75,000 or More: 20 to 29 Percent","Renter-Occupied Housing Units: $75,000 or More: 30 Percent or More","Renter-Occupied Housing Units: Zero or Negative Income","Renter-Occupied Housing Units: No Cash Rent","% Renter-Occupied Housing Units: Less than $20,000","% Renter-Occupied Housing Units: Less than $20,000: Less than 20 Percent","% Renter-Occupied Housing Units: Less than $20,000: 20 to 29 Percent","% Renter-Occupied Housing Units: Less than $20,000: 30 Percent or More","% Renter-Occupied Housing Units: $20,000 to $34,999","% Renter-Occupied Housing Units: $20,000 to $34,999: Less than 20 Percent","% Renter-Occupied Housing Units: $20,000 to $34,999: 20 to 29 Percent","% Renter-Occupied Housing Units: $20,000 to $34,999: 30 Percent or More","% Renter-Occupied Housing Units: $35,000 to $49,999","% Renter-Occupied Housing Units: $35,000 to $49,999: Less than 20 Percent","% Renter-Occupied Housing Units: $35,000 to $49,999: 20 to 29 Percent","% Renter-Occupied Housing Units: $35,000 to $49,999: 30 Percent or More","% Renter-Occupied Housing Units: $50,000 to $74,999","% Renter-Occupied Housing Units: $50,000 to $74,999: Less than 20 Percent","% Renter-Occupied Housing Units: $50,000 to $74,999: 20 to 29 Percent","% Renter-Occupied Housing Units: $50,000 to $74,999: 30 Percent or More","% Renter-Occupied Housing Units: $75,000 or More","% Renter-Occupied Housing Units: $75,000 or More: Less than 20 Percent","% Renter-Occupied Housing Units: $75,000 or More: 20 to 29 Percent","% Renter-Occupied Housing Units: $75,000 or More: 30 Percent or More","% Renter-Occupied Housing Units: Zero or Negative Income","% Renter-Occupied Housing Units: No Cash Rent"
"78778722","86000US78722","78722 ZCTA5","78722 ZCTA5","us","860","00","ACSSF","0037871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78722",,,,,,,,,,,,,7006,5191,855,0,315,35,264,346,74.09,12.2,0,4.5,0.5,3.77,4.94,1702,196,902,226,115,95,79,64,25,0,11.52,53,13.28,6.76,5.58,4.64,3.76,1.47,0,1702,48,172,514,968,2.82,10.11,30.2,56.87,1702,54,33,65,124,96,139,388,341,204,193,65,3.17,1.94,3.82,7.29,5.64,8.17,22.8,20.04,11.99,11.34,3.82,45608,0.4496,293000,1702,16,8,210,502,593,197,111,18,0,47,0.94,0.47,12.34,29.49,34.84,11.57,6.52,1.06,0,2.76,1702,272,8,8,256,226,0,40,186,361,5,197,159,334,108,183,43,462,323,131,8,0,47,15.98,0.47,0.47,15.04,13.28,0,2.35,10.93,21.21,0.29,11.57,9.34,19.62,6.35,10.75,2.53,27.14,18.98,7.7,0.47,0,2.76
"78778723","86000US78723","78723 ZCTA5","78723 ZCTA5","us","860","00","ACSSF","0037872",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78723",,,,,,,,,,,,,32155,21832,6674,116,627,0,2214,692,67.9,20.76,0.36,1.95,0,6.89,2.15,6969,754,2229,1560,937,524,416,307,210,32,10.82,31.98,22.38,13.45,7.52,5.97,4.41,3.01,0.46,6969,1909,1581,1789,1690,27.39,22.69,25.67,24.25,6969,508,601,689,628,643,1084,980,1051,478,203,104,7.29,8.62,9.89,9.01,9.23,15.55,14.06,15.08,6.86,2.91,1.49,28131,0.483,207600,6969,264,232,2325,1772,1408,676,148,31,11,102,3.79,3.33,33.36,25.43,20.2,9.7,2.12,0.44,0.16,1.46,6969,2186,87,66,2033,1712,0,470,1242,961,107,433,421,1038,332,515,191,771,517,222,32,199,102,31.37,1.25,0.95,29.17,24.57,0,6.74,17.82,13.79,1.54,6.21,6.04,14.89,4.76,7.39,2.74,11.06,7.42,3.19,0.46,2.86,1.46
"78778724","86000US78724","78724 ZCTA5","78724 ZCTA5","us","860","00","ACSSF","0037873",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78724",,,,,,,,,,,,,23612,15222,5911,99,60,0,1582,738,64.47,25.03,0.42,0.25,0,6.7,3.13,2590,237,1006,797,276,123,116,18,17,0,9.15,38.84,30.77,10.66,4.75,4.48,0.69,0.66,0,2590,1004,668,879,39,38.76,25.79,33.94,1.51,2590,165,311,147,208,379,427,649,163,59,72,10,6.37,12.01,5.68,8.03,14.63,16.49,25.06,6.29,2.28,2.78,0.39,26864,0.4069,109100,2590,30,16,550,874,934,123,0,0,0,63,1.16,0.62,21.24,33.75,36.06,4.75,0,0,0,2.43,2590,689,0,0,689,806,30,78,698,641,125,295,221,163,38,99,26,141,129,12,0,87,63,26.6,0,0,26.6,31.12,1.16,3.01,26.95,24.75,4.83,11.39,8.53,6.29,1.47,3.82,1,5.44,4.98,0.46,0,3.36,2.43
"78778725","86000US78725","78725 ZCTA5","78725 ZCTA5","us","860","00","ACSSF","0037874",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78725",,,,,,,,,,,,,7343,4226,2448,0,39,0,221,409,57.55,33.34,0,0.53,0,3.01,5.57,490,0,171,172,115,3,14,15,0,0,0,34.9,35.1,23.47,0.61,2.86,3.06,0,0,490,70,218,132,70,14.29,44.49,26.94,14.29,490,0,28,15,0,0,189,53,109,54,32,10,0,5.71,3.06,0,0,38.57,10.82,22.24,11.02,6.53,2.04,38289,0.2998,121100,490,0,0,15,128,305,21,21,0,0,0,0,0,3.06,26.12,62.24,4.29,4.29,0,0,0,490,43,0,0,43,189,0,0,189,53,0,14,39,109,0,77,32,96,90,6,0,0,0,8.78,0,0,8.78,38.57,0,0,38.57,10.82,0,2.86,7.96,22.24,0,15.71,6.53,19.59,18.37,1.22,0,0,0
"78778726","86000US78726","78726 ZCTA5","78726 ZCTA5","us","860","00","ACSSF","0037875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78726",,,,,,,,,,,,,13027,9508,648,0,2332,0,292,247,72.99,4.97,0,17.9,0,2.24,1.9,3023,438,1052,794,547,27,54,58,53,0,14.49,34.8,26.27,18.09,0.89,1.79,1.92,1.75,0,3023,61,512,1022,1428,2.02,16.94,33.81,47.24,3023,262,0,110,62,83,361,657,855,262,139,232,8.67,0,3.64,2.05,2.75,11.94,21.73,28.28,8.67,4.6,7.67,46930,0.4483,358100,3023,0,0,181,1063,1613,56,110,0,0,0,0,0,5.99,35.16,53.36,1.85,3.64,0,0,0,3023,346,0,0,346,444,0,59,385,657,0,323,334,855,257,540,58,633,548,85,0,88,0,11.45,0,0,11.45,14.69,0,1.95,12.74,21.73,0,10.68,11.05,28.28,8.5,17.86,1.92,20.94,18.13,2.81,0,2.91,0
"78778727","86000US78727","78727 ZCTA5","78727 ZCTA5","us","860","00","ACSSF","0037876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78727",,,,,,,,,,,,,29354,20138,1720,158,5192,0,863,1283,68.6,5.86,0.54,17.69,0,2.94,4.37,6681,587,2626,1514,1082,241,227,254,50,100,8.79,39.31,22.66,16.2,3.61,3.4,3.8,0.75,1.5,6681,384,769,2235,3293,5.75,11.51,33.45,49.29,6681,164,110,107,203,387,756,1135,1531,1151,891,246,2.45,1.65,1.6,3.04,5.79,11.32,16.99,22.92,17.23,13.34,3.68,54919,0.367,215500,6681,25,21,289,1714,3477,903,178,31,35,8,0.37,0.31,4.33,25.65,52.04,13.52,2.66,0.46,0.52,0.12,6681,482,0,0,482,1143,25,0,1118,1135,28,498,609,1523,317,889,317,2288,1895,393,0,102,8,7.21,0,0,7.21,17.11,0.37,0,16.73,16.99,0.42,7.45,9.12,22.8,4.74,13.31,4.74,34.25,28.36,5.88,0,1.53,0.12
"78778728","86000US78728","78728 ZCTA5","78728 ZCTA5","us","860","00","ACSSF","0037877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78728",,,,,,,,,,,,,21081,13686,3923,241,1807,0,639,785,64.92,18.61,1.14,8.57,0,3.03,3.72,6622,650,2081,1576,1021,323,262,507,76,126,9.82,31.43,23.8,15.42,4.88,3.96,7.66,1.15,1.9,6622,163,1555,2593,2311,2.46,23.48,39.16,34.9,6622,382,85,265,321,453,825,1612,1348,685,489,157,5.77,1.28,4,4.85,6.84,12.46,24.34,20.36,10.34,7.38,2.37,42431,0.4029,182300,6622,0,8,994,2323,2577,438,0,83,15,184,0,0.12,15.01,35.08,38.92,6.61,0,1.25,0.23,2.78,6622,879,0,0,879,1256,0,148,1108,1604,50,934,620,1237,501,649,87,1331,1153,178,0,131,184,13.27,0,0,13.27,18.97,0,2.23,16.73,24.22,0.76,14.1,9.36,18.68,7.57,9.8,1.31,20.1,17.41,2.69,0,1.98,2.78
"78778729","86000US78729","78729 ZCTA5","78729 ZCTA5","us","860","00","ACSSF","0037878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78729",,,,,,,,,,,,,29386,22609,2576,67,2564,0,352,1218,76.94,8.77,0.23,8.73,0,1.2,4.14,7246,586,2445,1857,1359,302,414,153,39,91,8.09,33.74,25.63,18.76,4.17,5.71,2.11,0.54,1.26,7246,268,1272,2836,2870,3.7,17.55,39.14,39.61,7246,134,284,213,290,415,808,1738,1492,1101,471,300,1.85,3.92,2.94,4,5.73,11.15,23.99,20.59,15.19,6.5,4.14,46151,0.3958,205600,7246,16,0,970,2174,3158,638,219,14,0,57,0.22,0,13.39,30,43.58,8.8,3.02,0.19,0,0.79,7246,888,0,16,872,1223,0,57,1166,1695,34,835,826,1492,404,960,128,1858,1422,429,7,33,57,12.26,0,0.22,12.03,16.88,0,0.79,16.09,23.39,0.47,11.52,11.4,20.59,5.58,13.25,1.77,25.64,19.62,5.92,0.1,0.46,0.79
"78778730","86000US78730","78730 ZCTA5","78730 ZCTA5","us","860","00","ACSSF","0037879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78730",,,,,,,,,,,,,8871,7953,0,0,468,0,159,291,89.65,0,0,5.28,0,1.79,3.28,1337,141,611,170,176,96,17,107,19,0,10.55,45.7,12.72,13.16,7.18,1.27,8,1.42,0,1337,0,90,539,708,0,6.73,40.31,52.95,1337,18,39,78,52,0,166,82,526,107,164,105,1.35,2.92,5.83,3.89,0,12.42,6.13,39.34,8,12.27,7.85,59429,0.5224,576100,1337,0,0,19,245,918,38,17,20,13,67,0,0,1.42,18.32,68.66,2.84,1.27,1.5,0.97,5.01,1337,187,0,0,187,166,0,0,166,82,0,19,63,469,17,419,33,366,255,98,13,0,67,13.99,0,0,13.99,12.42,0,0,12.42,6.13,0,1.42,4.71,35.08,1.27,31.34,2.47,27.37,19.07,7.33,0.97,0,5.01
"78778731","86000US78731","78731 ZCTA5","78731 ZCTA5","us","860","00","ACSSF","0037880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78731",,,,,,,,,,,,,26595,22642,649,114,2099,26,357,708,85.14,2.44,0.43,7.89,0.1,1.34,2.66,5168,664,2126,1068,499,182,221,118,149,141,12.85,41.14,20.67,9.66,3.52,4.28,2.28,2.88,2.73,5168,24,427,1139,3578,0.46,8.26,22.04,69.23,5168,455,170,157,231,405,570,745,1022,680,487,246,8.8,3.29,3.04,4.47,7.84,11.03,14.42,19.78,13.16,9.42,4.76,47612,0.5173,476400,5168,0,22,702,1084,2054,857,230,109,31,79,0,0.43,13.58,20.98,39.74,16.58,4.45,2.11,0.6,1.53,5168,779,0,0,779,949,0,78,871,739,17,396,326,1001,197,536,268,1396,995,275,126,225,79,15.07,0,0,15.07,18.36,0,1.51,16.85,14.3,0.33,7.66,6.31,19.37,3.81,10.37,5.19,27.01,19.25,5.32,2.44,4.35,1.53
"78778732","86000US78732","78732 ZCTA5","78732 ZCTA5","us","860","00","ACSSF","0037881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78732",,,,,,,,,,,,,16269,13792,299,24,1672,0,29,453,84.77,1.84,0.15,10.28,0,0.18,2.78,1053,33,175,361,215,94,28,43,78,26,3.13,16.62,34.28,20.42,8.93,2.66,4.08,7.41,2.47,1053,0,43,464,546,0,4.08,44.06,51.85,1053,0,23,0,113,0,23,230,219,77,262,106,0,2.18,0,10.73,0,2.18,21.84,20.8,7.31,24.88,10.07,66423,0.4321,467300,1053,0,0,0,81,512,142,220,30,41,27,0,0,0,7.69,48.62,13.49,20.89,2.85,3.89,2.56,1053,136,0,0,136,23,0,0,23,230,0,26,204,192,0,151,41,445,309,128,8,0,27,12.92,0,0,12.92,2.18,0,0,2.18,21.84,0,2.47,19.37,18.23,0,14.34,3.89,42.26,29.34,12.16,0.76,0,2.56
"78778733","86000US78733","78733 ZCTA5","78733 ZCTA5","us","860","00","ACSSF","0037882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78733",,,,,,,,,,,,,8930,7354,16,6,1205,0,79,270,82.35,0.18,0.07,13.49,0,0.88,3.02,327,8,53,165,51,20,10,10,10,0,2.45,16.21,50.46,15.6,6.12,3.06,3.06,3.06,0,327,0,37,79,211,0,11.31,24.16,64.53,327,8,0,10,0,24,60,20,34,34,51,86,2.45,0,3.06,0,7.34,18.35,6.12,10.4,10.4,15.6,26.3,79205,0.4989,497900,327,0,0,8,42,85,67,85,0,24,16,0,0,2.45,12.84,25.99,20.49,25.99,0,7.34,4.89,327,18,0,0,18,74,0,0,74,20,0,6,14,28,10,9,9,171,139,27,5,0,16,5.5,0,0,5.5,22.63,0,0,22.63,6.12,0,1.83,4.28,8.56,3.06,2.75,2.75,52.29,42.51,8.26,1.53,0,4.89
"78778734","86000US78734","78734 ZCTA5","78734 ZCTA5","us","860","00","ACSSF","0037883",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78734",,,,,,,,,,,,,18948,17676,157,53,705,0,38,319,93.29,0.83,0.28,3.72,0,0.2,1.68,1633,87,247,326,381,236,140,25,140,51,5.33,15.13,19.96,23.33,14.45,8.57,1.53,8.57,3.12,1633,49,313,730,541,3,19.17,44.7,33.13,1633,127,52,99,64,113,118,237,307,224,106,186,7.78,3.18,6.06,3.92,6.92,7.23,14.51,18.8,13.72,6.49,11.39,50602,0.482,340800,1633,0,77,65,106,483,454,225,74,95,54,0,4.72,3.98,6.49,29.58,27.8,13.78,4.53,5.82,3.31,1633,259,0,0,259,220,0,44,176,237,34,17,186,290,18,95,177,505,228,243,34,68,54,15.86,0,0,15.86,13.47,0,2.69,10.78,14.51,2.08,1.04,11.39,17.76,1.1,5.82,10.84,30.92,13.96,14.88,2.08,4.16,3.31
"78778735","86000US78735","78735 ZCTA5","78735 ZCTA5","us","860","00","ACSSF","0037884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78735",,,,,,,,,,,,,17438,15706,243,27,1066,15,101,280,90.07,1.39,0.15,6.11,0.09,0.58,1.61,3392,267,1186,480,452,133,94,190,165,425,7.87,34.96,14.15,13.33,3.92,2.77,5.6,4.86,12.53,3392,141,393,846,2012,4.16,11.59,24.94,59.32,3392,167,113,132,137,261,306,393,813,420,368,282,4.92,3.33,3.89,4.04,7.69,9.02,11.59,23.97,12.38,10.85,8.31,52474,0.5092,410400,3392,24,39,116,539,1896,509,79,50,68,72,0.71,1.15,3.42,15.89,55.9,15.01,2.33,1.47,2,2.12,3392,512,0,21,491,567,3,44,520,381,0,110,271,788,167,498,123,1045,696,261,88,27,72,15.09,0,0.62,14.48,16.72,0.09,1.3,15.33,11.23,0,3.24,7.99,23.23,4.92,14.68,3.63,30.81,20.52,7.69,2.59,0.8,2.12
"78778736","86000US78736","78736 ZCTA5","78736 ZCTA5","us","860","00","ACSSF","0037885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78736",,,,,,,,,,,,,7621,6957,38,38,218,17,124,229,91.29,0.5,0.5,2.86,0.22,1.63,3,429,34,76,177,78,17,15,0,32,0,7.93,17.72,41.26,18.18,3.96,3.5,0,7.46,0,429,0,60,148,221,0,13.99,34.5,51.52,429,18,0,19,9,20,43,49,142,17,100,12,4.2,0,4.43,2.1,4.66,10.02,11.42,33.1,3.96,23.31,2.8,61835,0.4149,266100,429,0,19,0,75,151,170,0,14,0,0,0,4.43,0,17.48,35.2,39.63,0,3.26,0,0,429,46,0,0,46,63,0,0,63,49,0,15,34,142,16,79,47,129,59,70,0,0,0,10.72,0,0,10.72,14.69,0,0,14.69,11.42,0,3.5,7.93,33.1,3.73,18.41,10.96,30.07,13.75,16.32,0,0,0
"78778737","86000US78737","78737 ZCTA5","78737 ZCTA5","us","860","00","ACSSF","0037886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78737",,,,,,,,,,,,,14544,12928,127,4,659,0,488,338,88.89,0.87,0.03,4.53,0,3.36,2.32,403,0,49,143,72,36,26,76,1,0,0,12.16,35.48,17.87,8.93,6.45,18.86,0.25,0,403,57,99,76,171,14.14,24.57,18.86,42.43,403,38,0,53,0,1,10,40,49,52,121,39,9.43,0,13.15,0,0.25,2.48,9.93,12.16,12.9,30.02,9.68,81750,0.3707,350900,403,4,0,35,48,93,35,103,40,13,32,0.99,0,8.68,11.91,23.08,8.68,25.56,9.93,3.23,7.94,403,51,0,0,51,0,0,0,0,38,0,26,12,49,9,40,0,211,91,105,15,22,32,12.66,0,0,12.66,0,0,0,0,9.43,0,6.45,2.98,12.16,2.23,9.93,0,52.36,22.58,26.05,3.72,5.46,7.94
"78778738","86000US78738","78738 ZCTA5","78738 ZCTA5","us","860","00","ACSSF","0037887",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78738",,,,,,,,,,,,,14795,13053,132,15,1091,0,85,419,88.23,0.89,0.1,7.37,0,0.57,2.83,1130,39,177,353,210,180,42,8,108,13,3.45,15.66,31.24,18.58,15.93,3.72,0.71,9.56,1.15,1130,15,149,288,678,1.33,13.19,25.49,60,1130,0,0,25,91,77,77,91,233,107,177,252,0,0,2.21,8.05,6.81,6.81,8.05,20.62,9.47,15.66,22.3,66682,0.43,469200,1130,0,0,16,113,442,164,46,180,51,118,0,0,1.42,10,39.12,14.51,4.07,15.93,4.51,10.44,1130,59,0,0,59,115,0,0,115,87,0,19,68,233,0,158,75,518,336,121,61,0,118,5.22,0,0,5.22,10.18,0,0,10.18,7.7,0,1.68,6.02,20.62,0,13.98,6.64,45.84,29.73,10.71,5.4,0,10.44
"78778739","86000US78739","78739 ZCTA5","78739 ZCTA5","us","860","00","ACSSF","0037888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78739",,,,,,,,,,,,,18442,15335,214,119,1608,0,205,961,83.15,1.16,0.65,8.72,0,1.11,5.21,283,0,80,96,101,0,0,0,0,6,0,28.27,33.92,35.69,0,0,0,0,2.12,283,0,0,33,250,0,0,11.66,88.34,283,0,0,46,0,0,18,33,61,19,67,39,0,0,16.25,0,0,6.36,11.66,21.55,6.71,23.67,13.78,74141,0.378,381400,283,0,0,0,0,0,86,79,96,0,22,0,0,0,0,0,30.39,27.92,33.92,0,7.77,283,38,0,0,38,18,0,0,18,33,0,0,33,61,0,0,61,111,39,39,33,0,22,13.43,0,0,13.43,6.36,0,0,6.36,11.66,0,0,11.66,21.55,0,0,21.55,39.22,13.78,13.78,11.66,0,7.77
"78778741","86000US78741","78741 ZCTA5","78741 ZCTA5","us","860","00","ACSSF","0037889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78741",,,,,,,,,,,,,51770,36724,5658,406,1880,16,5493,1593,70.94,10.93,0.78,3.63,0.03,10.61,3.08,17355,4576,6321,2981,1768,797,486,354,72,0,26.37,36.42,17.18,10.19,4.59,2.8,2.04,0.41,0,17355,3230,3152,6553,4420,18.61,18.16,37.76,25.47,17355,1409,1244,1597,1630,1669,2591,3242,1970,922,759,322,8.12,7.17,9.2,9.39,9.62,14.93,18.68,11.35,5.31,4.37,1.86,29775,0.4952,139000,17355,196,737,5231,4807,4523,1235,208,0,85,333,1.13,4.25,30.14,27.7,26.06,7.12,1.2,0,0.49,1.92,17355,5126,41,41,5044,4210,113,713,3384,3197,466,1316,1415,1970,814,963,193,1975,1600,325,50,544,333,29.54,0.24,0.24,29.06,24.26,0.65,4.11,19.5,18.42,2.69,7.58,8.15,11.35,4.69,5.55,1.11,11.38,9.22,1.87,0.29,3.13,1.92
"78778742","86000US78742","78742 ZCTA5","78742 ZCTA5","us","860","00","ACSSF","0037890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78742",,,,,,,,,,,,,748,586,73,0,0,0,78,11,78.34,9.76,0,0,0,10.43,1.47,106,6,61,4,14,3,0,0,18,0,5.66,57.55,3.77,13.21,2.83,0,0,16.98,0,106,35,27,21,23,33.02,25.47,19.81,21.7,106,0,18,9,0,23,11,19,4,13,9,0,0,16.98,8.49,0,21.7,10.38,17.92,3.77,12.26,8.49,0,29000,0.4438,76400,106,5,18,24,14,45,0,0,0,0,0,4.72,16.98,22.64,13.21,42.45,0,0,0,0,0,106,27,0,0,27,34,6,0,28,19,19,0,0,4,0,4,0,22,22,0,0,0,0,25.47,0,0,25.47,32.08,5.66,0,26.42,17.92,17.92,0,0,3.77,0,3.77,0,20.75,20.75,0,0,0,0
