"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Householder 15 to 24 Years","Renter-Occupied Housing Units: Householder 25 to 34 Years","Renter-Occupied Housing Units: Householder 35 to 44 Years","Renter-Occupied Housing Units: Householder 45 to 54 Years","Renter-Occupied Housing Units: Householder 55 to 59 Years","Renter-Occupied Housing Units: Householder 60 to 64 Years","Renter-Occupied Housing Units: Householder 65 to 74 Years","Renter-Occupied Housing Units: Householder 75 to 84 Years","Renter-Occupied Housing Units: Householder 85 Years and Over","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than High School Graduate","Renter-Occupied Housing Units: High School Graduate (Including Equivalency)","Renter-Occupied Housing Units: Some College or Associate's Degree","Renter-Occupied Housing Units: Bachelor's Degree or Higher","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than $5,000","Renter-Occupied Housing Units: $5,000 to $9,999","Renter-Occupied Housing Units: $10,000 to $14,999","Renter-Occupied Housing Units: $15,000 to $19,999","Renter-Occupied Housing Units: $20,000 to $24,999","Renter-Occupied Housing Units: $25,000 to $34,999","Renter-Occupied Housing Units: $35,000 to $49,999","Renter-Occupied Housing Units: $50,000 to $74,999","Renter-Occupied Housing Units: $75,000 to $99,999","Renter-Occupied Housing Units: $100,000 to $149,999","Renter-Occupied Housing Units: $150,000 or More","Median Household Income in the Past 12 Months (In 2014 Inflation-Adjusted Dollars) ","Gini Index","Median Value","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than $300","Renter-Occupied Housing Units: $300 to $499","Renter-Occupied Housing Units: $500 to $799","Renter-Occupied Housing Units: $800 to $999","Renter-Occupied Housing Units: $1,000 to $1,249","Renter-Occupied Housing Units: $1,250 to $1,499","Renter-Occupied Housing Units: $1,500 to $1,999","Renter-Occupied Housing Units: $2,000 or More","Renter-Occupied Housing Units: No Cash Rent","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than $20,000","Renter-Occupied Housing Units: Less than $20,000: Less than 20 Percent","Renter-Occupied Housing Units: Less than $20,000: 20 to 29 Percent","Renter-Occupied Housing Units: Less than $20,000: 30 Percent or More","Renter-Occupied Housing Units: $20,000 to $34,999","Renter-Occupied Housing Units: $20,000 to $34,999: Less than 20 Percent","Renter-Occupied Housing Units: $20,000 to $34,999: 20 to 29 Percent","Renter-Occupied Housing Units: $20,000 to $34,999: 30 Percent or More","Renter-Occupied Housing Units: $35,000 to $49,999","Renter-Occupied Housing Units: $35,000 to $49,999: Less than 20 Percent","Renter-Occupied Housing Units: $35,000 to $49,999: 20 to 29 Percent","Renter-Occupied Housing Units: $35,000 to $49,999: 30 Percent or More","Renter-Occupied Housing Units: $50,000 to $74,999","Renter-Occupied Housing Units: $50,000 to $74,999: Less than 20 Percent","Renter-Occupied Housing Units: $50,000 to $74,999: 20 to 29 Percent","Renter-Occupied Housing Units: $50,000 to $74,999: 30 Percent or More","Renter-Occupied Housing Units: $75,000 or More","Renter-Occupied Housing Units: $75,000 or More: Less than 20 Percent","Renter-Occupied Housing Units: $75,000 or More: 20 to 29 Percent","Renter-Occupied Housing Units: $75,000 or More: 30 Percent or More","Renter-Occupied Housing Units: Zero or Negative Income","Renter-Occupied Housing Units: No Cash Rent"
"78778732","78732 ZCTA5","78732 ZCTA5","us","860","00","ACSSF","0037873",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78732",,,,,,,,,,,"86000US78732",,,"34322161","7904823",15312,12722,471,108,1573,0,62,376,1085,44,160,296,262,160,20,36,95,12,1085,0,64,468,553,1085,0,23,0,91,12,24,204,306,77,239,109,66581,0.4157,411100,1085,0,0,0,95,293,227,96,349,25,1085,114,0,0,114,36,0,0,36,204,0,20,184,281,0,191,90,425,337,50,38,0,25
"78778733","78733 ZCTA5","78733 ZCTA5","us","860","00","ACSSF","0037874",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78733",,,,,,,,,,,"86000US78733",,,"29670128","711252",9404,7854,0,6,1123,0,104,317,353,8,43,183,57,12,10,11,29,0,353,13,24,112,204,353,8,0,24,0,26,48,5,55,31,92,64,90313,0.5018,489900,353,0,0,21,43,73,42,103,71,0,353,32,0,0,32,74,0,0,74,5,0,5,0,55,9,36,10,187,161,26,0,0,0
"78778734","78734 ZCTA5","78734 ZCTA5","us","860","00","ACSSF","0037875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78734",,,,,,,,,,,"86000US78734",,,"51899338","11131728",18498,16797,109,61,646,0,722,163,1575,134,259,336,398,227,88,25,59,49,1575,153,300,649,473,1575,162,44,127,33,96,205,269,204,206,114,115,42665,0.477,325000,1575,0,73,135,113,367,268,287,300,32,1575,252,0,0,252,291,0,60,231,269,27,60,182,194,18,89,87,423,228,173,22,114,32
"78778735","78735 ZCTA5","78735 ZCTA5","us","860","00","ACSSF","0037876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78735",,,,,,,,,,,"86000US78735",,,"53222108","502",17548,15559,173,41,1100,27,396,252,3574,219,1210,520,561,105,137,244,174,404,3574,240,357,862,2115,3574,156,121,179,118,299,421,433,809,407,386,245,51049,0.4962,387600,3574,18,19,100,657,1225,829,433,179,114,3574,517,0,16,501,720,2,19,699,418,46,86,286,768,184,514,70,1010,759,163,88,27,114
"78778736","78736 ZCTA5","78736 ZCTA5","us","860","00","ACSSF","0037877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78736",,,,,,,,,,,"86000US78736",,,"75077422","0",7030,6253,36,45,344,22,105,225,371,37,85,112,86,16,0,0,35,0,371,0,81,102,188,371,16,0,19,13,0,33,37,151,33,63,6,61996,0.4241,237000,371,0,19,0,54,94,47,142,15,0,371,48,0,0,48,33,0,0,33,37,0,0,37,151,20,74,57,102,71,31,0,0,0
"78778737","78737 ZCTA5","78737 ZCTA5","us","860","00","ACSSF","0037878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78737",,,,,,,,,,,"86000US78737",,,"98923962","4561",14167,12459,161,4,635,0,551,357,435,0,108,128,55,20,30,78,16,0,435,80,122,89,144,435,33,0,53,0,1,37,52,80,41,104,34,54806,0.3679,341300,435,6,0,37,66,110,32,24,131,29,435,53,0,0,53,26,0,0,26,50,0,30,20,80,6,74,0,178,76,76,26,19,29
"78778738","78738 ZCTA5","78738 ZCTA5","us","860","00","ACSSF","0037879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78738",,,,,,,,,,,"86000US78738",,,"43968609","285113",13794,12208,188,19,1030,0,86,263,998,54,196,336,182,113,23,34,55,5,998,0,88,264,646,998,0,23,15,36,66,70,64,230,143,145,206,72500,0.4072,456300,998,0,0,43,101,224,208,120,245,57,998,74,0,0,74,100,0,0,100,59,0,17,42,230,11,98,121,478,288,137,53,0,57
"78778739","78739 ZCTA5","78739 ZCTA5","us","860","00","ACSSF","0037880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78739",,,,,,,,,,,"86000US78739",,,"29613883","0",18068,15092,137,122,1559,0,332,826,278,0,92,100,80,0,0,0,0,6,278,0,0,35,243,278,0,0,7,0,0,19,37,110,36,54,15,73482,0.3537,364600,278,0,0,0,0,0,0,97,128,53,278,0,0,0,0,19,0,0,19,37,0,0,37,70,0,0,70,99,15,48,36,0,53
"78778741","78741 ZCTA5","78741 ZCTA5","us","860","00","ACSSF","0037881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78741",,,,,,,,,,,"86000US78741",,,"19675268","557550",51274,34739,4875,342,1867,70,7566,1815,16514,4570,5578,3169,1658,780,351,342,66,0,16514,3276,3115,6268,3855,16514,1493,1258,1586,1635,1613,2476,3009,1738,888,520,298,27370,0.4948,133400,16514,145,644,5704,4634,2657,1264,985,168,313,16514,5260,31,28,5201,4064,83,723,3258,2950,452,1402,1096,1738,757,773,208,1669,1372,278,19,520,313
"78778742","78742 ZCTA5","78742 ZCTA5","us","860","00","ACSSF","0037882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78742",,,,,,,,,,,"86000US78742",,,"14853922","524663",566,419,66,0,0,0,75,6,70,0,38,4,13,0,0,0,15,0,70,28,14,0,28,70,0,15,0,0,11,5,18,4,17,0,0,40769,0.498,84500,70,5,0,24,17,19,5,0,0,0,70,15,0,0,15,16,0,0,16,18,18,0,0,4,0,4,0,17,17,0,0,0,0
"78778744","78744 ZCTA5","78744 ZCTA5","us","860","00","ACSSF","0037883",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78744",,,,,,,,,,,"86000US78744",,,"55420088","12136",45830,31566,3407,737,145,11,8909,1055,6940,738,2751,1857,941,273,99,242,35,4,6940,2042,1561,2282,1055,6940,358,340,472,579,533,1170,1305,1204,533,374,72,35170,0.4223,107200,6940,52,123,1113,2309,2207,626,357,19,134,6940,1570,5,18,1547,1679,47,254,1378,1301,153,610,538,1204,511,629,64,962,727,232,3,90,134
"78778745","78745 ZCTA5","78745 ZCTA5","us","860","00","ACSSF","0037884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78745",,,,,,,,,,,"86000US78745",,,"34577796","0",58878,50287,2716,251,1028,43,2875,1678,13458,1356,5192,2654,2052,694,482,603,204,221,13458,1755,2185,4557,4961,13458,563,656,938,671,801,1641,2908,2744,1531,593,412,40692,0.3899,174600,13458,215,350,2454,2714,3758,2058,1378,282,249,13458,2552,10,104,2438,2434,52,372,2010,2844,269,1090,1485,2736,726,1566,444,2473,1829,581,63,170,249
"78778746","78746 ZCTA5","78746 ZCTA5","us","860","00","ACSSF","0037885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78746",,,,,,,,,,,"86000US78746",,,"58258653","2362500",27960,24195,181,17,2121,160,297,989,3237,222,1189,862,552,49,67,75,118,103,3237,8,194,706,2329,3237,65,34,100,106,131,196,479,695,553,475,403,64556,0.5125,666600,3237,0,36,143,378,840,577,719,449,95,3237,257,0,3,254,299,0,5,294,475,47,187,241,695,73,401,221,1396,984,328,84,20,95
"78778747","78747 ZCTA5","78747 ZCTA5","us","860","00","ACSSF","0037886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78747",,,,,,,,,,,"86000US78747",,,"61578835","15434",16753,12530,1079,313,462,0,1616,753,1799,63,777,284,411,18,83,148,15,0,1799,191,589,415,604,1799,96,37,155,198,111,312,117,349,216,194,14,34733,0.414,168100,1799,0,0,186,492,354,350,341,50,26,1799,422,0,0,422,397,0,63,334,117,0,87,30,349,78,154,117,424,287,123,14,64,26
"78778748","78748 ZCTA5","78748 ZCTA5","us","860","00","ACSSF","0037887",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78748",,,,,,,,,,,"86000US78748",,,"32825971","3309",44907,36837,2381,55,1966,52,1759,1857,7104,806,2804,1456,982,395,318,120,203,20,7104,321,1443,2749,2591,7104,213,228,235,323,323,758,1229,1889,951,865,90,53444,0.3787,192800,7104,40,65,460,1405,2125,1265,1593,57,94,7104,861,0,20,841,1073,6,35,1032,1229,39,524,666,1889,292,1280,317,1839,1190,632,17,119,94
"78778749","78749 ZCTA5","78749 ZCTA5","us","860","00","ACSSF","0037888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78749",,,,,,,,,,,"86000US78749",,,"26078450","456",35183,29231,1194,168,2892,0,507,1191,5308,396,2216,1056,878,203,238,193,88,40,5308,43,544,1344,3377,5308,139,160,206,91,214,276,897,1310,786,951,278,61775,0.368,248300,5308,28,0,204,862,1793,961,1051,358,51,5308,569,0,15,554,490,0,0,490,897,0,412,485,1273,292,640,341,2015,1376,613,26,13,51
"78778750","78750 ZCTA5","78750 ZCTA5","us","860","00","ACSSF","0037889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78750",,,,,,,,,,,"86000US78750",,,"34704358","577",27912,22452,806,0,3111,54,555,934,3884,360,1243,857,863,182,187,127,65,0,3884,64,822,1482,1516,3884,143,133,86,192,224,652,675,919,422,310,128,44347,0.4384,312500,3884,0,12,448,1046,1087,595,560,106,30,3884,494,0,0,494,876,0,92,784,667,17,441,209,919,265,420,234,838,612,226,0,60,30
"78778751","78751 ZCTA5","78751 ZCTA5","us","860","00","ACSSF","0037890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78751",,,,,,,,,,,"86000US78751",,,"6208225","0",13838,11604,113,42,786,0,777,516,5710,1176,2787,814,537,124,163,78,31,0,5710,167,577,1534,3432,5710,622,328,278,430,347,887,776,962,463,375,242,34260,0.5177,295700,5710,10,81,1779,1321,695,606,823,315,80,5710,1418,10,0,1408,1234,12,345,877,769,121,411,237,962,347,477,138,1080,740,315,25,167,80
"78778752","78752 ZCTA5","78752 ZCTA5","us","860","00","ACSSF","0037891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78752",,,,,,,,,,,"86000US78752",,,"8658632","0",19639,12389,2366,204,631,0,3689,360,5653,678,2472,1105,587,253,248,209,62,39,5653,1692,1213,1387,1361,5653,343,503,429,503,539,819,1012,752,392,269,92,30271,0.4497,170600,5653,74,238,2146,1583,780,344,286,101,101,5653,1672,15,61,1596,1358,37,122,1199,968,138,603,227,724,513,121,90,753,576,177,0,77,101
"78778753","78753 ZCTA5","78753 ZCTA5","us","860","00","ACSSF","0037892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78753",,,,,,,,,,,"86000US78753",,,"28404279","0",53994,32767,6161,424,3286,38,10307,1011,11777,1258,4605,2561,1970,450,541,267,76,49,11777,3102,3102,3780,1793,11777,413,677,1258,1112,1277,2111,2017,1753,743,278,138,30573,0.4228,136300,11777,217,235,4063,3835,2022,792,500,12,101,11777,3184,31,150,3003,3345,53,581,2711,2001,200,1276,525,1753,650,950,153,1159,1034,125,0,234,101
"78778754","78754 ZCTA5","78754 ZCTA5","us","860","00","ACSSF","0037893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78754",,,,,,,,,,,"86000US78754",,,"34325144","7168",16494,8451,3747,23,2426,0,1068,779,3436,411,1050,1143,573,121,55,52,31,0,3436,292,634,1459,1051,3436,116,95,156,310,149,371,762,828,347,215,87,44735,0.4008,163000,3436,0,19,420,1079,975,451,416,30,46,3436,607,0,0,607,520,0,35,485,762,12,236,514,792,238,477,77,649,453,196,0,60,46
"78778756","78756 ZCTA5","78756 ZCTA5","us","860","00","ACSSF","0037894",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78756",,,,,,,,,,,"86000US78756",,,"4329936","0",8685,7336,427,0,527,54,203,138,2396,224,838,589,323,191,56,45,83,47,2396,101,324,430,1541,2396,80,177,84,148,95,339,383,497,234,306,53,45487,0.4569,377600,2396,81,114,630,456,450,346,217,68,34,2396,466,0,0,466,434,0,70,364,383,20,325,38,497,141,316,40,569,446,87,36,13,34
"78778757","78757 ZCTA5","78757 ZCTA5","us","860","00","ACSSF","0037895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78757",,,,,,,,,,,"86000US78757",,,"12731650","0",23442,20105,465,39,688,0,1781,364,4429,453,1410,1199,429,322,223,245,61,87,4429,422,858,1199,1950,4429,160,281,379,544,236,439,805,897,276,319,93,37862,0.4402,277100,4429,131,90,1141,842,935,603,559,78,50,4429,1295,0,52,1243,665,0,62,603,789,27,467,295,897,294,368,235,688,485,183,20,45,50
"78778758","78758 ZCTA5","78758 ZCTA5","us","860","00","ACSSF","0037896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78758",,,,,,,,,,,"86000US78758",,,"24044717","0",45134,27434,4687,142,3371,0,8336,1164,12351,1383,4546,3080,1879,465,561,328,40,69,12351,2381,3116,3496,3358,12351,516,462,1018,1037,838,1882,2098,2005,1305,759,431,38019,0.4317,147200,12351,150,213,3391,3425,2723,1207,940,129,173,12351,2894,0,47,2847,2673,18,493,2162,2078,333,1050,695,1970,779,1003,188,2495,2087,385,23,68,173
"78778759","78759 ZCTA5","78759 ZCTA5","us","860","00","ACSSF","0037897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78759",,,,,,,,,,,"86000US78759",,,"36045451","0",40067,31755,1196,51,4431,0,1185,1449,10898,1126,4106,2048,1278,746,394,541,317,342,10898,325,1031,3217,6325,10898,383,284,464,320,569,1350,2350,2240,1128,1374,436,46912,0.4504,320900,10898,62,12,1373,3597,2462,1632,1138,447,175,10898,1223,0,17,1206,1905,0,86,1819,2319,171,1370,778,2240,824,1194,222,2869,2381,411,77,167,175
