postal_code,customer_class,total_gallons,type,year,month
78653,Wholesale,0,commercial,2020,2
78660,Austin Water Utility,0,commercial,2020,2
78660,Commercial,5646500,commercial,2020,2
78660,Irrigation - City of Austin,0,commercial,2020,2
78660,Irrigation - Commercial,1306800,commercial,2020,2
78660,Wholesale,21486100,commercial,2020,2
78681,City of Austin,46600,commercial,2020,2
78681,Commercial,619700,commercial,2020,2
78681,Irrigation - City of Austin,3000,commercial,2020,2
78681,Irrigation - Commercial,3400,commercial,2020,2
78701,Austin Water Utility,96400,commercial,2020,2
78701,City of Austin,5734000,commercial,2020,2
78701,Commercial,65035700,commercial,2020,2
78701,Irrigation - City of Austin,187300,commercial,2020,2
78701,Irrigation - Commercial,1788700,commercial,2020,2
78701,Large Volume,932000,commercial,2020,2
78702,Austin Water Utility,188000,commercial,2020,2
78702,City of Austin,1648200,commercial,2020,2
78702,Commercial,21054300,commercial,2020,2
78702,Irrigation - City of Austin,360300,commercial,2020,2
78702,Irrigation - Commercial,1087100,commercial,2020,2
78703,Austin Water Utility,0,commercial,2020,2
78703,City of Austin,948500,commercial,2020,2
78703,Commercial,11397800,commercial,2020,2
78703,Irrigation - City of Austin,139300,commercial,2020,2
78703,Irrigation - Commercial,1114200,commercial,2020,2
78704,Austin Water Utility,7700,commercial,2020,2
78704,City of Austin,974400,commercial,2020,2
78704,Commercial,30567600,commercial,2020,2
78704,Irrigation - City of Austin,103600,commercial,2020,2
78704,Irrigation - Commercial,2765000,commercial,2020,2
78705,Austin Water Utility,4700,commercial,2020,2
78705,City of Austin,205100,commercial,2020,2
78705,Commercial,22839100,commercial,2020,2
78705,Irrigation - City of Austin,3000,commercial,2020,2
78705,Irrigation - Commercial,845900,commercial,2020,2
78705,Large Volume,4455000,commercial,2020,2
78710,Commercial,35700,commercial,2020,2
78710,Irrigation - Commercial,0,commercial,2020,2
78712,Commercial,4661600,commercial,2020,2
78712,Irrigation - Commercial,1237800,commercial,2020,2
78712,Irrigation - Large Volume,6112000,commercial,2020,2
78712,Large Volume,10357800,commercial,2020,2
78714,Commercial,254900,commercial,2020,2
78714,Irrigation - Commercial,0,commercial,2020,2
78717,Austin Water Utility,1600,commercial,2020,2
78717,City of Austin,10600,commercial,2020,2
78717,Commercial,6543100,commercial,2020,2
78717,Irrigation - City of Austin,0,commercial,2020,2
78717,Irrigation - Commercial,4120100,commercial,2020,2
78719,Austin Water Utility,393900,commercial,2020,2
78719,City of Austin,4986600,commercial,2020,2
78719,Commercial,5835400,commercial,2020,2
78719,Irrigation - City of Austin,5200,commercial,2020,2
78719,Irrigation - Commercial,142700,commercial,2020,2
78719,Wholesale,1746000,commercial,2020,2
78721,Austin Water Utility,7000,commercial,2020,2
78721,City of Austin,140200,commercial,2020,2
78721,Commercial,5347000,commercial,2020,2
78721,Irrigation - City of Austin,53100,commercial,2020,2
78721,Irrigation - Commercial,820700,commercial,2020,2
78722,City of Austin,27800,commercial,2020,2
78722,Commercial,3359800,commercial,2020,2
78722,Irrigation - City of Austin,6600,commercial,2020,2
78722,Irrigation - Commercial,949200,commercial,2020,2
78723,Austin Water Utility,64000,commercial,2020,2
78723,City of Austin,3053000,commercial,2020,2
78723,Commercial,15821700,commercial,2020,2
78723,Irrigation - City of Austin,0,commercial,2020,2
78723,Irrigation - Commercial,3476500,commercial,2020,2
78724,Austin Water Utility,163500,commercial,2020,2
78724,City of Austin,7452700,commercial,2020,2
78724,Commercial,9973600,commercial,2020,2
78724,Irrigation - City of Austin,8800,commercial,2020,2
78724,Irrigation - Commercial,2144700,commercial,2020,2
78725,Austin Water Utility,103600,commercial,2020,2
78725,City of Austin,364300,commercial,2020,2
78725,Commercial,6381700,commercial,2020,2
78725,Irrigation - Commercial,145200,commercial,2020,2
78725,Large Volume,44077800,commercial,2020,2
78725,Wholesale,998300,commercial,2020,2
78726,Austin Water Utility,0,commercial,2020,2
78726,City of Austin,9500,commercial,2020,2
78726,Commercial,5559200,commercial,2020,2
78726,Irrigation - Commercial,822000,commercial,2020,2
78727,City of Austin,77900,commercial,2020,2
78727,Commercial,18978100,commercial,2020,2
78727,Irrigation - City of Austin,0,commercial,2020,2
78727,Irrigation - Commercial,2667200,commercial,2020,2
78728,Commercial,8621100,commercial,2020,2
78728,Irrigation - Commercial,1995200,commercial,2020,2
78728,Wholesale,33131100,commercial,2020,2
78729,City of Austin,64100,commercial,2020,2
78729,Commercial,10061400,commercial,2020,2
78729,Irrigation - City of Austin,105900,commercial,2020,2
78729,Irrigation - Commercial,4321000,commercial,2020,2
78729,Wholesale,24634900,commercial,2020,2
78730,City of Austin,6500,commercial,2020,2
78730,Commercial,2650900,commercial,2020,2
78730,Irrigation - Commercial,1826800,commercial,2020,2
78731,City of Austin,149600,commercial,2020,2
78731,Commercial,11990900,commercial,2020,2
78731,Irrigation - City of Austin,93900,commercial,2020,2
78731,Irrigation - Commercial,1597900,commercial,2020,2
78732,Austin Water Utility,0,commercial,2020,2
78732,Commercial,92200,commercial,2020,2
78735,Austin Water Utility,0,commercial,2020,2
78735,City of Austin,134000,commercial,2020,2
78735,Commercial,7796400,commercial,2020,2
78735,Irrigation - Commercial,2935200,commercial,2020,2
78735,Large Volume,16322000,commercial,2020,2
78735,Wholesale,312500,commercial,2020,2
78736,Commercial,1103900,commercial,2020,2
78736,Irrigation - Commercial,488200,commercial,2020,2
78737,Commercial,592800,commercial,2020,2
78737,Irrigation - Commercial,487500,commercial,2020,2
78737,Wholesale,478900,commercial,2020,2
78739,City of Austin,7000,commercial,2020,2
78739,Commercial,864200,commercial,2020,2
78739,Irrigation - City of Austin,100,commercial,2020,2
78739,Irrigation - Commercial,874200,commercial,2020,2
78739,Wholesale,3957000,commercial,2020,2
78741,Austin Water Utility,0,commercial,2020,2
78741,City of Austin,451900,commercial,2020,2
78741,Commercial,18695700,commercial,2020,2
78741,Irrigation - City of Austin,273800,commercial,2020,2
78741,Irrigation - Commercial,2111100,commercial,2020,2
78741,Large Volume,30570000,commercial,2020,2
78742,Austin Water Utility,0,commercial,2020,2
78742,City of Austin,6600,commercial,2020,2
78742,Commercial,721200,commercial,2020,2
78742,Irrigation - Commercial,63900,commercial,2020,2
78744,Austin Water Utility,592400,commercial,2020,2
78744,City of Austin,452500,commercial,2020,2
78744,Commercial,27254900,commercial,2020,2
78744,Irrigation - City of Austin,1419000,commercial,2020,2
78744,Irrigation - Commercial,5459000,commercial,2020,2
78745,City of Austin,139400,commercial,2020,2
78745,Commercial,26817700,commercial,2020,2
78745,Irrigation - City of Austin,149200,commercial,2020,2
78745,Irrigation - Commercial,2944300,commercial,2020,2
78745,Wholesale,5742700,commercial,2020,2
78746,Austin Water Utility,269800,commercial,2020,2
78746,City of Austin,1322400,commercial,2020,2
78746,Commercial,9967500,commercial,2020,2
78746,Irrigation - City of Austin,12500,commercial,2020,2
78746,Irrigation - Commercial,2188900,commercial,2020,2
78746,Wholesale,63250200,commercial,2020,2
78747,Austin Water Utility,0,commercial,2020,2
78747,Commercial,1592100,commercial,2020,2
78747,Irrigation - Commercial,746100,commercial,2020,2
78747,Wholesale,3429100,commercial,2020,2
78748,City of Austin,61400,commercial,2020,2
78748,Commercial,12695200,commercial,2020,2
78748,Irrigation - City of Austin,15800,commercial,2020,2
78748,Irrigation - Commercial,4123400,commercial,2020,2
78748,Wholesale,498800,commercial,2020,2
78749,Austin Water Utility,400,commercial,2020,2
78749,City of Austin,75500,commercial,2020,2
78749,Commercial,10001900,commercial,2020,2
78749,Irrigation - City of Austin,0,commercial,2020,2
78749,Irrigation - Commercial,5634600,commercial,2020,2
78750,Austin Water Utility,0,commercial,2020,2
78750,City of Austin,359000,commercial,2020,2
78750,Commercial,8692300,commercial,2020,2
78750,Irrigation - City of Austin,16300,commercial,2020,2
78750,Irrigation - Commercial,1012200,commercial,2020,2
78751,City of Austin,39200,commercial,2020,2
78751,Commercial,10460000,commercial,2020,2
78751,Irrigation - City of Austin,79800,commercial,2020,2
78751,Irrigation - Commercial,363100,commercial,2020,2
78752,Austin Water Utility,100,commercial,2020,2
78752,City of Austin,63600,commercial,2020,2
78752,Commercial,20044100,commercial,2020,2
78752,Irrigation - City of Austin,0,commercial,2020,2
78752,Irrigation - Commercial,2237000,commercial,2020,2
78753,City of Austin,67200,commercial,2020,2
78753,Commercial,32552300,commercial,2020,2
78753,Irrigation - City of Austin,407500,commercial,2020,2
78753,Irrigation - Commercial,5521400,commercial,2020,2
78754,Austin Water Utility,0,commercial,2020,2
78754,City of Austin,185400,commercial,2020,2
78754,Commercial,11255300,commercial,2020,2
78754,Irrigation - City of Austin,153800,commercial,2020,2
78754,Irrigation - Commercial,5948100,commercial,2020,2
78754,Large Volume,181212700,commercial,2020,2
78755,Commercial,15300,commercial,2020,2
78756,City of Austin,27900,commercial,2020,2
78756,Commercial,10554800,commercial,2020,2
78756,Irrigation - Commercial,405400,commercial,2020,2
78757,City of Austin,354200,commercial,2020,2
78757,Commercial,14518100,commercial,2020,2
78757,Irrigation - City of Austin,1300,commercial,2020,2
78757,Irrigation - Commercial,990300,commercial,2020,2
78758,City of Austin,2039800,commercial,2020,2
78758,Commercial,41183600,commercial,2020,2
78758,Irrigation - City of Austin,0,commercial,2020,2
78758,Irrigation - Commercial,6056300,commercial,2020,2
78759,Austin Water Utility,14700,commercial,2020,2
78759,City of Austin,33100,commercial,2020,2
78759,Commercial,33768900,commercial,2020,2
78759,Irrigation - City of Austin,100,commercial,2020,2
78759,Irrigation - Commercial,4974200,commercial,2020,2
78766,Commercial,8000,commercial,2020,2
78766,Irrigation - Commercial,0,commercial,2020,2
78613,Austin Water Utility,23700,commercial,2020,3
78613,Commercial,3224600,commercial,2020,3
78613,Irrigation - Commercial,2452300,commercial,2020,3
78617,Austin Water Utility,332300,commercial,2020,3
78617,City of Austin,63400,commercial,2020,3
78617,Commercial,12925600,commercial,2020,3
78617,Irrigation - City of Austin,0,commercial,2020,3
78617,Irrigation - Commercial,785600,commercial,2020,3
78652,Commercial,547300,commercial,2020,3
78652,Irrigation - Commercial,1242700,commercial,2020,3
78653,Commercial,654700,commercial,2020,3
78653,Irrigation - Commercial,534000,commercial,2020,3
78653,Wholesale,0,commercial,2020,3
78660,Austin Water Utility,0,commercial,2020,3
78660,Commercial,6197000,commercial,2020,3
78660,Irrigation - City of Austin,0,commercial,2020,3
78660,Irrigation - Commercial,1282700,commercial,2020,3
78660,Wholesale,17882700,commercial,2020,3
78681,City of Austin,5400,commercial,2020,3
78681,Commercial,693900,commercial,2020,3
78681,Irrigation - City of Austin,4000,commercial,2020,3
78681,Irrigation - Commercial,12200,commercial,2020,3
78701,Austin Water Utility,106900,commercial,2020,3
78701,City of Austin,7877300,commercial,2020,3
78701,Commercial,62122100,commercial,2020,3
78701,Irrigation - City of Austin,230000,commercial,2020,3
78701,Irrigation - Commercial,930900,commercial,2020,3
78701,Large Volume,997000,commercial,2020,3
78702,Austin Water Utility,100000,commercial,2020,3
78702,City of Austin,1773600,commercial,2020,3
78702,Commercial,21525400,commercial,2020,3
78702,Irrigation - City of Austin,368400,commercial,2020,3
78702,Irrigation - Commercial,1202400,commercial,2020,3
78703,Austin Water Utility,0,commercial,2020,3
78703,City of Austin,1077600,commercial,2020,3
78703,Commercial,10317900,commercial,2020,3
78703,Irrigation - City of Austin,80400,commercial,2020,3
78703,Irrigation - Commercial,1083400,commercial,2020,3
78704,Austin Water Utility,7800,commercial,2020,3
78704,City of Austin,638800,commercial,2020,3
78704,Commercial,30289500,commercial,2020,3
78704,Irrigation - City of Austin,40100,commercial,2020,3
78704,Irrigation - Commercial,2664900,commercial,2020,3
78705,City of Austin,107600,commercial,2020,3
78705,Commercial,23500600,commercial,2020,3
78705,Irrigation - City of Austin,3100,commercial,2020,3
78705,Irrigation - Commercial,705000,commercial,2020,3
78705,Large Volume,5242000,commercial,2020,3
78710,Commercial,31500,commercial,2020,3
78710,Irrigation - Commercial,0,commercial,2020,3
78712,Commercial,4528800,commercial,2020,3
78712,Irrigation - Commercial,1022500,commercial,2020,3
78712,Irrigation - Large Volume,5369000,commercial,2020,3
78712,Large Volume,12323300,commercial,2020,3
78714,Commercial,303000,commercial,2020,3
78714,Irrigation - Commercial,0,commercial,2020,3
78717,Austin Water Utility,1800,commercial,2020,3
78717,City of Austin,13800,commercial,2020,3
78717,Commercial,6203500,commercial,2020,3
78717,Irrigation - City of Austin,0,commercial,2020,3
78717,Irrigation - Commercial,5687800,commercial,2020,3
78719,Austin Water Utility,314200,commercial,2020,3
78719,City of Austin,4841700,commercial,2020,3
78719,Commercial,5784500,commercial,2020,3
78719,Irrigation - City of Austin,6400,commercial,2020,3
78719,Irrigation - Commercial,430800,commercial,2020,3
78719,Wholesale,1456500,commercial,2020,3
78721,Austin Water Utility,4000,commercial,2020,3
78721,City of Austin,367500,commercial,2020,3
78721,Commercial,5841500,commercial,2020,3
78721,Irrigation - City of Austin,69300,commercial,2020,3
78721,Irrigation - Commercial,948300,commercial,2020,3
78722,City of Austin,28000,commercial,2020,3
78722,Commercial,3345000,commercial,2020,3
78722,Irrigation - City of Austin,6500,commercial,2020,3
78722,Irrigation - Commercial,913200,commercial,2020,3
78723,Austin Water Utility,39400,commercial,2020,3
78723,City of Austin,2394200,commercial,2020,3
78723,Commercial,15508400,commercial,2020,3
78723,Irrigation - City of Austin,0,commercial,2020,3
78723,Irrigation - Commercial,3129500,commercial,2020,3
78724,City of Austin,9697400,commercial,2020,3
78724,Commercial,8390500,commercial,2020,3
78724,Irrigation - City of Austin,9100,commercial,2020,3
78724,Irrigation - Commercial,2484700,commercial,2020,3
78725,Austin Water Utility,69800,commercial,2020,3
78725,City of Austin,329800,commercial,2020,3
78725,Commercial,6934000,commercial,2020,3
78725,Irrigation - Commercial,101300,commercial,2020,3
78725,Large Volume,32922000,commercial,2020,3
78725,Wholesale,820700,commercial,2020,3
78726,Austin Water Utility,900,commercial,2020,3
78726,City of Austin,11000,commercial,2020,3
78726,Commercial,5390600,commercial,2020,3
78726,Irrigation - Commercial,1378800,commercial,2020,3
78727,City of Austin,78400,commercial,2020,3
78727,Commercial,17743600,commercial,2020,3
78727,Irrigation - City of Austin,0,commercial,2020,3
78727,Irrigation - Commercial,3328700,commercial,2020,3
78728,Commercial,8553000,commercial,2020,3
78728,Irrigation - Commercial,2007100,commercial,2020,3
78728,Wholesale,28287000,commercial,2020,3
78729,City of Austin,63300,commercial,2020,3
78729,Commercial,9611800,commercial,2020,3
78729,Irrigation - City of Austin,9800,commercial,2020,3
78729,Irrigation - Commercial,5075500,commercial,2020,3
78729,Wholesale,23797100,commercial,2020,3
