zip_code,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31
78738,341693,340550,340258,340047,340190,339921,340095,340331,340890,340747,340985,341692,341426,342681,343560,345017,346182,348575,350647,352549,354254,356860,359179,360543,363692,365441,367170,366771,366220,364996,363192,362381,361255,361050,360452,360580,360162,360368,361178,362174,364022,365804,369108,371336,374442,376254,378779,381124,383601,385855,387013,389026,389758,390624,389750,390000,389820,390852,391704,393205,393799,394598,395512,396079,396465,396860,398165,399236,399632,399586,399377,399427,400006,399428,398884,398281,398639,398975,398698,398894,399664,400990,401899,401410,400794,400700,400967,400907,400812,400658,401584,401179,401260,400492,400983,401474,402277,403920,406719,409384,411372,413102,414513,416816,418721,421303,423050,425583,427837,429986,431423,433635,436585,439804,443013,446070,448620,450925,453316,456476,459438,462150,463880,465965,467720,470343,472537,474892,477465,479465,481680,483050,485245,487018,489031,490139,491403,492784,494992,497575,498856,500351,501353,502164,501478,499777,498912,498504,497309,494403,490473,486757,485461,484447,481636,478323,475759,475013,472575,469252,466637,465037,463982,461649,459089,456600,456990,456842,456176,454481,453567,452692,452388,451473,450848,449886,448759,448200,446452,446008,445611,445538,445372,445696,445783,446793,447550,449927,451191,451766,452110,451950,452731,453720,456299,459035,461367,463014,464394,465367,466560,467209,467974,470796,474090,478384,481314,484925,487888,490939,494238,497091,500228,504061,509433,512898,514958,515231,516267,518099,521427,524530,526229,527856,530569,533648,535336,536215,538285,541843,544569,544915,544475,545274,548430,552887,555625,556497,556260,557882,560045,560947,561516,561996,562787,562833,562835,560555,559144,559358,562601,564512,564152,564137,565562,568717,571094,571990,571555,571616,572955,574576,575844,577176,578639,579401,579997,579894,581307,584507,588152,592384,593534,595828,595374,597152,599696,604486,605726,606359,606299,608746,610673,612497,615132,616551,618697,620747,624942,628151,631432,634261,638468,642717,648402,654957,663423,673581,686078,699093,711638,725804,743941
78734,257161,257162,257373,258359,259181,259822,260796,262193,263608,263837,264327,265489,267017,268707,269735,270739,271555,272651,272223,272151,272449,275404,277203,278201,278151,278441,279472,279058,279537,279945,282078,282478,282130,280282,280017,279560,279866,279704,280034,280678,280852,281315,282239,283597,285157,286217,286704,287069,287828,289074,290423,292728,295577,297440,296932,296211,295702,296670,297813,299904,301168,302182,302041,301156,299164,297621,297709,298595,299428,299465,299483,299081,299019,298202,297597,297340,297757,298506,298581,298662,298872,299244,299397,299178,298818,299024,299446,299386,299443,299376,299576,298570,296842,295160,294229,294132,295024,296292,298240,299935,301634,303265,305282,308063,311699,315460,318394,320366,321340,322374,323395,325206,326924,328292,329823,331375,332681,333592,334933,336848,338682,340617,342191,343948,345066,347119,348463,350473,352289,354374,356260,358338,361103,363312,364508,364823,365846,367083,369214,370802,372625,374196,376253,377157,376584,374988,374100,374117,373591,372087,369855,368392,366541,364502,360114,356688,354799,354462,354207,352726,351857,351279,350631,348253,345537,343327,343828,344256,343610,342602,341278,340575,339571,338402,337271,336182,335963,336152,335924,335345,334759,333780,332828,332028,331445,331145,331561,333560,335372,336136,336110,336078,336978,338068,340056,341866,343945,346206,347899,349282,349762,350352,350406,352162,353968,356998,359553,363125,365794,367726,369183,369461,370538,372365,376099,378446,380448,381124,382016,382447,383804,385398,386461,388680,391322,394397,396286,397705,399162,400942,402130,402601,402875,403921,406823,409483,411470,411596,411484,412383,413998,415275,416517,417821,419498,420878,422092,422449,423234,425213,428345,430455,430605,431100,432631,435278,436952,437631,437201,436760,437119,438017,439755,441410,443550,445148,446597,446956,448017,450154,452769,455869,456551,457666,456822,458516,460945,464602,465299,465728,466171,468669,470913,472735,475319,477343,479303,479927,481806,483730,486689,489511,493218,496660,501094,506536,513438,521542,531741,543049,554262,566443,581128
78735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351939,351723,352147,353187,354318,354363,350828,345718,339761,335855,333810,333663,333792,333828,332293,330488,329188,329551,335099,342054,349563,353869,356284,357538,359076,360218,362156,362992,362942,362864,361564,361632,362889,365538,366727,365646,363608,363076,363640,364097,365291,365770,366818,367753,368555,369112,369817,369524,369338,368873,367310,367169,366266,367258,367102,366733,366115,363947,362694,362480,362404,360236,359078,357478,356880,354800,355082,355873,356923,359031,360428,362878,365511,369608,372676,374190,375287,376664,376848,376869,376459,376798,376616,375956,374977,374456,374216,375060,376062,376878,377366,377387,378123,378825,379948,381160,382389,383193,383888,385286,387011,389354,392147,394718,396923,398374,400551,401963,402839,404299,406151,408245,409619,411435,413086,415334,417473,419049,419392,419102,419632,419481,419394,417744,416478,413969,411665,408895,404966,402003,399551,398596,396668,394251,391947,390683,389924,389479,388674,388233,389475,390382,390217,389316,389041,389996,391049,391366,390602,388907,388018,387832,387212,386212,385825,385624,385346,384518,383067,382350,382130,384399,385742,386647,387284,388323,390083,391880,394499,396512,399284,402018,405604,407388,409631,411011,412352,415262,418833,423998,428088,434033,439094,443753,447039,450704,455004,459962,465815,469547,472870,474496,477784,480558,484670,488942,492803,496322,499262,502518,505261,508067,509940,512082,513035,513230,512727,512631,514624,517987,520863,523081,524760,528354,532871,536675,539140,541122,543162,545422,547516,548308,549535,551100,553842,554657,553974,554108,556165,559613,562110,563455,563661,563794,565137,567422,570353,573260,575885,576876,578183,578133,580333,582642,585249,587898,587974,589151,587706,589446,591986,597285,598667,600359,601440,605463,608923,611916,615684,616606,618366,618738,623212,627395,633099,637800,642990,647980,654453,662318,671696,683826,697826,712755,725435,738848,754889
78754,146797,146605,146489,146141,145955,145955,146079,146279,146314,146561,146897,147309,147673,148002,148328,149061,149733,150263,150280,150196,150343,150437,150521,150497,150427,150276,150154,149717,149261,148760,148917,149047,149315,149363,149431,149635,150123,151195,152362,153420,154270,155083,156069,157478,158901,160169,161245,162191,163165,163795,164018,164375,164825,165637,165904,166175,166144,166733,167298,168326,168758,169246,169786,170794,171743,172367,172788,173176,173592,173884,174175,174251,174909,175112,175716,175716,175997,176336,176862,177087,177614,178010,178419,178363,178099,178313,178305,178198,177979,177440,177187,176855,175987,175195,174565,174572,174574,174763,175253,175903,176275,176520,176896,177539,179162,180283,181153,181313,181524,181416,181099,181155,181709,183115,184125,184993,185023,185457,186125,187218,188420,189767,190922,191437,191345,190788,190212,189775,189614,189900,190293,190774,191174,191595,191974,192721,193838,195464,197506,199632,201529,202655,203433,204035,204324,203957,203648,203338,202861,201420,199640,197869,196468,195052,193060,191007,189574,188925,188397,187450,186694,186422,186497,186097,185513,185280,186237,187173,187154,186463,185493,184940,184723,184454,183772,182763,181769,180972,179825,178704,177731,176987,176503,176064,174928,173627,172626,172998,173266,173157,172467,171936,172176,172909,173621,173961,174595,175403,176054,176336,177008,177765,178596,179776,180778,181824,182840,184553,186234,187931,189712,190780,191765,192845,194839,196272,197482,198312,199439,200632,202122,203652,204828,206196,207491,208944,210227,211489,212860,214422,215902,216857,217700,218930,220964,223484,225603,227174,228125,229868,232315,234266,235863,237177,238819,240208,241589,242243,243283,244632,246774,248239,248539,249342,250813,253105,254650,255505,255742,256622,257972,259704,261048,262100,263151,263919,264435,264508,265372,267158,269174,270903,271262,271783,271426,272235,273289,275161,275571,275844,275731,276576,277215,277788,278700,279175,279832,280763,282746,284464,286480,288424,291136,293512,296455,299913,304163,309132,315061,320844,326305,332316,339703
78751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338377,343435,347294,351833,353329,354654,356598,360451,362278,363303,363039,359090,353522,343469,335216,331750,331969,332182,331713,327123,323073,317822,313953,314740,317180,322879,325171,325214,324140,321748,319091,316844,316663,317218,317951,318788,319240,319195,318862,318783,317958,316714,312180,310907,309839,313595,315500,313164,310689,308311,308875,308076,307422,308175,310148,308837,307572,300319,295080,291182,291536,291954,291473,291046,290566,289429,289926,290953,288368,288005,288172,293712,295137,296242,295242,295420,296534,297595,298173,298733,302465,305812,308448,306886,305903,305053,305928,307537,308592,309317,309255,309948,310651,312068,313068,313676,314828,316401,318032,318177,317611,318180,319616,320886,321414,321107,321765,323783,326252,329089,331020,333950,337010,338995,339245,338990,339486,340358,340445,339414,338217,335706,333387,329533,326696,324549,323485,322469,320498,319013,317885,317259,316752,316269,316641,317336,317360,316231,315277,314405,313369,312140,310203,308273,305679,303789,302403,301384,300911,300742,300173,299933,300016,299995,299799,299807,300356,301646,302074,302921,302520,302731,303481,305075,307231,309416,312390,314997,317910,319429,320718,320989,324040,327769,332695,336600,341170,345648,350095,354627,358587,362689,367230,373522,378226,381996,383930,386677,389744,393081,396115,397733,401493,406215,411597,414114,415942,417831,420716,422409,422672,423311,425185,430197,431503,432027,430909,432831,435215,438598,441118,444158,446446,448303,449272,449127,450710,452885,455681,457862,459816,460288,460998,462546,465437,467843,468837,469837,470097,471063,472385,474471,476054,477464,478542,479140,479485,480812,484309,486932,490125,491350,494171,494953,497415,499940,503387,503659,503681,503723,505800,507754,509709,511453,512526,513036,514728,518449,522725,528195,532942,538666,543260,549117,555477,563660,572351,583436,593730,603360,613193,625073
78653,155032,154459,153650,152633,152417,152313,152213,150790,149896,149009,149147,148882,148202,147691,148340,149394,149016,148377,147342,148427,148777,149488,148857,149072,150018,151405,151977,151904,151801,152249,153211,154461,156007,157183,158887,159777,160506,159799,158911,157307,158318,159261,161599,162265,163011,163588,163164,163851,164561,166572,168367,170861,171962,172131,169747,167881,166088,164981,164883,164784,164683,164170,164635,165803,165856,166048,166411,167984,168870,170503,171912,173168,173766,173430,172488,171178,170869,171106,171239,170275,169973,169492,168795,167442,165845,165665,165411,165299,164832,164324,165067,166218,166941,166841,166563,166813,167847,168896,170495,171747,173152,174079,174274,174392,174957,175919,176817,177989,179120,180078,180516,181117,181656,182691,183638,184762,185268,185765,186048,186357,186583,186675,186731,186654,186787,186540,186934,186752,187484,188078,189815,190728,191429,191763,192327,192652,192515,192795,192728,192902,192613,192681,192607,192534,191892,190427,188793,187480,186169,184462,182691,181557,179778,177461,174269,171910,170353,169811,169164,168181,167066,166033,165363,164168,163482,162902,162700,162356,161624,160518,159424,158171,157984,158035,157315,155965,154245,153322,152730,151456,150168,148469,147675,147153,146477,144896,144076,144422,145519,145575,144904,144631,144823,145925,146111,146596,146634,147922,148962,149473,149415,149642,150005,151145,152300,153655,154670,155811,157014,158170,159345,160432,161899,163492,165728,167124,167984,168531,169997,171880,173647,174733,175274,175922,176539,177578,178500,179407,180937,182318,183559,183799,184483,185731,188037,190435,192563,193971,195243,197091,199212,200950,202440,203925,205310,206511,207449,208123,209010,210309,211863,212997,213199,214008,215175,217069,218404,219176,219373,220009,221085,222207,223148,223802,224738,225319,225845,225826,226605,228329,230534,232557,233027,234050,234164,235133,235779,236954,237173,237276,236899,237011,237080,237104,237546,237420,237646,238159,239647,240688,241439,241931,243239,244632,246244,248259,251032,254405,258472,262460,266318,270928,276950
78752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155236,155028,154491,153356,152618,152917,153038,152857,151608,150244,149456,149343,149960,150233,150345,151225,150429,148792,147449,148007,150193,151896,152070,151632,150838,151150,152385,153494,156555,158705,160882,160619,160549,161477,163778,165535,166802,166393,165065,162889,161388,160982,160596,160281,158603,157745,156969,156615,154931,153188,153164,154268,154912,154606,154108,154296,155152,155417,155789,156415,158351,160034,160234,158981,158229,158587,159776,160763,161608,162189,161884,160973,158982,157486,156914,157901,158970,159464,159621,159534,160032,159963,160675,161204,163204,165578,166942,167383,166829,167015,167118,167567,167946,168494,169156,170044,171165,171525,172011,172806,174351,175534,176823,178032,179020,180006,180828,181644,181841,182732,184995,187410,189219,191204,192127,192642,192073,193113,194061,195276,195153,195459,194395,192944,191012,188675,187894,187940,189064,188587,187872,187021,187464,187386,187481,187524,188277,189329,189617,189124,188573,188011,187838,187933,188085,187658,186706,185388,184401,183446,183095,182749,182241,181778,181253,180039,179043,178023,178776,179647,180963,181626,181991,182574,183163,184259,185020,186355,187616,189358,191088,192947,193922,194767,196301,198651,201217,204129,208130,212568,216056,219458,220949,223109,226093,230978,234847,237467,239842,242224,244378,246317,248965,251129,254069,257289,260343,262044,263131,264881,267635,270706,273208,275751,278735,283322,288779,293318,296309,298450,301872,305836,308973,311070,312976,314541,315618,317189,317587,318650,320123,323180,325623,327049,328114,328420,329465,330362,331758,330707,328406,326063,325798,327416,329769,330775,332085,334362,336795,339612,341716,344907,349139,352588,355161,354743,355187,357154,360374,361977,362584,363032,365116,366992,369150,370900,371999,373411,374533,377938,380544,384441,388028,392589,396561,401147,405749,411599,418555,427037,435848,442950,450768,459031
78724,98874,99856,100344,101073,101423,101603,101994,102402,102840,102966,102700,102536,102867,102891,102894,103064,103648,104458,105099,105976,106885,108408,109972,111442,111915,112183,112582,113222,114009,114612,114864,114403,113648,112442,111996,111374,111140,110693,110430,110709,110874,111281,111735,112470,113316,114213,115118,116075,117312,118341,119165,118963,118728,118526,118790,119671,120373,121129,121414,121830,121986,122254,122546,123353,124285,125182,125491,125576,125605,125996,126422,126945,127395,127555,127512,127345,127372,127372,127615,127499,127734,127607,127439,126974,126505,126503,126932,127472,128102,128047,127918,127569,127438,127363,127081,126778,126959,127386,127716,127845,127355,127689,128009,128841,128885,128806,129472,130419,131085,131217,131394,131303,131491,131481,132250,132816,133581,134217,134374,134512,134558,134830,134813,135282,135896,136649,136480,136257,136598,137303,138216,138791,139712,140719,141794,142811,143707,144623,145017,145479,145711,146389,147221,147974,148184,147834,147621,147617,147298,146508,146751,147163,147418,146270,144391,143036,142136,141682,140793,139529,138470,137989,137432,136777,136037,136271,137015,137359,137235,137036,137153,136870,136836,136471,135685,134324,132650,131121,129627,128389,127287,125740,124597,123760,123437,122315,121974,122216,123100,123228,122928,122639,122679,123317,123595,123963,124013,124715,124408,124072,124218,125050,125433,125724,125882,126828,127867,129203,130197,132202,134803,137302,138503,139693,142294,145015,147427,148272,149269,151025,153206,154598,155520,156518,158111,159476,160688,161946,163912,166884,169460,170931,171945,173345,175835,178407,181004,183243,185120,186869,188757,189998,191938,193557,195721,197317,198792,199877,201283,203182,205162,207456,208542,210333,211375,213342,214561,215523,215798,216942,218531,220190,221640,222449,223776,224584,226051,227084,228852,231189,233334,234820,234867,235647,235938,237124,238512,240711,241743,242396,242466,243124,243943,245368,247000,247731,247900,248706,250246,251399,252516,253662,255808,257852,260373,262963,266465,270775,276394,281737,286910,292775,299978
78747,162330,161462,161202,160218,159900,159816,160436,161184,161515,160968,160962,161569,163097,164838,166020,167943,169111,170054,170223,170506,171381,173236,174344,174936,174361,173583,173023,171470,169885,168690,167373,165740,164322,164200,164676,164587,163991,164152,164583,166009,167993,169599,171562,173949,176393,177198,176832,176910,178090,179403,181267,182707,183903,184521,185121,185706,185973,186782,188123,189929,191015,191529,190992,190707,189445,189190,188672,188853,188838,188646,188941,188883,188778,188343,187758,187459,188299,188682,188913,188410,188700,189524,189572,189230,188615,188541,189349,189495,189569,189394,189870,189731,188833,187864,187399,187419,187898,188711,189454,190493,191222,191889,192176,193282,194981,196336,197327,197832,198211,198331,198131,197911,197590,197694,197583,197377,196790,196437,196259,196576,197062,197392,197685,197902,198310,198758,199586,200049,200482,200517,201205,201931,202741,203529,204030,204608,205239,205873,206265,207141,208210,210038,211238,211902,211954,211591,211908,212053,211710,210925,210097,209253,208762,207832,206094,204155,202772,202175,200965,199706,199002,198772,198580,198295,197060,195616,194838,194905,194724,194371,194297,194261,194125,193438,192843,191644,191167,191061,191254,190793,190078,188946,187875,186691,185328,184355,183355,183156,182697,182459,181973,181606,181394,181466,181586,182055,182796,183496,184336,185044,185974,186332,186256,186847,187849,189466,190952,192941,194886,196825,198494,199987,201553,203323,206013,208008,209823,210777,212086,213085,214137,215286,216215,217431,218814,220755,222254,223520,224901,226982,228924,230373,231822,233379,235784,237770,239372,240049,240968,242806,244962,246266,247228,248237,249694,251170,252815,254136,255492,257001,258899,259978,260186,260953,262579,264911,266123,266694,266456,267200,268635,270414,271823,273201,274939,276275,277270,277554,278885,281182,283442,285504,285428,286420,286029,287364,288580,290738,291007,291174,290972,291769,292301,292557,293253,293379,293913,294488,295999,297510,299462,301301,303738,305994,309045,312666,317382,322519,328765,334797,340779,347140,355097
78617,114427,115137,115655,116601,117122,117827,119049,120402,121273,120902,120327,119876,120286,120616,120678,120758,121015,121170,120641,120365,120682,122136,123213,124246,124452,124657,125019,125293,125967,126178,126017,125279,124484,124401,125289,125992,125991,125618,125928,126734,127947,129321,131314,132513,133968,135761,137739,139467,141383,143677,145203,146161,146760,148172,149592,152261,153756,154327,153622,153259,153123,152781,153299,153720,153431,152195,150785,149867,149375,149650,150358,151530,152276,152842,152638,152808,153679,154517,155071,154797,155124,155226,155516,155264,155683,155815,156183,155776,155579,155342,155619,155410,154969,153855,152439,150615,148526,147531,147219,147961,148440,148888,148706,149309,149416,150209,151150,153228,154978,156021,155862,155292,154243,153603,153459,153146,152971,152666,152203,151236,150510,150265,150846,151262,152220,152973,153570,153842,154628,155624,156797,157792,158742,159486,159687,160080,160119,160588,160977,161588,161566,161349,161568,161870,161895,160771,159838,158666,157801,156497,155577,155005,154595,153494,151550,149887,149324,149664,149461,149015,148460,147672,146695,145596,145487,145895,146777,146476,145006,143801,143307,143138,142534,142211,141302,139764,136422,133415,130105,128406,127115,126147,124929,123517,122084,121124,121060,121896,123519,124974,126882,127598,128000,127235,127254,127818,129489,130333,130405,129917,130148,130440,129984,130205,131189,133505,134846,135895,136273,137314,138899,140180,141067,141554,143428,144978,146340,146698,147747,149143,150937,152330,153509,154993,156424,158452,159979,161380,162570,164083,165401,166334,167090,168448,170243,172303,173944,174841,175429,176916,178898,180768,182439,183994,185341,186227,187006,187432,188359,189863,191770,192879,192921,193457,194524,196219,197647,198621,199256,200443,201906,203112,203916,204597,206352,207770,209070,209546,210579,212397,214011,215360,215380,216751,217390,219071,219643,220448,219890,219634,219512,220318,221644,222780,224262,224708,225278,226220,227946,229667,231092,232359,234053,235586,237209,239405,242396,246058,250609,254891,259468,264627,271520
78737,289877,289271,288082,285559,284327,285347,287813,289275,290224,291081,292239,293063,293759,294952,296286,299038,298929,295595,290318,287510,287307,286646,284577,282362,278878,276180,273973,273373,274484,275835,277043,275700,271609,268981,268913,270199,273979,274848,277458,276942,276513,276040,276241,279460,283345,286630,288310,289343,289728,291195,290380,290381,289751,292193,293856,295286,294356,292316,290142,289322,289678,290877,292078,293610,295028,295314,295783,296028,297632,300861,304176,306154,307144,307048,307435,307349,306715,304583,302597,299142,297715,296447,296849,297165,297172,298101,299592,300458,301011,301429,302240,304134,304573,304583,304398,304562,304838,305191,306142,307635,310808,313789,317671,320925,325152,328405,330213,331373,332706,333975,334327,335402,334998,336419,336770,337783,337741,337995,339293,341517,343628,345511,346896,348611,351653,353972,355563,355836,356063,356783,357846,358483,359667,360654,361867,361981,361822,361973,362946,365583,368743,371791,373322,375116,375569,375433,375129,375381,374980,373937,373441,372901,371812,370124,368498,366113,365534,365281,365779,364431,363081,361483,359561,356652,353979,351903,351132,351457,350875,350926,350003,350240,349976,349980,350041,350182,351010,351343,351405,350657,349645,348391,347442,347024,347213,347973,348144,348773,348409,348435,347910,347195,346609,346805,347562,349187,350853,352520,354160,355633,357539,359596,362184,365362,369002,371934,375573,378250,380719,382069,383629,386429,389848,393845,397276,400908,403670,406046,406993,408230,410958,414811,419177,422430,424926,426345,427546,428726,431593,435422,439883,443109,444012,444660,446082,447496,450148,453172,457776,460939,462577,463697,464852,467145,470345,473267,475568,477387,478153,478736,478540,479936,481538,483032,483911,485117,487265,489519,490609,491469,493418,495790,498544,499423,499897,500366,502490,504576,505913,507364,508841,510938,511410,512801,513879,516296,520370,525049,527973,528885,529189,531370,535136,539255,538573,535771,532738,535931,539063,541162,543571,548100,554695,559424,563657,567792,576810,587567,599285,606368,613435,621883,631565
78739,274894,275108,273992,273303,271965,273724,276262,279868,284197,289913,295735,299498,301174,303478,308263,312631,318621,319556,320402,320019,318963,315074,311040,310896,314455,315977,316259,317255,317829,319190,318462,317215,315877,316567,317441,317614,317165,318182,319590,319762,319355,318716,319713,321156,322513,323598,325637,327422,328249,328557,328941,329844,329725,329963,329396,329969,330949,332363,333112,333869,334109,334730,335154,335376,336390,337349,338967,339160,338730,338359,338416,338148,338476,338084,338049,338167,337800,337910,336903,336926,337245,337603,337856,337863,337916,338506,339142,339313,340313,339764,340417,339583,339625,339613,340241,341306,342225,343201,344509,345870,346502,347316,348212,349916,350787,351238,350972,350424,349848,349375,348799,348833,349301,351198,352041,352851,353709,354933,356184,357394,358727,360321,361678,362809,363665,364763,366193,367745,368726,370064,371936,374062,376066,377338,378258,379245,380888,382210,384168,385995,388209,389469,390683,391735,392507,392580,393120,393372,392946,391417,389659,388158,387637,387305,384869,382072,380101,379399,377968,376107,374712,374390,373863,373245,371541,370289,370975,371766,370966,370147,369861,370513,371135,370812,370755,369674,369316,369091,368881,368807,369291,369323,369496,369108,368438,367961,367379,368808,369822,371014,371597,372531,374377,376529,378931,381185,383504,386671,389802,391883,394062,395597,397238,399855,402554,406215,409530,414299,419219,423254,427324,431072,435196,439520,444732,448166,451027,452472,454865,457217,460140,463490,465925,468931,471824,475021,477348,479573,482165,485752,488188,489003,488914,489557,492106,494497,496026,496228,496629,498946,502501,504928,507005,508548,510753,512349,513310,513499,514261,516750,520370,522445,521794,521765,523340,526562,528779,529303,529346,529857,532126,534152,535925,537113,538792,539475,540154,540088,541630,545233,549545,554071,554926,556701,555898,557120,558354,562387,563995,565770,566305,568979,570368,571895,573361,573074,572934,573994,578117,582600,588819,594896,602117,607033,613342,619872,628443,638559,650602,661420,670336,678382,687038
78701,NA,NA,NA,NA,NA,NA,NA,NA,241983,243144,246173,251696,257315,261363,263927,266047,269395,272148,277104,280612,286390,292908,299718,305384,308447,311421,316183,322189,324702,327815,327503,331557,331783,331491,325666,318939,317765,321857,327825,332439,338983,345240,350450,351823,353905,357123,364347,371907,376307,378261,376641,375287,374447,374414,374365,373259,370558,369205,365276,365338,362764,363366,365510,368264,365517,358866,353547,352350,351827,350379,348704,346862,346460,341957,336177,330204,329049,330332,331417,331082,334669,337187,342007,341080,341317,342493,346275,350580,353259,354844,353992,352491,347587,344783,341636,342820,343134,343156,341121,337761,336660,338448,345021,351407,356912,359796,361637,363534,364512,365479,367345,372628,375729,374557,370258,367989,369131,372637,375949,377691,380008,383953,387698,387387,386752,388343,391917,393115,393112,391614,392263,393284,395737,396894,398009,398972,401882,407200,411648,416590,421026,425475,428233,428412,427491,426422,427966,431231,432306,427583,421775,416118,408453,399849,389752,385164,379963,375140,366253,359078,352752,350530,347528,344386,341560,341478,344488,345408,346000,345527,346419,344359,344143,343301,344863,344317,344094,343191,341871,340924,339991,340633,341531,344077,343406,342977,341790,345076,347101,347674,346973,347716,350574,353168,356794,359993,365893,370552,374575,375583,379907,385163,391347,395744,399130,402639,405844,410403,413754,417164,420504,426161,431640,437434,441537,444358,449069,454230,459859,464558,469711,475356,479184,478803,477770,477057,479945,483890,483955,484187,483529,484144,484576,485098,490812,499149,507105,511223,512650,515215,518369,519753,519807,520263,521289,522717,520035,520665,521217,526830,530317,532471,536545,540383,546025,548065,549789,549765,550773,549292,548982,548434,550075,551142,547779,544651,541677,542095,541545,544374,548042,552063,551582,549638,546602,546726,549518,553559,554904,553477,552436,549719,548285,546648,549753,552086,555749,556885,560260,561515,564952,568535,574627,580855,586140,592412,597518,604565,611472,619797,626597,635300,644377
