zip_code,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31
78749,232482,230886,229011,226134,225378,226590,226716,225922,224251,224787,225547,227031,228218,229776,230860,231609,229039,225213,222411,222825,225079,223410,220782,216691,213996,210934,210565,211557,214125,214873,216515,214728,211707,210502,211139,212898,213227,214982,215809,215298,213556,212123,210549,210565,211901,213313,214053,214723,216081,216905,217070,216823,216617,217236,217655,218609,218773,218877,218658,218822,218823,218607,218388,218737,219550,220192,220842,221034,221070,221039,221231,221071,220970,220642,220674,220676,220495,220476,220270,220008,220042,220071,220344,220237,220196,220166,220272,220177,220325,220132,220179,220173,219864,219520,218970,218964,219369,220257,221138,221814,222447,222884,223539,224043,225302,226336,227566,228355,228687,228677,228723,228959,228862,229025,228928,229079,228555,228365,228209,228433,228789,229420,229815,230232,230653,231615,232861,234226,235384,236148,236991,237837,238911,239739,240482,241535,243105,244679,245994,247154,248609,250430,252361,253997,254803,254872,255162,255291,255008,253886,252870,251978,251525,250703,248536,246424,245240,245049,244369,243274,242590,242528,242693,242787,242512,242460,243781,244897,245056,244899,245299,245830,246099,245803,245421,244356,243581,243144,242589,242180,241973,241802,241221,240915,240427,240469,240387,241515,242339,242804,242992,243388,244606,245857,247490,248820,250543,252261,253935,255341,256896,258579,259925,262022,263998,266818,269728,273609,277182,280294,283466,286381,289591,292802,296850,299876,302724,304546,306690,308502,311146,314242,316647,318700,320573,322675,324597,326037,327439,329243,330683,331733,332183,333077,335615,339006,341779,343391,344379,346965,350304,353152,355565,357617,359911,361495,362637,362858,363944,365940,369048,370966,371410,372118,373676,375998,377789,379042,379637,380227,381321,382586,383842,384499,385452,386188,387158,387567,388718,390930,393514,396544,397512,399518,399881,402411,405067,408737,409549,409813,409558,411447,413314,415248,417208,418059,419467,421367,424578,427302,430083,433183,437590,441506,446111,451277,458301,466661,476539,486179,495873,506844,520840
78729,173616,174203,174974,176575,178274,179536,180443,181932,183798,184949,185577,184666,185052,184501,185239,185172,185445,185727,185446,184675,183458,183827,184539,187634,189111,191984,192051,192012,190481,189429,189901,189452,188524,185993,184182,181739,178790,176046,174400,174044,174246,174810,175248,175904,176794,178218,178804,179069,179672,180543,181594,182560,183472,183891,183241,183184,183460,184677,185954,187180,187701,187947,188165,188253,188588,188615,188909,189720,191209,192244,192648,193491,195547,197240,198288,198401,198320,199152,200726,201236,200283,199215,199224,198581,197390,196370,196139,196603,196925,197091,196924,197358,198096,198698,199103,199862,200590,200837,200793,200449,200615,200952,201250,201390,202076,203085,203779,204059,204418,205625,207421,209330,210898,211608,212345,212950,213334,213537,214140,215091,215761,216105,216152,216264,216229,216530,217101,217894,218806,219611,220148,220458,220989,221603,222038,222575,223034,223842,224254,224653,224890,225212,225759,226398,227359,227762,228058,228018,228352,227675,227273,226146,225441,224844,224428,224433,223441,222672,221695,220748,219641,219673,220145,221953,223175,224295,224571,224567,224854,225882,226547,227273,227729,228535,227818,226022,224033,222514,221704,220140,219011,217010,216269,216232,216146,214594,214007,213978,215095,215327,215365,216168,216742,217663,218223,218350,219118,220324,221703,223110,223878,225035,225976,227328,230193,232658,234685,235846,237400,240035,242520,244878,246641,249202,252067,254730,255631,258313,261748,266064,268887,270902,272912,275000,277337,278924,281153,283602,286542,287575,288224,289741,292390,294661,296111,297460,300360,303559,305661,307145,308962,311772,314398,315789,316992,318918,322548,326352,329006,330966,332803,334404,335594,336728,337786,339177,340809,342129,342585,342691,342291,343068,345253,347950,349646,349679,350694,351978,353249,354216,354438,354659,355805,358013,359243,359886,360906,364537,367117,368889,370264,373473,377027,380272,381441,380129,378499,378410,381311,383996,387704,391718,396113,399046,402495,406443,411852,418676,426202,432941,437538,441605,445528
78717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253189,251759,251695,252246,254131,255354,255751,256018,257514,259340,261194,262176,263338,266647,269850,271734,271525,272827,274944,277878,279316,280834,282187,284156,285600,285634,285750,285875,286720,286812,288018,288341,288395,287845,287680,288823,290246,292249,293242,294145,295016,296077,296789,297727,298886,299611,300424,300814,301730,301525,301551,301550,302071,302736,302491,301984,300872,300524,299260,298353,296529,295492,294705,293987,293428,291793,290790,289691,288707,287365,287135,287368,288692,289643,290085,290040,289603,289878,290833,290941,291139,291038,292081,291602,290155,287730,286052,285404,284323,283108,280504,279633,280305,281369,280256,279794,279687,281903,283341,284241,285229,286318,288322,289987,290320,291037,292500,294342,296170,296169,296916,297547,299259,302583,305182,307561,308904,311000,313664,316827,320243,323714,326978,330180,333131,333837,336588,339726,344617,347563,349956,351976,354185,356302,357875,360267,363025,366347,367610,368716,370541,373473,375932,376752,377263,379637,383187,385650,387179,389250,392487,395201,396504,397552,399257,403343,407473,410853,412630,414367,415698,416654,417367,418164,419036,420612,422313,422898,422313,420630,420773,422751,425275,426702,426728,427463,429124,430136,431152,430888,431444,431788,433426,434244,435004,436651,439959,443085,443546,444332,446098,449507,453229,456385,456145,454972,454554,457283,459883,463237,468047,473063,477211,481255,485178,490207,497299,505568,513582,519277,524991,530522
78727,163525,163110,162033,160704,160241,160480,161859,162798,164519,164770,165425,165355,165746,166368,168089,170675,171971,172881,172201,172207,171282,171908,172188,173165,173728,173473,173750,172403,171371,169179,167340,165926,164696,164646,164451,164887,164695,165245,164678,164541,164648,166165,167465,168261,168484,168492,168632,168821,169791,170937,172469,173564,174402,173984,173898,174378,176216,178057,179628,180510,180705,180604,180501,181163,181543,182310,182732,183217,182881,182614,182534,182732,183172,183332,183682,183510,183564,183787,184167,184486,184566,184524,184285,183952,183638,183663,183880,184079,184162,183630,183078,182312,182004,181681,181619,181735,182264,182789,183124,183514,183731,184262,185190,186720,188197,189235,189797,190233,190221,190374,190669,190976,191695,192480,192706,192057,190968,190593,190561,190875,191287,191860,192171,192371,192246,192559,193205,194192,195448,196377,197625,198339,199419,199977,200541,201209,202118,202979,203695,204519,205309,206226,207174,208323,208779,208877,209241,209682,209897,209454,209357,209143,209256,208855,207631,206486,205840,205792,205224,204422,203965,204021,203861,204118,204079,204586,205546,206369,206376,206220,206280,206707,207283,207434,207407,206204,205289,204503,203885,203004,202452,201986,201724,201219,199894,198781,197922,198795,199172,199133,198737,198812,199575,200248,201071,201775,202977,204484,205978,206728,207793,208878,209951,211637,213345,215979,218423,221606,224844,227676,230407,232804,235490,238434,242088,244648,247100,248460,250245,251738,253529,255646,257121,259209,261413,264184,266260,268208,269278,270951,272508,274451,276250,278106,280954,283694,285674,286464,287346,289587,293253,296273,298701,300200,301820,303179,305082,306237,307931,310012,312748,314402,314943,316135,318380,321325,323929,326252,327520,328690,330299,332507,335375,338156,340713,342207,343526,344265,345538,347289,349496,352524,354057,356383,356831,358221,359524,362510,363788,365275,366641,369780,372638,375219,378010,379656,381895,384881,389196,392360,395444,398606,402482,405740,409685,413994,419431,425891,433404,440547,447478,455503,465510
78731,402793,397388,392981,386053,381268,380755,380994,380825,379365,378522,381600,386169,389425,391277,392102,392379,390802,383895,378067,375545,378876,381326,378232,373257,371127,375718,381583,385432,387931,389618,388249,383902,374944,369289,366327,364594,362051,356516,355173,356969,362426,371211,381995,391580,399768,403934,407562,412239,417298,422331,424820,427620,429371,429365,428082,428364,430274,434824,437505,439342,438620,440088,440859,442301,443081,443922,443028,441460,439861,438154,436769,435181,434749,432929,431965,429962,427099,424331,422870,422696,422237,421233,421201,421119,421453,420873,420122,418665,418259,417139,416462,415356,415215,415393,415294,415270,415522,417674,420175,423646,426616,430127,433254,435477,437260,439308,441875,444826,447022,449077,450742,452767,454286,455853,457393,459559,462105,464032,465760,467346,469756,471630,473758,475954,478643,481026,483099,486037,489235,492945,495437,497818,499982,502067,503021,503451,504450,506802,508761,510523,511379,512271,514674,515739,516443,515835,516718,517438,517839,517074,517437,516026,514906,512663,508702,505998,502916,501847,498999,495847,491983,488395,485010,483739,482463,482358,483480,484725,485424,484654,485294,485334,486816,486600,486523,484146,482584,481288,479570,477593,476271,475423,474338,473824,473034,473709,474005,476298,477980,479224,481066,482161,483912,485579,488093,491255,494069,498340,502717,507514,511391,514338,515717,520119,524985,532043,538153,545610,552798,557062,560286,561591,564652,568670,575062,579360,583667,586215,590072,593429,598241,604394,610006,617416,624202,631571,636236,639606,641774,644211,645934,646930,646764,647519,650683,654342,657634,658703,659894,663551,670078,676452,681498,684071,686510,688289,689849,688854,688649,691358,696812,700212,699620,699365,700326,703885,706627,709209,711030,711710,713138,715089,719939,724774,727877,728632,730319,732709,737378,742118,746299,751943,753821,755993,753147,754907,759399,767405,769513,770166,769237,771636,773721,776970,781130,782223,782078,779764,781653,784360,792111,799520,808407,815560,824599,833419,844428,858932,877921,898063,915545,932878,950909
78705,NA,NA,NA,NA,NA,NA,NA,156204,155800,154537,152532,150540,149283,147841,146212,144659,143260,142133,140872,140761,140967,143322,146409,150286,153195,157271,162571,168752,174354,179245,184778,188124,189677,188589,187544,186404,186989,186802,186495,184822,185341,186862,188447,190292,193096,195595,196785,197364,197601,198692,198443,199895,200126,201237,201778,204166,206268,208587,209147,209944,209839,210340,212412,212947,213159,210522,209646,208149,206856,205822,205931,206386,206760,205538,203719,202361,202383,204686,206618,208370,209856,210992,211895,211947,211690,211975,211982,212475,211632,210929,210312,210199,209704,208711,207971,207536,208481,209752,211811,212477,213289,213019,212812,212894,213327,214529,215282,216558,216871,217586,217783,219072,220188,220871,221095,220321,220436,220162,220627,220660,220914,220798,220892,220524,220659,221596,223350,225306,226783,228173,229335,230256,231320,232140,232562,233059,233821,235068,235713,236795,238179,240028,241713,242713,243058,242881,243331,244036,244311,243511,243100,242756,241121,238601,234667,232629,231004,230403,228946,227279,225567,224643,223355,221601,219699,218710,219722,220305,220406,219844,219424,218848,218485,217749,216959,216093,216552,217017,216839,215757,214646,213668,213110,212858,212452,212162,212126,212728,213054,213072,213263,213344,214224,215075,216262,217238,218478,219918,221218,222668,223369,223964,223510,225087,226794,229491,231390,234062,236509,238691,240801,241870,243670,245413,248838,250633,252146,252847,254600,256322,258119,259640,260636,262452,264529,267331,269261,270943,272376,274086,275289,275791,276524,278084,280869,283642,285516,286463,287168,289033,291597,293503,295007,296300,297760,298775,299660,299696,300258,301441,303777,305210,305247,305686,306891,309031,310494,311356,311792,312416,313805,315322,316775,318010,319309,320408,321286,321582,322331,324233,326134,328477,328935,329432,328600,328959,330216,331774,331757,331284,330969,331022,331039,330968,332192,332889,334286,335272,337237,337223,338321,339250,342032,343891,346152,348573,351099,354376,358167,362205,365496,370751,376447
78728,146344,146085,146090,146074,146209,146423,146525,146770,146868,147149,147341,147657,147957,148676,149157,149719,149889,149974,149966,149988,150249,150555,150872,151042,151042,150555,150207,149498,149289,149118,149444,149509,149592,149295,149265,149258,149703,150537,151511,152726,153749,154825,155936,156952,157971,158903,159847,160810,161607,162405,163052,163728,164226,164753,164897,165436,165967,166942,167751,168647,169176,169551,169718,170084,170633,171152,171634,172001,172179,172297,172359,172486,172984,173180,173389,173157,172950,173025,173169,173373,173648,173900,174035,173828,173430,173276,173348,173716,174136,173911,173779,173136,172708,172052,171843,171744,172003,172445,173080,173196,173019,173103,173385,174035,174591,175364,175808,176241,176185,176068,175699,175629,175800,175989,176167,176202,175915,175435,175127,175155,175550,176148,176748,177261,177462,177783,177793,178143,179112,180533,181950,183096,184207,184921,185309,186145,187382,189018,190828,192436,193534,194271,195205,196016,196473,196624,197271,197460,197394,196656,196217,195859,195681,195092,193476,192085,191256,190990,190386,189676,189263,189162,188962,188669,188314,188388,189552,190488,190602,190546,190638,191084,191321,191205,190804,189943,189399,189006,188479,187859,187401,186773,185995,185124,184049,183182,182551,183113,183293,183042,182109,181423,181495,181840,182617,183030,183818,184727,185657,186096,186721,187530,188320,189641,190783,192483,194000,196494,198903,201036,202848,203960,205265,206837,209662,211931,214145,215803,217734,219562,221375,223508,225302,227642,229909,232346,234196,235798,237272,238674,239762,240165,240907,241863,243871,246208,248433,249928,250941,252813,255254,257806,260090,262134,264102,265758,267659,268727,269940,271671,274143,275833,276437,277164,278298,280234,281200,282324,282648,283812,285228,286561,288137,289365,290942,291623,292929,293766,295866,297875,299963,301707,302121,303598,303765,305494,306896,309609,310417,310999,311603,313587,315920,318076,320674,322379,324621,326972,330535,333553,336330,339153,342198,345389,348896,353116,358255,364246,371148,377946,384639,392142,401768
78746,531584,532034,534042,540132,547542,556776,563742,568089,573078,581102,588237,592976,593649,599582,606428,608535,606107,597610,593108,589810,588569,580774,575864,572661,579348,585734,591318,600070,611965,627731,637743,649934,654243,663676,670798,680258,680041,671007,659536,644986,630789,619266,619359,622697,630221,633419,632934,632303,633131,638317,645465,653581,662667,668872,667521,666178,665400,670550,674398,675798,675330,674642,674326,674817,674613,675193,675393,673054,668192,660963,655452,653257,654307,654783,653246,652774,650606,647439,641547,635945,632162,629963,631041,629870,627290,625480,625688,622611,620835,618429,621724,624709,627803,629307,629454,630878,634002,638031,642653,648291,653507,658832,663357,668399,673183,677638,680537,682367,682797,683426,684410,687773,691475,695951,698850,700777,703187,706271,710274,714782,719107,723556,726278,726983,727686,729040,730497,732577,734332,735992,738053,739871,742902,744028,744854,746631,748042,749974,751877,755529,759363,762761,766138,767421,767980,768133,769833,770860,771320,770998,770961,769337,766624,763567,757864,754895,751665,751216,747042,743244,739879,737921,735970,733873,731649,729853,730674,731583,731519,729759,731164,731929,733873,731782,729601,726159,725120,725954,725907,724698,724142,723431,722102,720728,719855,722627,725962,731295,735212,737648,740443,742006,744440,748342,753594,759336,763588,767527,770567,775635,779054,782403,782545,788713,795970,805388,814463,825595,835799,843604,851816,856500,863733,871083,884066,892683,901553,906791,913121,917901,926148,936001,943130,953362,962784,974521,982050,987942,990960,994006,995048,996713,996323,998729,1005108,1011498,1016036,1016141,1016353,1020743,1028722,1036045,1042448,1045907,1050703,1051841,1054420,1052317,1052737,1055553,1062274,1065562,1063807,1064966,1069361,1077502,1082011,1085333,1085348,1082979,1082527,1084593,1091196,1098224,1104059,1106366,1106317,1104169,1106828,1112478,1119000,1129457,1133844,1140155,1138411,1144610,1152882,1165218,1169624,1173714,1175772,1183250,1190498,1197118,1204694,1203723,1204394,1198568,1202087,1203689,1213150,1221483,1232726,1241321,1252558,1265248,1282398,1307633,1337942,1372934,1403382,1438146,1475732
78703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539197,545791,548089,553378,556983,563686,570788,575799,581638,587578,593983,596477,600705,603412,610086,616191,622954,623981,623374,623315,622794,621526,620232,621265,620175,615245,609284,603819,599397,593776,589338,587304,584767,580417,572650,566841,559286,551883,543103,539044,536302,537036,534985,533027,526423,523050,522385,526042,530366,535367,539305,541286,543218,546424,554419,562903,572159,576968,579875,580843,583167,586295,590110,592761,594064,593884,592630,591995,594209,597636,601440,604350,607146,609856,613170,616675,620723,624078,626683,628404,628304,629668,632459,636745,639664,642514,644306,648363,651723,655591,657834,658328,660212,661839,664463,664517,666217,669723,675080,678715,679688,679341,678566,680340,681005,680561,676040,673168,672236,668171,662558,652104,647588,644674,644427,641587,637984,634842,634882,634538,630624,626047,622642,625927,626860,625247,621856,619579,618225,618277,616567,614969,611857,611353,611463,610186,608674,609232,610102,610860,610558,609117,608699,609345,613597,617557,619237,620893,621075,621732,622977,626640,631644,637388,642495,646835,651245,654293,658806,660607,667839,674390,682497,687994,696161,704256,712181,719852,724735,731318,736860,746172,751676,759322,764975,773274,778303,783311,788926,792112,800299,807772,818919,826295,832496,834866,838995,841420,845711,850174,856537,867732,877730,885718,889139,892273,897804,906641,912519,917654,919978,923213,924887,926217,921874,920373,920149,925913,929849,931022,933745,937828,944088,947123,947937,945946,942538,941117,943132,949297,954490,956961,956978,957684,958364,962837,969992,978487,992392,998506,1004919,1001127,1007041,1015216,1027863,1029178,1028817,1026649,1030183,1033221,1035063,1040674,1042120,1045536,1040669,1042830,1044739,1056058,1066019,1077339,1085909,1096270,1106735,1119271,1136032,1157540,1183260,1204923,1227297,1250263
78750,237292,237283,238698,242157,244996,249317,252475,256922,259029,260826,262908,265238,267674,270775,271833,269351,267380,262025,258431,252511,251599,251468,251562,252100,252352,252820,252940,254990,256742,260352,263167,265682,264456,262457,258991,254010,249311,246186,246898,248675,250376,250424,250769,251902,254588,256685,259402,262172,263733,264522,264950,264861,264504,264430,264372,264753,264616,265076,265675,266928,268550,269611,269332,269294,269282,269126,268783,268300,268249,268341,267825,267146,266137,265620,265514,265841,266697,267960,269346,270235,270428,270062,270088,269889,269813,269506,269624,269194,268239,266570,264940,263649,263063,262975,263219,264094,265276,266369,267255,268121,268946,269810,270474,271625,272522,273257,273438,273262,272923,272859,273002,273507,274184,275121,276485,277309,278471,279265,280720,281901,283279,284591,285902,286931,287947,288791,289765,291229,292264,293627,294593,295816,296872,297462,298008,298667,299382,300899,301984,302859,303384,304084,305241,306432,307549,308610,309291,309968,310493,310082,309904,309344,310028,310058,308790,307287,305958,305387,304438,303040,301947,301434,301375,302053,301809,301974,302673,303746,303967,304041,304104,304546,304939,305356,304905,303498,302327,301589,301199,300093,299401,298222,297565,297275,296856,295988,295592,295756,296518,296573,296678,296902,297592,298697,300108,301253,302675,304483,306110,308381,309969,311779,312491,314441,317098,320233,323422,327075,330815,334265,337520,339724,342048,344977,349681,353765,356981,359980,362962,365761,368066,370699,373431,376454,379176,381417,383529,385316,387178,388657,390141,391762,394049,396210,398886,401577,405088,408208,410540,413435,416964,420519,423462,425604,427507,429638,432313,434656,436370,438111,440393,442069,442600,443505,445086,447525,449351,450510,450458,450684,451495,453421,455900,458029,459566,459971,460689,460857,461738,463149,465161,467223,467915,468975,468396,469208,470688,474419,476526,478991,481511,485484,489030,492088,494719,495754,496723,498336,501744,505228,510787,516258,522025,526084,530858,536290,542996,550919,560039,568387,575474,581979,588046
78702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265094,266561,268395,268316,266954,263900,261785,261355,261922,263348,264918,265922,267415,266236,266037,269199,273598,278242,281167,281637,278952,274262,270153,267527,264188,261834,255310,250396,245722,243997,242295,240071,239638,240467,240358,240020,238850,239727,239216,235561,233303,231866,232168,233119,235224,235809,235464,232926,233017,231041,232442,230964,228479,225440,223986,224164,223352,223405,223743,224217,222108,220673,219284,222986,227061,230242,231376,230461,228437,227378,227219,228488,229798,230863,231467,230213,229125,229938,231314,233876,236473,238202,239355,239986,241371,243238,245001,246506,247612,247264,247094,247100,249230,251931,253651,254260,254206,254237,254402,254813,255488,255583,254286,251932,248585,244938,242129,239805,239013,238409,237364,235850,234081,232933,233047,233885,234680,235834,236885,238895,239070,237941,236522,235332,234933,235220,235289,234095,232567,229438,227211,224518,223884,224227,224028,223903,222740,221601,220630,220839,221299,222710,224029,225464,226038,226498,228648,231346,234624,237568,239476,241402,243194,245641,247125,248415,250932,253509,256329,259068,263748,268122,274022,279634,285893,290909,296137,301480,305414,310858,315898,321948,325533,329960,333711,337441,340844,345900,351594,357590,362526,365633,367826,368932,370828,373071,376141,380167,384939,388599,391566,392962,396428,399824,403871,406701,409464,410556,410959,410235,409254,409124,410116,413240,415721,417353,417714,419001,421359,423863,425216,426676,427260,428695,430032,431854,432640,434075,435802,438334,438977,442055,447190,453492,458738,460635,462642,462605,464880,467280,471888,473521,475992,476842,478591,478577,478865,480767,482061,484367,486574,490889,494114,497883,500868,504663,508316,513300,519412,526409,534564,543580,552538,560427,568986,579591
78757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299622,302029,302969,304186,303845,301981,298555,293426,289347,287288,286733,286301,287207,284580,280762,275273,272092,271080,271948,275296,277688,278099,276078,273007,268954,267329,267506,268958,269725,270352,270882,271638,270966,268833,265769,263797,261614,260056,258573,260373,262263,261680,260067,255125,251636,248663,249398,251001,251037,249728,248385,246105,244044,245088,246583,248867,249855,251897,252590,252045,253133,254799,253603,251231,249662,248446,248328,248516,250443,251797,252681,253422,253424,253896,256061,258946,260904,262292,262841,264212,264958,265810,266560,267560,268812,269184,270152,271154,273170,274369,275727,276337,276879,277404,278267,279176,279719,280598,281819,283009,283983,285144,286593,289006,291393,293938,295327,296332,297087,298402,299431,300192,299409,298577,297682,296271,294681,291657,289833,289129,289429,288945,287298,285916,285959,286435,286639,286220,285701,286630,287429,287410,286892,286144,285273,284578,283459,282699,281359,280445,279929,278971,278008,277157,275983,275657,275979,276796,277415,277513,278223,279600,280889,282228,282968,284073,285841,287663,289601,290924,292937,295142,297926,299375,300922,301872,304970,307962,311974,315865,321024,326053,330385,334559,337592,341171,344654,350183,354483,359725,363138,366888,369478,372695,376314,378839,381805,385780,390364,393912,396375,396402,397367,398086,400006,402064,404353,408856,414090,418383,420429,421330,423367,428349,432937,437260,439580,441080,442393,443296,443915,444652,447590,451538,454848,455715,456831,458023,460712,462862,464185,464801,463995,464795,465567,467959,469976,471389,471806,472135,472123,473604,476535,479151,482373,482770,482987,481059,481437,483542,487030,488836,490827,492698,495096,496847,498638,500472,502161,504316,506405,510160,514018,518952,523085,527440,532014,538132,544940,553623,563362,574440,585491,595521,606138,618163
