,Dem: Median Age,Dem: % <18,Dem: Pop,Div: % NH White,Div: % NH Black,Div: % NH Asian,Div: Max % One Race,Comp: % Married,Hsg: % Paying >20% Income on Housing,Hsg: % Paying >30% Income on Housing,Hsg: Median House Costs,Inc: Gini Index,Mob: % From Out of State (1y),Occ: % in Labor Force,Occ: % in mgmt/bus/science/arts,Occ: % in serv/construct/prod,Trns: % w/ 3+ Vehicles,Trns: % Public Trans to Work,Y: % built pre-1970,Y: % built pre-1940,res_permit_per_cap,runaway_child_crime_per_cap
306,42.0,0.27967756155929213,15879.0,0.7811575036211348,0.014925373134328358,0.030354556332262736,0.7811575036211348,0.7022725408154894,0.6763990267639902,0.31143552311435524,2305.0,0.3553,0.025584193527958963,0.6805835010060363,1.2272188322392203,1.1820613667254691,0.38778390863595535,0.0,0.03361188486536676,0.0022284122562674096,0.001322501416965804,0.0
307,32.1,0.26739524673093445,20954.0,0.2916388279087525,0.05898635105469123,0.021761954758041425,0.5959244058413669,0.47790396247376865,0.6597462514417531,0.3402537485582468,1329.0,0.3233,0.028488372093023257,0.6964965965153312,1.387267314059935,2.13614736080581,0.40087435848697967,0.003991636570994108,0.045987376014427414,0.00916741809437932,0.09611530018134962,0.0007158537749355732
308,36.7,0.2225455904733933,37453.0,0.6464101674098203,0.030892051371051717,0.094918965102929,0.6464101674098203,0.5212678869642097,0.6062435322525008,0.3111417730251811,1518.0,0.3562,0.0399391403575504,0.7762165409518724,1.2333877995642701,1.8511619462599855,0.23508287292817678,0.006489621208634418,0.01793094677942392,0.006549246518725758,0.032547459482551465,0.0006675032707660267
309,37.0,0.1929839145434141,24059.0,0.7051830915665656,0.013175942474749574,0.03171370381146348,0.7051830915665656,0.45927749585489624,0.7929069031032299,0.5096052353810429,1238.0,0.475,0.04359925788497217,0.7497466558573166,1.405030672048528,1.6131901210918793,0.1679454390451833,0.04311692001704787,0.6666666666666666,0.007420988301030208,0.0856228438422212,0.0010806766698532773
310,29.3,0.3027543772712256,48432.0,0.15890320449289727,0.06553518334985134,0.008775189957053188,0.7564213742979848,0.37178516337119616,0.7736089841755998,0.49604389994895354,1068.0,0.4002,0.028333472838369466,0.7273528074562401,1.6037414335988145,2.723837747731061,0.3598532232507714,0.04077888504357253,0.0643869782095038,0.0019690207403517982,0.060559134456557646,0.003757846052196895
311,33.9,0.21045134508160027,49142.0,0.5133694192340564,0.059378942655976555,0.045622888771315775,0.5133694192340564,0.45594996786473524,0.7623348611485575,0.46643300080884337,1425.0,0.3807,0.022421061332451645,0.7575476196451427,1.2794543402522205,2.3520290495117524,0.29625117477113716,0.03025560772039645,0.025386933646626142,0.001736731879246054,0.03945708355378291,0.0010988563754018965
312,36.0,0.14360749671720185,8377.0,0.7494329712307508,0.03855795630894115,0.04560105049540408,0.7494329712307508,0.3814447014011699,0.7003626473254759,0.3844061650045331,1404.0,0.4534,0.02892360263607518,0.795591456736035,1.1462191073404648,2.0900590188122465,0.17227117424923574,0.04638619201725998,0.513356311934511,0.07776820336062042,0.07532529545183239,0.0004774979109466396
313,32.7,0.31774085102295646,20822.0,0.24752665450004802,0.23379118240322735,0.016088752281240994,0.46940735760253577,0.47008093405864404,0.5918003565062389,0.4233511586452763,1261.0,0.3595,0.010853764899699584,0.731192970598175,1.3426108374384236,2.7606458675424195,0.4143160448892933,0.009200283085633405,0.10390364243215788,0.028007546074590044,0.029536067620785707,9.605225242531937e-05
314,34.1,0.19277026567914657,29434.0,0.5908473194265136,0.052490317320106,0.091187062580689,0.5908473194265136,0.4314377154111275,0.7088660366870484,0.42940522512506946,1268.0,0.3804,0.059168737917702295,0.7820062047569803,1.3281795394382365,2.308759106988076,0.20829437324679612,0.019468734532255404,0.025887356996186564,0.008286887650337343,0.012230753550315962,0.0005435890466807093
315,33.4,0.17824618410363846,23389.0,0.39031168498011887,0.14707768609175254,0.020052161272393006,0.420454059600667,0.2722241965781591,0.6573838007452442,0.3808589919592077,1210.0,0.4948,0.044785807009952404,0.7178582387235348,1.4313917841814838,2.079681177191907,0.23038874719839245,0.052800980918078014,0.4840204692478517,0.16520227865211934,0.10445081020992775,0.0019667365000641326
316,35.3,0.16658966720300775,62771.0,0.4991317646683978,0.04780870147042424,0.024931895301970656,0.4991317646683978,0.35920364433946345,0.7263654385125435,0.4728963018661563,1289.0,0.4056,0.026693679092382495,0.7617205194020836,1.3690710673409636,2.346606334841629,0.24141519250780438,0.04772555853208146,0.17022417676713505,0.00328935607279488,0.036672985932994534,0.0012107501871883512
317,32.6,0.3320470092966146,22804.0,0.25131555867391686,0.24921066479564988,0.02118049465006139,0.4388703736186634,0.48505208654379584,0.5810055865921788,0.3659217877094972,1300.0,0.3643,0.013611172688982487,0.7222117735565168,1.3341897643517078,2.6981988996159036,0.40833019932305376,0.008931929296728093,0.07850639926111624,0.015173505739543475,0.05446412910015787,8.770391159445712e-05
318,34.4,0.18840184206037863,29315.0,0.6133037694013304,0.05648985161180283,0.09073852976292,0.6133037694013304,0.46220372863378617,0.6969823390349047,0.4046725073007927,1339.0,0.3722,0.059027777777777776,0.7750442259431439,1.306756026375527,2.133628796886823,0.1921302728838993,0.016003556345854635,0.019980900609711305,0.007566296922059796,0.016237421115469896,0.0005799078969810677
319,44.4,0.21763085399449036,1815.0,0.1140495867768595,0.03305785123966942,0.0,0.8303030303030303,0.43018617021276595,0.6972477064220184,0.5229357798165137,927.0,0.3561,0.0,0.6352074966532798,1.6806262969251085,3.549330315034899,0.49333333333333335,0.0,0.25147347740667975,0.005893909626719057,0.0011019283746556473,0.0
320,33.8,0.23315687465648413,34569.0,0.38650235760363333,0.18907113309612658,0.02470421475888802,0.38650235760363333,0.39892014985675456,0.7803094233473981,0.5684950773558368,1149.0,0.4912,0.037229819144243496,0.7394839428253203,1.701891296364304,2.172114089851879,0.21009395973154363,0.059353869271224644,0.4102173612072546,0.014052332825695695,0.07121987908241488,0.010298244091527091
321,29.4,0.2979027548040597,48969.0,0.1551389654679491,0.07245400151116012,0.011537911740080458,0.7530070044313749,0.3790720631786772,0.7952687639336141,0.523532325984642,1118.0,0.4005,0.03402940505567883,0.7240276889716716,1.626161369193154,2.539538945162417,0.35772057314119143,0.03805887424559675,0.05404206791687785,0.002470856563608718,0.06412219975903122,0.0027772672507096327
322,34.6,0.22244445751710884,50997.0,0.4982449948036159,0.06121928740906328,0.046492930956722946,0.4982449948036159,0.4580429732868757,0.7630789302022178,0.4794520547945205,1492.0,0.3714,0.020526284384509815,0.7619479659645423,1.3076831983326227,2.2490171000900006,0.28862808038251914,0.026950307240181673,0.027249839561633016,0.002270819963469418,0.04439476831970508,0.0006274878914445948
