,Dem: Median Age,Dem: % <18,Dem: Pop,Div: % NH White,Div: % NH Black,Div: % NH Asian,Div: Max % One Race,Div: % Born in US,Comp: % Married,Hsg: % Paying >20% Income on Housing,Hsg: % Paying >30% Income on Housing,Hsg: % Paying >40% Income on Housing,Hsg: Median House Costs,Inc: Income >40K,Inc: PC Income,Inc: Gini Index,Mob: % Same House (1y),Mob: % From Out of State (1y),Occ: % in Labor Force,Occ: % in mgmt/bus/science/arts,Occ: % in serv/construct/prod,Trns: % w/ 3+ Vehicles,Trns: % Walk/Bike to Work,Trns: % Public Trans to Work,Hsg: % Owner Occupied,Unt: % w/ 50+,Y: % built pre-1970,Y: % built pre-1940,com_permit_per_cap,res_permit_per_cap,assault_crime_per_cap,criminal_activity_crime_per_cap,identity_theft_crime_per_cap,runaway_child_crime_per_cap,Dem: Pop Density
113,32.2,0.22387916566770558,41710,0.5732678014864541,0.04097338767681611,0.03375689283145528,0.5732678014864541,0.8969791416926397,0.4503413475808845,0.7716049382716049,0.43117283950617286,0.20478395061728394,1321.0,0.7578530793964877,31940.0,0.3916,0.7993603359457018,0.02080128909397202,0.7821042162683464,1.3134578606795735,2.1166330460297083,0.2786156062018131,0.014898840260729705,0.011851350207398628,0.5993074449666089,0.033070495468989054,0.046133929622219606,0.007767447334353301,0.01352193718532726,0.05953008870774395,0.00549029009829777,0.023471589546871254,0.0012946535602972908,0.0019180052745145048,2432.7320823341597
114,34.8,0.14116923076923077,8125,0.8023384615384616,0.04344615384615385,0.03876923076923077,0.8023384615384616,0.9302153846153847,0.38379290939786154,0.7117008443908324,0.39324487334137515,0.15520707679935666,1116.0,0.7002596176540005,43422.0,0.4465,0.704832063928081,0.05893369958796354,0.7585082246171299,1.2402141259910102,1.514918799268177,0.14036144578313253,0.09831460674157304,0.046348314606741575,0.41302808590984186,0.12101626922219746,0.6064185424559839,0.11990193893470025,0.03766153846153846,0.08369230769230769,0.0048,0.023015384615384615,0.0011076923076923078,0.0003692307692307692,3519.8870585222458
115,32.3,0.23343338720849688,21655,0.2724543985222812,0.14126067882706073,0.011313784345416763,0.5560840452551373,0.8354190718078965,0.26366135868942603,0.7566232599910193,0.5300853165693759,0.30309833857207,862.0,0.44777750789409765,19715.0,0.4708,0.8066563973299724,0.022219110302011857,0.6648858951280413,1.6613076098606645,2.3979865258000306,0.18308587479935795,0.08215494921330413,0.07289384584744076,0.4590721399076998,0.09854298743187632,0.5607830052274497,0.21699477255032812,0.029969983837450934,0.07956592011082891,0.018656199492034172,0.053382590625721545,0.001708612329716001,0.00309397367813438,3148.0911437464856
116,35.3,0.19142097673691344,57559,0.5151757327264198,0.04280824892718776,0.013794541253322678,0.5151757327264198,0.8606473357772025,0.388745054990576,0.7623814541622761,0.4823122083396056,0.22647900045160319,1076.0,0.6325075380979546,27260.0,0.3935,0.7591044303240455,0.04268389277102072,0.759842354618255,1.4267908965938598,2.415518558118222,0.1980313749615503,0.029109536517284745,0.04389435906874022,0.45864232743867656,0.06337379013673375,0.17952066369642034,0.0059148870794284835,0.012352542608453934,0.033496064907312495,0.009451171841067427,0.033791414027345854,0.0012161434354314702,0.0021195642731805624,3261.465039565761
117,37.8,0.2534768954688201,8916,0.8423059668012561,0.0032525796321220277,0.05383580080753701,0.8423059668012561,0.9192462987886945,0.5636701443475776,0.6956155143338955,0.3912310286677909,0.16694772344013492,1983.0,0.8523583589171085,73526.0,0.5028,0.8474862220222698,0.020020245191766955,0.7665940450254176,1.381629390225034,1.0206123536591656,0.30864197530864196,0.012544802867383513,0.009557945041816009,0.6689924644152945,0.11263593992749871,0.017866390471258417,0.0,0.03667563930013459,0.07043517272319426,0.00123373710183939,0.005383580080753701,0.00033647375504710633,0.00011215791834903544,482.76643148670075
118,41.0,0.3128232189973615,9475,0.7830079155672823,0.0,0.09910290237467019,0.7830079155672823,0.8778891820580474,0.6602850754611514,0.5106382978723404,0.3333333333333333,0.1773049645390071,2424.0,0.8075933075933076,62990.0,0.5185,0.8549333333333333,0.0304,0.6498385676548283,1.6000125250501003,2.0253945390781563,0.4159166271909048,0.013263855992420654,0.0,0.9092664092664092,0.0,0.11038557213930349,0.021144278606965175,0.0008443271767810027,0.015936675461741424,0.0,0.00042216358839050134,0.0,0.0,586.2946672666465
119,29.3,0.10352438590245638,14045,0.7428978284086863,0.013812744749021003,0.05674617301530794,0.7428978284086863,0.8995372018511926,0.22761748377511926,0.7603545253110618,0.511845917845577,0.30663030509630135,991.0,0.48487638085218304,33636.0,0.5153,0.6032032320900368,0.08635740567058654,0.8010537076354486,1.3562334304323633,2.391385461329493,0.14161913119789382,0.12615182097411146,0.12966213251426065,0.22843240399789586,0.12440550688360451,0.5438047559449312,0.13591989987484354,0.018227127091491633,0.06550373798504806,0.08479886080455679,0.030402278390886436,0.0012103951584193663,0.00790316838732645,4014.306784795485
120,33.8,0.03871513102282333,5915,0.7073541842772612,0.05224006762468301,0.07658495350803043,0.7073541842772612,0.8745562130177514,0.2834934497816594,0.5828274067649609,0.38941890719861233,0.21552471812662619,1714.0,0.7374899652127375,89670.0,0.535,0.6419354838709678,0.07928692699490662,0.7640764778109104,1.14170841022937,0.8489058792512523,0.05007587253414264,0.22035573122529645,0.0291501976284585,0.3829274819373829,0.7694849368318756,0.2606413994169096,0.06355685131195335,0.35976331360946745,0.01048182586644125,0.13626373626373625,0.14268808114961962,0.006593406593406593,0.0005071851225697379,2577.0186906519903
121,35.6,0.231335436382755,17118,0.7391634536744947,0.01069050122677883,0.07646921369318846,0.7391634536744947,0.8785488958990536,0.5153549492929581,0.6825918184532697,0.4550612123021798,0.19468498059122127,1409.0,0.7476203807390818,51690.0,0.4963,0.7832351015062213,0.04673453592903495,0.6752280189711785,1.276211333150835,1.5469477142075008,0.166195856873823,0.015301318267419962,0.0031779661016949155,0.5312150055991042,0.11276268580215275,0.030753459764223477,0.0020502306509482316,0.018752190676480898,0.034758733496903844,0.002103049421661409,0.011041009463722398,0.0009346886318495151,0.00046734431592475756,674.4919803376955
122,30.2,0.23154344159730156,18381,0.25025841901963986,0.11958000108808008,0.026821174038409227,0.5904466568739459,0.6476796692236548,0.3381041277743207,0.7448011674571324,0.5363006202116016,0.28091937249179133,836.0,0.43573494971759197,18845.0,0.4502,0.6953112056110896,0.03611862815485724,0.7608286252354048,1.8738450604122245,2.3774875621890548,0.15435970058668824,0.03498483316481294,0.06764408493427705,0.24479955916792948,0.11878968995143818,0.33009587847092514,0.016187274312040843,0.01751808933137479,0.018225341385125944,0.017844513356183016,0.05837549643653773,0.0013601001033676078,0.0032098362439475546,4365.932593928751
