year,1 year,5 years,zipcode,Dem: Median Age,Dem: % <18,Dem: Pop,Dem: Pop Density,Div: % NH White,Div: % Black,Div: % Latino,Div: Diversity  Score,Div: % Born in US,Ed: % Less than HS,Ed: % w/ Grad,Comp: % Married,Comp: % Fam HHs,Hsg: % Paying >20% Income on Housing,Hsg: % Paying >30% Income on Housing,Hsg: % Paying >40% Income on Housing,Hsg: Median House Costs,Inc: Income >40K,Inc: Income >60K,Inc: Income >100K,Inc: PC Income,Inc: Gini Index,Mob: % Same House (1y),Mob: % From Out of State (1y),Occ: % in Labor Force,Occ: % in mgmt/bus/science/arts,Occ: % in serv/construct/prod,Trns: % w/ 3+ Vehicles,Trns: % Walk/Bike to Work,Trns: % Public Trans to Work,Hsg: % Owner Occupied,Hsg: % Renter Occupied,Unt: % w/ 1,Unt: % w/ 5+,Unt: % w/ 50+,Unt: % w/ 3+bdrm,Unt: % w/ 1bdrm,Y: % built pre-1970,Y: % built pre-1940,Y: median yr built,com_permit_per_cap,res_permit_per_cap,assault_crime_per_cap,criminal_activity_crime_per_cap,identity_theft_crime_per_cap,narcotics_crime_per_cap,public_intoxication_crime_per_cap,runaway_child_crime_per_cap,theft_crime_per_cap,warrent_arrest_crime_per_cap,1Y: Inc: Median Income Past 12m,1Y: Ed: % w/ BA,1Y: Hsg: Median Gross Rent,1Y: Hsg: Median House Val,5Y: Inc: Median Income Past 12m,5Y: Ed: % w/ BA,5Y: Hsg: Median Gross Rent,5Y: Hsg: Median House Val,1Y CHG: Inc: Median Income Past 12m,5Y CHG: Inc: Median Income Past 12m,1Y CHG > Median Inc: Median Income Past 12m,5Y CHG > Median Inc: Median Income Past 12m,1Y CHG > 75th Inc: Median Income Past 12m,5Y CHG > 75th Inc: Median Income Past 12m,1Y CHG: Ed: % w/ BA,5Y CHG: Ed: % w/ BA,1Y CHG > Median Ed: % w/ BA,5Y CHG > Median Ed: % w/ BA,1Y CHG > 75th Ed: % w/ BA,5Y CHG > 75th Ed: % w/ BA,1Y CHG: Hsg: Median Gross Rent,5Y CHG: Hsg: Median Gross Rent,1Y CHG > Median Hsg: Median Gross Rent,5Y CHG > Median Hsg: Median Gross Rent,1Y CHG > 75th Hsg: Median Gross Rent,5Y CHG > 75th Hsg: Median Gross Rent,1Y CHG: Hsg: Median House Val,5Y CHG: Hsg: Median House Val,1Y CHG > Median Hsg: Median House Val,5Y CHG > Median Hsg: Median House Val,1Y CHG > 75th Hsg: Median House Val,5Y CHG > 75th Hsg: Median House Val,Gentrified 1Y Median,Gentrified 1Y 75th,Gentrified 5Y Median,Gentrified 5Y 75th
2011,2012,2016,78736,43.4,0.1845734202,6599,224.1301806,0.8727079861,0.001515381118,0.8223973329,,0.8713441431,0.04475876768,0.1691532649,0.6320299946,0.6870397644,0.5013192612,0.2559366755,0.1715039578,1357,0.809646539,0.6748895434,0.3648748159,39409,0.3548,0.9047692072,0.02315595768,0.6981575145,1.375591487,2.263079994,0.3189504373,0.01895043732,0.03352769679,0.8604565538,0.1395434462,0.8761713521,0.04384203481,0.01305220884,0.8336680054,0.02710843373,0.07128514056,0.01840696118,1986,0.003030762237,0.03288377027,0.002424609789,0.01469919685,0.0007576905592,0.0004546143355,0.0003030762237,0.0003030762237,0.007879981815,0.0001515381118,38315,0.3229244577,1146,215500,41366,0.3724717175,1219,290200,-875,2176,FALSE,FALSE,FALSE,FALSE,0.01581343275,0.06536069252,TRUE,TRUE,TRUE,TRUE,123,196,TRUE,FALSE,TRUE,FALSE,2900,77600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,2013,2017,78736,44.4,0.1802368075,6841,232.3495326,0.8707791259,0.001900306973,0.828826195,,0.8994299079,0.04805534779,0.1725878833,0.5997602329,0.6671309192,0.5714285714,0.2201405152,0.1170960187,1386,0.7980501393,0.6605153203,0.3534122563,39407,0.3503,0.9054990417,0.02063983488,0.6922141119,1.321658986,2.237362637,0.2916547175,0.01147117866,0.03785488959,0.8513231198,0.1486768802,0.855530474,0.07029990326,0.02579812964,0.8074814576,0.02870041922,0.06449532409,0.004514672686,1987,0.004677678702,0.02908931443,0.002192661892,0.009209179944,0.0005847098377,0.0001461774594,0.0002923549189,0.0004385323783,0.00789358281,0.0004385323783,40358,0.3496218732,1236,228900,47207,0.3721935806,1425,313700,2043,8892,TRUE,TRUE,FALSE,TRUE,0.02669741544,0.04926912283,TRUE,TRUE,TRUE,FALSE,90,279,TRUE,TRUE,TRUE,FALSE,13400,98200,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
2013,2014,2018,78736,45.6,0.182906501,6599,224.1301806,0.8628580088,0.005000757691,0.8410365207,,0.8931656312,0.04576304053,0.1902268761,0.635407381,0.7219566017,0.64375,0.346875,0.178125,1471,0.8326590658,0.6906951085,0.3872747334,40537,0.3585,0.9377859103,0.003964623361,0.68,1.183893033,1.932216147,0.3038049941,0,0.02288941736,0.8823096727,0.1176903273,0.8794019934,0.07441860465,0.02491694352,0.803654485,0.02956810631,0.05946843854,0.004651162791,1987,0.005152295802,0.03151992726,0.001212304895,0.00742536748,0.0003030762237,0,0.0004546143355,0.001515381118,0.01136535839,0,40421,0.3267701628,1348,237000,48267,0.3797982839,1490,330000,63,7909,FALSE,TRUE,FALSE,FALSE,-0.02285171036,0.03017641073,FALSE,TRUE,FALSE,FALSE,112,254,TRUE,TRUE,TRUE,FALSE,8100,101100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2014,2015,2019,78736,44.7,0.1975817923,7030,238.7687786,0.8894736842,0.005120910384,0.8135135135,,0.9176386913,0.03634986747,0.1980310488,0.6012331278,0.7275008964,0.7547169811,0.4716981132,0.0781671159,1418,0.8160631051,0.7124417354,0.4302617426,46424,0.4241,0.8959269459,0.01246557472,0.6691729323,1.298397565,1.835258046,0.3783337916,0,0.01649711301,0.8669774113,0.1330225887,0.8756058158,0.08497576737,0.03554119548,0.7799676898,0.03392568659,0.03877221325,0.01066235864,1987,0.01621621622,0.02731152205,0.0009957325747,0.007965860597,0.001564722617,0.0001422475107,0.0005689900427,0,0.005974395448,0.000426742532,41077,0.3519533322,1373,266100,45657,0.3494809689,1577,344200,656,5236,FALSE,FALSE,FALSE,FALSE,0.02518316934,0.02271080604,TRUE,TRUE,TRUE,FALSE,25,229,FALSE,TRUE,FALSE,FALSE,29100,107200,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,2016,2020,78736,43.6,0.2071906574,7621,258.8416588,0.9128723265,0.004986222281,0.8147224774,,0.9274373442,0.02510164398,0.1864946084,0.5970290771,0.7062672176,0.8251748252,0.4428904429,0.1095571096,1467,0.8357438017,0.7413911846,0.4738292011,47296,0.4149,0.9077702252,0.01332800213,0.7104965227,1.368540757,1.822780204,0.3922330097,0.007763221737,0.008733624454,0.8522727273,0.1477272727,0.8525,0.091875,0.04625,0.7746875,0.0390625,0.0509375,0.0109375,1988,0.02151948563,0.02952368456,0.001968245637,0.008266631676,0.001443380134,0.0001312163758,0.0002624327516,0.0002624327516,0.007216900669,0.0003936491274,41366,0.3724717175,1219,290200,,,,,289,,FALSE,FALSE,FALSE,FALSE,0.02051838536,,TRUE,FALSE,TRUE,FALSE,-154,,FALSE,FALSE,FALSE,FALSE,24100,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2016,2017,2021,78736,42.9,0.2150672871,7951,270.0498661,0.8895736385,0.005911206138,0.8480694252,,0.9002641177,0.02519712033,0.1760370243,0.623275069,0.7140935082,0.7565789474,0.4166666667,0.08114035088,1404,0.8361923983,0.7295660949,0.4978136562,48586,0.4256,0.8724431457,0.01677042307,0.7236614853,1.325213758,1.769507441,0.3830175759,0.00889395667,0.007753705815,0.8466195762,0.1533804238,0.8490566038,0.09056603774,0.04874213836,0.7883647799,0.04937106918,0.07704402516,0.01163522013,1988,0.01873978116,0.03056219343,0.00150924412,0.009307005408,0.0002515406867,0.0005030813734,0.0005030813734,0.0006288517168,0.01081624953,0,47207,0.3721935806,1425,313700,,,,,5841,,TRUE,FALSE,TRUE,FALSE,-0.0002781369426,,FALSE,FALSE,FALSE,FALSE,206,,TRUE,FALSE,TRUE,FALSE,23500,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2018,2022,78736,42.9,0.2174655446,8199,278.4730036,0.9165751921,0.004512745457,0.8504695695,,0.9026710574,0.02827207717,0.1616497589,0.6266486811,0.7254383063,0.7186932849,0.3284936479,0.04174228675,1483,0.8706582865,0.7740654978,0.5332451207,50611,0.4087,0.8395728489,0.02798576163,0.7093520782,1.200465297,1.56688639,0.3836226079,0.01534356237,0.007115855014,0.8177307311,0.1822692689,0.835753176,0.1073805203,0.04476709014,0.7843315185,0.03599516031,0.07985480944,0.02238354507,1987,0.022197829,0.05537260642,0.001707525308,0.007561897792,0.001097694841,0.0002439321869,0.0003658982803,0.0002439321869,0.0092694231,0,48267,0.3797982839,1490,330000,,,,,1060,,FALSE,FALSE,FALSE,FALSE,0.007604703332,,TRUE,FALSE,FALSE,FALSE,65,,TRUE,FALSE,FALSE,FALSE,16300,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2018,2019,2023,78736,43,0.2095722339,9047,307.2746998,0.9279319111,0.003316016359,0.8421576213,,0.902509119,0.01972000602,0.1481258468,0.6086722327,0.7312385601,0.7033639144,0.3211009174,0.05810397554,1536,0.8676021965,0.7949969494,0.5591824283,52693,0.4365,0.8333703868,0.02845709204,0.675299628,1.251732752,1.483780687,0.4171715062,0.0212899186,0.008140262993,0.8004881025,0.1995118975,0.8196347032,0.1118721461,0.04623287671,0.7896689498,0.05251141553,0.0799086758,0.02054794521,1988,0.01160605726,0.04321874655,0.0009948049077,0.006742566597,0.001105338786,0.0006632032718,0.0009948049077,0.0002210677573,0.006189897203,0,45657,0.3494809689,1577,344200,,,,,-2610,,FALSE,FALSE,FALSE,FALSE,-0.03031731505,,FALSE,FALSE,FALSE,FALSE,87,,TRUE,FALSE,TRUE,FALSE,14200,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2011,2012,2016,78737,39.8,0.2742013164,12458,195.9630532,0.9163589661,0.01187991652,0.8985390913,,0.9345801894,0.02861498769,0.2366600211,0.7345855885,0.8556354916,0.7312661499,0.3979328165,0.1472868217,1993,0.8832134293,0.796882494,0.5839328537,45085,0.3628,0.8542022618,0.0202587259,0.6748949014,1.213633432,2.849339716,0.4185059423,0.005601765405,0.003564759803,0.9071942446,0.0928057554,0.9447866758,0.002281542323,0,0.9452429843,0.01117955738,0.04471822952,0.003194159252,1995,0.0009632364746,0.001605394124,8.03E-05,0.0001605394124,0,8.03E-05,0,0,0.0002408091186,0,48549,0.3839953944,1185,324500,53773,0.3855516294,2023,370800,-3658,1566,FALSE,FALSE,FALSE,FALSE,0.006019552913,0.007575787923,TRUE,FALSE,FALSE,FALSE,46,884,TRUE,TRUE,FALSE,TRUE,-500,45800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,2013,2017,78737,39.3,0.2727061015,12882,202.6325294,0.8941934482,0.01218754852,0.8729234591,,0.9253997826,0.02809441566,0.2297063903,0.7100123355,0.8274204623,0.6815415822,0.3164300203,0.1379310345,2012,0.8663309682,0.7740901808,0.595101854,46334,0.3782,0.8696779262,0.01351139042,0.6941519858,1.315297353,2.024905466,0.3902786574,0.003482114593,0.00443178221,0.8871595331,0.1128404669,0.9315630397,0.002374784111,0,0.9397668394,0.009930915371,0.04533678756,0.003022452504,1995,0.001164415463,0.004424778761,0.0001552553951,0.0002328830927,7.76E-05,0,0.0001552553951,0,0.0002328830927,0,52182,0.3807167986,1232,338700,55295,0.3850729622,1979,394600,3633,6746,TRUE,TRUE,TRUE,FALSE,-0.003278595765,0.001077567813,FALSE,FALSE,FALSE,FALSE,47,794,TRUE,TRUE,FALSE,TRUE,14200,70100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2013,2014,2018,78737,40.6,0.2825171726,13539,212.9670715,0.8984415393,0.01277790088,0.8454834183,,0.9201565847,0.03342128408,0.2403254178,0.724358344,0.8473778575,0.6447688564,0.3260340633,0.1703163017,2126,0.878753922,0.8254146123,0.6134020619,48326,0.3755,0.836384012,0.0188270452,0.6840629069,1.231847586,1.6908493,0.380648177,0.004205607477,0.002336448598,0.9078888391,0.09211116091,0.9463519313,0.002575107296,0,0.9373390558,0.01008583691,0.02961373391,0,1997,0.0002215820962,0.01004505503,7.39E-05,0.0001477213974,0,7.39E-05,7.39E-05,0,0.0003693034936,0,51137,0.3721599671,1214,341300,57549,0.3966107973,1565,428000,-1045,5367,FALSE,FALSE,FALSE,FALSE,-0.008556831491,0.0158939987,FALSE,FALSE,FALSE,FALSE,-18,333,FALSE,TRUE,FALSE,TRUE,2600,89300,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2014,2015,2019,78737,40.9,0.2715465518,14167,222.8454466,0.8794381309,0.01136443848,0.8519799534,,0.9134608597,0.03351495836,0.2196977485,0.7200702598,0.8552603613,0.7011494253,0.2873563218,0.1471264368,2133,0.8858660999,0.8218916047,0.6316684378,48541,0.3679,0.8548387097,0.02259485576,0.6819847759,1.273506944,1.562198303,0.4134880348,0.008989415688,0.001594896332,0.9075451647,0.09245483528,0.9504971002,0,0,0.9382767191,0.007663628832,0.02009113505,0,1998,0.00127055834,0.00811745606,0,0,7.06E-05,0,7.06E-05,0,0.0002117597233,7.06E-05,52148,0.3797808765,1579,350900,59910,0.4059158945,1875,454600,1011,8773,FALSE,TRUE,FALSE,FALSE,0.007620909392,0.03375592741,TRUE,TRUE,FALSE,FALSE,365,661,TRUE,TRUE,TRUE,TRUE,9600,113300,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,2016,2020,78737,41.6,0.2673267327,14544,228.7756177,0.8888888889,0.008732123212,0.8239823982,,0.9035341034,0.03217131474,0.2247011952,0.7048063128,0.8460898502,0.617866005,0.1935483871,0.1265508685,2182,0.8926788686,0.8284109817,0.6674292845,51269,0.3707,0.8609344761,0.01956040918,0.6922233391,1.291540763,1.249743231,0.4329411765,0.006779192031,0.0006917542889,0.9161813644,0.08381863561,0.9492108458,0,0,0.9435451234,0.009510319709,0.01719951437,0,1999,0.0008938393839,0.005913091309,0.0001375137514,0.0001375137514,6.88E-05,6.88E-05,0,0,0.0002750275028,6.88E-05,53773,0.3855516294,2023,370800,,,,,1625,,TRUE,FALSE,FALSE,FALSE,0.005770752874,,TRUE,FALSE,FALSE,FALSE,444,,TRUE,FALSE,TRUE,FALSE,19900,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2016,2017,2021,78737,42.4,0.2658339556,14731,231.7171084,0.9262100333,0.01364469486,0.8641640079,,0.9072024981,0.02777777778,0.2199646643,0.6894474993,0.8443462543,0.754985755,0.2678062678,0.1652421652,2234,0.8989756979,0.8282787708,0.6429001808,51417,0.3691,0.8676089035,0.02021029633,0.6696309471,1.247687446,1.138465958,0.3942936674,0.006400445248,0,0.9295039164,0.07049608355,0.9573964497,0,0,0.9266272189,0.01893491124,0.02761341223,0,2001,0.0006788405404,0.002783246215,6.79E-05,6.79E-05,6.79E-05,6.79E-05,0,0,6.79E-05,0,55295,0.3850729622,1979,394600,,,,,1522,,TRUE,FALSE,FALSE,FALSE,-0.0004786671967,,FALSE,FALSE,FALSE,FALSE,-44,,FALSE,FALSE,FALSE,FALSE,23800,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2018,2022,78737,42,0.2796775616,15879,249.7750298,0.90137918,0.01492537313,0.8577996095,,0.9064172807,0.01784552468,0.2194441863,0.7022725408,0.8563619227,0.6763990268,0.3114355231,0.2262773723,2305,0.9049952875,0.8329877474,0.6539114043,50418,0.3553,0.8628332595,0.02558419353,0.680583501,1.227218832,1.182061367,0.3877839086,0.006540977299,0,0.9225259189,0.07747408106,0.9673166202,0,0,0.9296193129,0.02302692665,0.03361188487,0.002228412256,2002,0.0003778575477,0.001322501417,0,6.30E-05,6.30E-05,0,6.30E-05,0,0.0001259525159,0,57549,0.3966107973,1565,428000,,,,,2254,,TRUE,FALSE,TRUE,FALSE,0.01153783512,,TRUE,FALSE,FALSE,FALSE,-414,,FALSE,FALSE,FALSE,FALSE,33400,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2018,2019,2023,78737,41.6,0.295049505,16160,254.1951308,0.8864480198,0.02574257426,0.8501856436,,0.9043316832,0.02287248819,0.2228910084,0.6970769864,0.8432877738,0.6615044248,0.3384955752,0.232300885,2402,0.8856019472,0.8153903763,0.6723460026,54039,0.3922,0.8760566882,0.02722526106,0.6870017622,1.241398889,1.316912928,0.3845957338,0.006893910379,0.000255330014,0.9153716532,0.08462834675,0.9537190083,0.01046831956,0,0.9168044077,0.0258953168,0.0378328742,0.002203856749,2003,0.001113861386,0.00129950495,6.19E-05,0.0002475247525,0,0,0,0,0,0,59910,0.4059158945,1875,454600,,,,,2361,,TRUE,FALSE,TRUE,FALSE,0.009305097216,,TRUE,FALSE,FALSE,FALSE,310,,TRUE,FALSE,TRUE,FALSE,26600,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2011,2012,2016,78739,35.5,0.334774707,15957,979.2261484,0.8396941781,0.01848718431,0.8366860939,,0.9156483048,0.01273370389,0.2675088428,0.7442396313,0.8706661473,0.5506072874,0.3684210526,0,2334,0.9271523179,0.8443708609,0.669263732,48088,0.3427,0.8875912409,0.03148206918,0.690557554,1.180987974,1.229618132,0.3333786355,0.004756727372,0,0.951889365,0.04811063498,1,0,0,0.9813571961,0,0,0,2000,0.001629378956,0.07225668985,0.0005013473711,0.004574794761,0.001002694742,0.0001880052641,0.0005640157924,0.0003760105283,0.005828163189,6.27E-05,62640,0.4381893162,2001,350500,66937,0.4393031248,2316,394600,2369,6666,TRUE,TRUE,TRUE,FALSE,0.004131711347,0.005245519899,FALSE,FALSE,FALSE,FALSE,0,315,FALSE,TRUE,FALSE,TRUE,1500,45600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,2013,2017,78739,35.6,0.3433268287,16911,1037.769844,0.8389214121,0.0116492224,0.8502158358,,0.9140795932,0.009590486238,0.2735206675,0.7497450714,0.8802726101,0.5606060606,0.5340909091,0.05681818182,2283,0.92890035,0.8438018051,0.6561060969,48456,0.3527,0.8923492349,0.02424242424,0.6979283074,1.194975972,1.27311781,0.290188434,0.0057179987,0.001949317739,0.9513722601,0.04862773992,0.9922343805,0,0,0.9834098129,0,0.009001058948,0,2000,0.001360061498,0.07231979185,0.0007687304122,0.004375850038,0.0003547986518,0.0004139317604,0.0002956655431,0.0003547986518,0.006386375732,5.91E-05,60938,0.4452561581,2001,355900,70658,0.4634051791,2339,426700,-1702,8018,FALSE,TRUE,FALSE,FALSE,0.007066841899,0.0252158629,TRUE,TRUE,FALSE,FALSE,0,338,FALSE,TRUE,FALSE,TRUE,5400,76200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2013,2014,2018,78739,36,0.3425979765,17198,1055.382045,0.835620421,0.009419699965,0.8417839284,,0.9165600651,0.009459586026,0.2701133277,0.7576891106,0.8762867979,0.612244898,0.587755102,0.1265306122,2224,0.9201733791,0.845223045,0.6573957016,49116,0.361,0.8902518134,0.02075838887,0.6966708807,1.18357495,1.977612811,0.2761635382,0.008099768578,0.001928516328,0.9557522124,0.04424778761,0.9956377596,0,0,0.9827255278,0,0.009073460129,0,2000,0.0006396092569,0.06867077567,0.0008140481451,0.005989068496,0.0008721944412,0.0003488777765,0.0002907314804,0.0004651703686,0.005756483312,0,60016,0.4499911956,2001,364600,73243,0.4265175719,2309,447500,-922,12305,FALSE,TRUE,FALSE,TRUE,0.004735037536,-0.01873858621,FALSE,FALSE,FALSE,FALSE,0,308,FALSE,TRUE,FALSE,TRUE,8700,91600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2014,2015,2019,78739,36.5,0.3348461368,18068,1108.77095,0.8352889086,0.007582466239,0.8432034536,,0.9024795218,0.01593590421,0.2684451488,0.7856015156,0.8719972546,0.7553956835,0.5827338129,0.1726618705,2215,0.9186684969,0.8472889499,0.666781057,48912,0.3537,0.8946365521,0.01345065292,0.6936518115,1.207127667,1.562205764,0.294245648,0.006528046422,0.002296905222,0.952299245,0.04770075498,0.993787777,0,0,0.985560779,0,0.008730691739,0,2001,0.001881779942,0.08052911224,0.0009408899712,0.004870489263,0.0008301970334,0.0001660394067,0.000553464689,0.0002767323445,0.005811379234,0.0001106929378,60114,0.4467310298,2282,381400,76276,0.4406199971,2424,467000,98,16260,FALSE,TRUE,FALSE,TRUE,-0.003260165823,-0.009371198544,FALSE,FALSE,FALSE,FALSE,281,423,TRUE,TRUE,TRUE,TRUE,16800,102400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,2016,2020,78739,37.6,0.3328814662,18442,1131.722042,0.8315258649,0.01160394751,0.8375989589,,0.8933412862,0.01676829268,0.2599085366,0.7713846154,0.8727303015,0.7844522968,0.6466431095,0.2932862191,2181,0.9128768949,0.8460769615,0.6886556722,52040,0.378,0.9001533574,0.01785518677,0.6927225827,1.199860695,1.198552929,0.2513176809,0.007187350264,0.002395783421,0.9528569049,0.04714309512,0.9947523778,0,0,0.9836011807,0,0.007707445064,0,2000,0.001084481076,0.07949246286,0.0006506886455,0.003416115389,0.002223186205,0.0002168962152,0.0004337924303,0.000271120269,0.008025159961,0,66937,0.4393031248,2316,394600,,,,,6823,,TRUE,FALSE,TRUE,FALSE,-0.00742790506,,FALSE,FALSE,FALSE,FALSE,34,,FALSE,FALSE,FALSE,FALSE,13200,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016,2017,2021,78739,38.8,0.339756696,19564,1200.575319,0.8379676958,0.017532202,0.8602024126,,0.8899509303,0.01446495645,0.2769120115,0.759399042,0.8882315318,0.8072289157,0.6475903614,0.25,2254,0.9370003198,0.8891909178,0.7326511033,52042,0.3484,0.9101372974,0.0173428306,0.6995927434,1.104302742,1.10296846,0.2568006269,0.006828613008,0.00201500056,0.9469139751,0.05308602494,0.9947627361,0,0,0.9892080622,0,0.008411363276,0,2000,0.001277857289,0.06246166428,0.0003578000409,0.003169086076,0.001277857289,0.0001022285831,0.0003578000409,0.0004089143324,0.006389286444,5.11E-05,70658,0.4634051791,2339,426700,,,,,3721,,TRUE,FALSE,TRUE,FALSE,0.02410205435,,TRUE,FALSE,TRUE,FALSE,23,,FALSE,FALSE,FALSE,FALSE,32100,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2018,2022,78739,39.3,0.3312862166,20191,1239.05215,0.8387400327,0.01995938785,0.8548858402,,0.8820761726,0.01651418825,0.2826794852,0.7717285496,0.9056070363,0.7616099071,0.5479876161,0.2445820433,2329,0.9428302183,0.9027799592,0.7683367363,55652,0.3437,0.9195735949,0.02567439067,0.6908793398,1.094506048,1.211781754,0.3133768877,0.005676341437,0,0.9492696717,0.05073032826,1,0,0,0.992879257,0,0.001702786378,0,2001,0.001089594374,0.05774850181,0.0005447971869,0.003367837155,0.001238175425,0.000148581051,0.000148581051,0.000198108068,0.00361547224,0,73243,0.4265175719,2309,447500,,,,,2585,,TRUE,FALSE,TRUE,FALSE,-0.03688760721,,FALSE,FALSE,FALSE,FALSE,-30,,FALSE,FALSE,FALSE,FALSE,20800,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2018,2019,2023,78739,39.6,0.3264572666,20312,1246.477504,0.8218294604,0.03067152422,0.856833399,,0.8820401733,0.01932146661,0.3016126578,0.7555540318,0.8807906115,0.7793696275,0.5386819484,0.2779369628,2397,0.93143916,0.8786287832,0.752007412,57555,0.3658,0.9276377914,0.02077431539,0.6799017888,1.103021538,1.068029066,0.32832,0.004266666667,0,0.9461087091,0.05389129092,1,0,0,0.9932095971,0.00211256979,0,0,2001,0.001280031508,0.04337337534,0.0004430878299,0.002904686885,0.0007384797164,0.0001476959433,0.0001969279244,0.0001969279244,0.004233950374,0,76276,0.4406199971,2424,467000,,,,,3033,,TRUE,FALSE,TRUE,FALSE,0.0141024252,,TRUE,FALSE,TRUE,FALSE,115,,TRUE,FALSE,TRUE,FALSE,19500,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2011,2012,2016,78741,25.3,0.2355033114,46959,4528.053244,0.4448987415,0.09499776401,0.3529887774,,0.6641325412,0.342045929,0.06572025052,0.2495439914,0.4380506907,0.7958014038,0.5934702814,0.3123188872,818,0.3337321875,0.1545741325,0.0432394213,15732,0.449,0.6138148591,0.04127053193,0.7807344187,1.575159479,2.812223979,0.1495043732,0.02997243468,0.1298287844,0.1553899706,0.8446100294,0.1788633615,0.7066505441,0.1080532044,0.2258766626,0.3502781137,0.1419588875,0.004788391778,1984,0.01411869929,0.01105219447,0.01778146894,0.05262037096,0.001916565515,0.009817074469,0.009710598607,0.003023914479,0.05217317234,0.01316041653,16835,0.1466222721,835,120200,21119,0.2074486013,951,141300,131,4415,FALSE,FALSE,FALSE,FALSE,0.0164343807,0.07726070984,TRUE,TRUE,TRUE,TRUE,24,140,FALSE,FALSE,FALSE,FALSE,3200,24300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,2013,2017,78741,25.5,0.2218836795,48246,4652.153087,0.5224060026,0.09654686399,0.3813787672,,0.6962235211,0.3333199615,0.06984114249,0.2169691962,0.4089282854,0.7698402717,0.5943906427,0.3233555528,837,0.3404709777,0.1753083783,0.04966091739,16270,0.4688,0.6167504117,0.03814972765,0.7857908357,1.552620321,2.814117647,0.1479975911,0.03904547163,0.1208192409,0.1508517114,0.8491482886,0.182087272,0.7065788217,0.105031987,0.2307839206,0.342308794,0.1415067316,0.004583213979,1984,0.01892384861,0.008332296978,0.01900675704,0.05107159143,0.001761804087,0.009493014965,0.00905774572,0.003917423206,0.05853334992,0.01133772748,16478,0.1486637185,851,127500,22480,0.2084188253,1002,156800,-357,5645,FALSE,FALSE,FALSE,FALSE,0.002041446372,0.0617965532,FALSE,TRUE,FALSE,TRUE,16,167,FALSE,FALSE,FALSE,FALSE,7300,36600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2013,2014,2018,78741,26.3,0.2178032639,48654,4691.494762,0.5950178814,0.100505611,0.37236404,,0.7023471863,0.322514901,0.06971736205,0.2175172834,0.4053780618,0.7928001508,0.613055224,0.3298988503,857,0.3438232162,0.1818956337,0.05489882854,16930,0.4772,0.6154858934,0.0428631139,0.7773882559,1.720902549,2.867810183,0.1412908331,0.04326235799,0.1288842074,0.1524494143,0.8475505857,0.1718053405,0.7057581304,0.1310713783,0.2361443522,0.3323947628,0.1378760148,0.006241494204,1985,0.01716200107,0.01564105726,0.01650429564,0.04772475028,0.001068771324,0.008426850824,0.009228429317,0.002959674436,0.04967731327,0.008488510708,16711,0.1667398624,866,133400,25868,0.236249296,1082,194000,233,9390,FALSE,TRUE,FALSE,TRUE,0.01807614388,0.08758557752,TRUE,TRUE,TRUE,TRUE,15,231,FALSE,TRUE,FALSE,FALSE,5900,66500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
