year,1 year,5 years,zipcode,Dem: Median Age,Dem: % <18,Dem: Pop,Dem: Pop Density,Div: % NH White,Div: % Black,Div: % Latino,Div: Diversity  Score,Div: % Born in US,Ed: % Less than HS,Ed: % w/ Grad,Comp: % Married,Comp: % Fam HHs,Hsg: % Paying >20% Income on Housing,Hsg: % Paying >30% Income on Housing,Hsg: % Paying >40% Income on Housing,Hsg: Median House Costs,Inc: Income >40K,Inc: Income >60K,Inc: Income >100K,Inc: PC Income,Inc: Gini Index,Mob: % Same House (1y),Mob: % From Out of State (1y),Occ: % in Labor Force,Occ: % in mgmt/bus/science/arts,Occ: % in serv/construct/prod,Trns: % w/ 3+ Vehicles,Trns: % Walk/Bike to Work,Trns: % Public Trans to Work,Hsg: % Owner Occupied,Hsg: % Renter Occupied,Unt: % w/ 1,Unt: % w/ 5+,Unt: % w/ 50+,Unt: % w/ 3+bdrm,Unt: % w/ 1bdrm,Y: % built pre-1970,Y: % built pre-1940,Y: median yr built,com_permit_per_cap,res_permit_per_cap,assault_crime_per_cap,criminal_activity_crime_per_cap,identity_theft_crime_per_cap,narcotics_crime_per_cap,public_intoxication_crime_per_cap,runaway_child_crime_per_cap,theft_crime_per_cap,warrent_arrest_crime_per_cap,1Y: Inc: Median Income Past 12m,1Y: Ed: % w/ BA,1Y: Hsg: Median Gross Rent,1Y: Hsg: Median House Val,5Y: Inc: Median Income Past 12m,5Y: Ed: % w/ BA,5Y: Hsg: Median Gross Rent,5Y: Hsg: Median House Val,1Y CHG: Inc: Median Income Past 12m,5Y CHG: Inc: Median Income Past 12m,1Y CHG > Median Inc: Median Income Past 12m,5Y CHG > Median Inc: Median Income Past 12m,1Y CHG > 75th Inc: Median Income Past 12m,5Y CHG > 75th Inc: Median Income Past 12m,1Y CHG: Ed: % w/ BA,5Y CHG: Ed: % w/ BA,1Y CHG > Median Ed: % w/ BA,5Y CHG > Median Ed: % w/ BA,1Y CHG > 75th Ed: % w/ BA,5Y CHG > 75th Ed: % w/ BA,1Y CHG: Hsg: Median Gross Rent,5Y CHG: Hsg: Median Gross Rent,1Y CHG > Median Hsg: Median Gross Rent,5Y CHG > Median Hsg: Median Gross Rent,1Y CHG > 75th Hsg: Median Gross Rent,5Y CHG > 75th Hsg: Median Gross Rent,1Y CHG: Hsg: Median House Val,5Y CHG: Hsg: Median House Val,1Y CHG > Median Hsg: Median House Val,5Y CHG > Median Hsg: Median House Val,1Y CHG > 75th Hsg: Median House Val,5Y CHG > 75th Hsg: Median House Val,Gentrified 1Y Median,Gentrified 1Y 75th,Gentrified 5Y Median,Gentrified 5Y 75th
2017,2018,2022,78722,32.6,0.1452991453,7254,3982.799198,0.7932175352,0.117590295,0.8664185277,,0.9230769231,0.04157894737,0.2450877193,0.3229783827,0.4156219865,0.798463357,0.4509456265,0.219858156,1428,0.7492767599,0.568948891,0.3426550948,43161,0.4606,0.8105277855,0.04202736666,0.8192771084,1.180086707,1.799089093,0.2264922322,0.09893704007,0.04354047424,0.456123433,0.543876567,0.6591508053,0.2204978038,0.09575402635,0.3891654466,0.1692532943,0.7294289898,0.1174231332,1953,0.01144196305,0.08161014613,0.005100634133,0.0199889716,0.001378549766,0.005927763992,0.005652054039,0.0004135649297,0.01750758202,0.003446374414,40227,0.4327880512,1359,382700,,,,,3400,,TRUE,FALSE,TRUE,FALSE,-0.001071597914,,FALSE,FALSE,FALSE,FALSE,79,,TRUE,FALSE,TRUE,FALSE,23800,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2018,2019,2023,78722,32.6,0.1399437412,7110,3903.736187,0.7853727145,0.1181434599,0.8710267229,,0.9372714487,0.04605263158,0.2599573257,0.3008591344,0.3775345993,0.806039489,0.4512195122,0.2549361208,1461,0.727389765,0.5941422594,0.3678789829,43950,0.4467,0.8003408123,0.04402158478,0.8160507895,1.212785663,1.688161337,0.2125984252,0.09117281392,0.04724409449,0.4457676215,0.5542323785,0.6647482014,0.2279136691,0.09496402878,0.3490647482,0.1637410072,0.751942446,0.1142446043,1953,0.0123769339,0.07201125176,0.004641350211,0.01715893108,0.0007032348805,0.004781997187,0.004360056259,0.0001406469761,0.02419127989,0.001406469761,41325,0.4256508824,1414,423100,,,,,1098,,TRUE,FALSE,FALSE,FALSE,-0.007137168805,,FALSE,FALSE,FALSE,FALSE,55,,TRUE,FALSE,FALSE,FALSE,40400,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2011,2012,2016,78723,30.2,0.2775452811,29869,3166.458677,0.58994275,0.2718202819,0.5624895376,,0.7490709431,0.26925217,0.1035499666,0.3980388677,0.6059886799,0.7306380906,0.5155057639,0.2808897548,870,0.5175278437,0.3340332299,0.1339236808,20478,0.4504,0.7283382739,0.02572489693,0.7164232919,1.723189699,2.465112671,0.2306258513,0.0185609861,0.07797047442,0.4377396385,0.5622603615,0.5593847672,0.3551570982,0.1195097878,0.5132423096,0.1827603224,0.4860174371,0.006004277019,1971,0.01513274633,0.04968361847,0.01563493923,0.05483946567,0.002008771636,0.009374267635,0.006327630654,0.00649502829,0.05216110349,0.01094780542,22689,0.1932403433,817,176500,25491,0.2417413929,889,231300,-322,2480,FALSE,FALSE,FALSE,FALSE,0.01462917041,0.06313021999,TRUE,TRUE,TRUE,TRUE,2,74,FALSE,FALSE,FALSE,FALSE,8200,63000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,2013,2017,78723,30.3,0.2730733249,30999,3286.251717,0.6560856802,0.239039969,0.5446949902,,0.7427658957,0.2491416309,0.1012875536,0.3913871951,0.5977803634,0.7581880398,0.5417956656,0.2944435392,890,0.5216146066,0.3446701871,0.1395328023,20893,0.4558,0.7401209348,0.02415427357,0.6983206631,1.759694972,2.395424586,0.2395630392,0.0228646883,0.06915004517,0.450729437,0.549270563,0.5647965879,0.3536745407,0.1121227034,0.5250984252,0.1756889764,0.4625984252,0.00967847769,1971,0.01545211136,0.04780799381,0.01577470241,0.05193715926,0.002096841834,0.007645407916,0.005322752347,0.006548598342,0.0471628117,0.009968063486,23943,0.2132375898,840,178500,27346,0.2418005868,964,268700,1254,4657,TRUE,FALSE,FALSE,FALSE,0.01999724641,0.04856024342,TRUE,TRUE,TRUE,FALSE,23,147,FALSE,FALSE,FALSE,FALSE,2000,92200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2013,2014,2018,78723,30.9,0.271947237,31234,3311.164429,0.6620669783,0.2381379266,0.5614074406,,0.7663763847,0.2298886461,0.1167655323,0.3835160202,0.5793712653,0.785013791,0.5399938707,0.2775053632,923,0.5327790768,0.3609595566,0.1515545163,22439,0.464,0.7490318592,0.02733574148,0.7104926696,1.833252653,2.32705269,0.223066577,0.02860404217,0.05136641375,0.434831558,0.565168442,0.5607051691,0.3593650287,0.1041001914,0.508535418,0.1901723038,0.4298021698,0.007498404595,1973,0.024396491,0.05321124416,0.01511173721,0.04879298201,0.001568803227,0.007459819428,0.005154639175,0.006467311263,0.04744829353,0.008868540693,23299,0.2137161889,850,189100,30183,0.2525672473,1049,300600,-644,6240,FALSE,TRUE,FALSE,FALSE,0.0004785991786,0.03932965757,FALSE,TRUE,FALSE,FALSE,10,209,FALSE,FALSE,FALSE,FALSE,10600,122100,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2014,2015,2019,78723,32.1,0.2563075432,30955,3281.587209,0.6672912292,0.2256501373,0.5655952189,,0.7799709255,0.2132115462,0.1271194994,0.3572503763,0.5490396927,0.7891288161,0.5538346984,0.304095309,917,0.5296628254,0.3614169868,0.1552710201,23108,0.4691,0.7378123046,0.03825010698,0.7043573721,1.822321429,2.275260417,0.2189101699,0.03156548661,0.06838067035,0.4268032437,0.5731967563,0.5436342136,0.3787150177,0.1282617264,0.4861647615,0.1989751675,0.4044934963,0.01032715806,1974,0.01592634469,0.06761427879,0.01408496204,0.04393474398,0.001518333064,0.008173154579,0.004038119851,0.005233403327,0.04183492166,0.007204005815,23737,0.2263613084,856,207600,32034,0.2730316279,1115,338100,438,8735,FALSE,TRUE,FALSE,FALSE,0.01264511946,0.05931543893,TRUE,TRUE,FALSE,TRUE,6,265,FALSE,TRUE,FALSE,FALSE,18500,149000,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,2016,2020,78723,31.9,0.2525890219,32155,3408.801057,0.6789612813,0.2075571451,0.5666303841,,0.8014927694,0.2053437696,0.1247040634,0.3631174886,0.549003253,0.807145932,0.5623475391,0.2905725355,921,0.5286512637,0.3539077488,0.158228376,23463,0.483,0.7670501233,0.03422666077,0.699861856,1.808261452,2.281082689,0.2062745603,0.03628643119,0.06086341118,0.4187171574,0.5812828426,0.5473295367,0.3771740803,0.1373710944,0.4904571341,0.2010158535,0.4086501462,0.01162074804,1974,0.01443010418,0.07451407246,0.0128440367,0.03850101073,0.00227025346,0.006935157829,0.004478308195,0.003949619033,0.04229513295,0.005753382056,25491,0.2417413929,889,231300,,,,,1754,,TRUE,FALSE,FALSE,FALSE,0.01538008453,,TRUE,FALSE,TRUE,FALSE,33,,FALSE,FALSE,FALSE,FALSE,23700,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2016,2017,2021,78723,32.7,0.2478458887,32496,3444.950992,0.6901464796,0.1918082226,0.5755169867,,0.7958210241,0.1866840125,0.1271662872,0.3637941919,0.532053368,0.7897163616,0.5763588096,0.3009640911,975,0.5469410999,0.3809794989,0.1836967133,25830,0.4933,0.783271748,0.03701384105,0.7056829511,1.744951923,2.299587912,0.1985715165,0.02866281215,0.05935539427,0.417751383,0.582248617,0.5478918595,0.3728750094,0.1356249532,0.4706807459,0.2162809855,0.404703063,0.01647569834,1975,0.01566346627,0.07496307238,0.01129369769,0.03692762186,0.001692516002,0.007016248154,0.00396971935,0.006708517971,0.03889709503,0.005723781388,27346,0.2418005868,964,268700,,,,,1855,,TRUE,FALSE,FALSE,FALSE,5.92E-05,,FALSE,FALSE,FALSE,FALSE,75,,TRUE,FALSE,TRUE,FALSE,37400,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2018,2022,78723,33.7,0.2356044619,33170,3516.40277,0.6650286403,0.1895387398,0.5874886946,,0.8177268616,0.1695494154,0.1496256076,0.3785310734,0.5344304202,0.7842590008,0.558889199,0.2895618197,1062,0.5872343825,0.4222719284,0.2246365234,29017,0.4951,0.794834084,0.03808560836,0.7256022236,1.705868942,2.247133924,0.2066517832,0.02562489275,0.05674083395,0.4275443362,0.5724556638,0.5481599768,0.3696740945,0.1352253756,0.4758655731,0.2231980838,0.4104667199,0.01575088916,1975,0.01546578233,0.08317757009,0.01043111245,0.0332529394,0.001416943021,0.008923726259,0.003647874585,0.005185408502,0.0353934278,0.006481760627,30183,0.2525672473,1049,300600,,,,,2837,,TRUE,FALSE,TRUE,FALSE,0.01076666056,,TRUE,FALSE,FALSE,FALSE,85,,TRUE,FALSE,TRUE,FALSE,31900,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2018,2019,2023,78723,33.8,0.2331568747,34569,3664.712913,0.6312592207,0.2035928144,0.6219155891,,0.8224420724,0.1649274519,0.1556146842,0.3989201499,0.5502307692,0.7803094233,0.5684950774,0.3087201125,1149,0.6294615385,0.4715384615,0.2669230769,31940,0.4912,0.8079988237,0.03722981914,0.7394839428,1.701891296,2.17211409,0.2100939597,0.02001717291,0.05935386927,0.4530769231,0.5469230769,0.5542710785,0.3733213346,0.1426000277,0.4809635885,0.2260141216,0.4102173612,0.01405233283,1975,0.01437704302,0.07124880673,0.009864329312,0.03205183835,0.001475310249,0.00685585351,0.002545633371,0.009343631577,0.03326679973,0.002111718592,32034,0.2730316279,1115,338100,,,,,1851,,TRUE,FALSE,FALSE,FALSE,0.02046438054,,TRUE,FALSE,TRUE,FALSE,66,,TRUE,FALSE,FALSE,FALSE,37500,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2011,2012,2016,78724,27.1,0.3506626889,20447,644.9847548,0.4302831711,0.3056683132,0.4000586883,,0.7278329339,0.389570827,0.02732730042,0.3661395086,0.7698827773,0.8291800643,0.6668006431,0.3930868167,1001,0.4559062218,0.2447249775,0.09413886384,13466,0.4144,0.779112662,0.03649052841,0.643975298,1.635400035,2.693587014,0.2635110406,0.0009756097561,0.02524390244,0.5513074842,0.4486925158,0.6012481524,0.09164066349,0.01083921826,0.7498768271,0.06782722943,0.07817375595,0.01083921826,1993,0.004743972221,0.03193622536,0.008998875141,0.02611630068,0.001075952462,0.003081136597,0.002494253436,0.004792879151,0.020296376,0.00420599599,19371,0.07265707266,962,105700,21866,0.0879808435,1038,111500,-741,1754,FALSE,FALSE,FALSE,FALSE,0.01710649475,0.0324302656,TRUE,TRUE,TRUE,FALSE,23,99,FALSE,FALSE,FALSE,FALSE,-600,5200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,2013,2017,78724,26.4,0.3672094847,21677,683.7841507,0.5298242377,0.2985652996,0.3710845597,,0.7186418785,0.3932958933,0.02729027729,0.3672680412,0.7815472985,0.8320033599,0.7055858883,0.471650567,1038,0.4311613714,0.2294022617,0.08723747981,12365,0.43,0.7836881106,0.02940482371,0.6355256775,1.668454886,2.762613883,0.2429270622,0.0008353221957,0.0353221957,0.5726081493,0.4273918507,0.60430839,0.08649173955,0.009718172983,0.7470035633,0.06397797214,0.07159054098,0.004373177843,1990,0.003413756516,0.02657194261,0.007150435946,0.0289246667,0.001107164275,0.003782811275,0.002998569913,0.003136965447,0.01831434239,0.003828943119,20123,0.07926882093,947,102000,23161,0.08235556216,1091,122100,752,3790,FALSE,FALSE,FALSE,FALSE,0.006611748273,0.009698489499,TRUE,FALSE,FALSE,FALSE,-15,129,FALSE,FALSE,FALSE,FALSE,-3700,16400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2013,2014,2018,78724,26.8,0.3477673161,21454,676.7497887,0.5794723595,0.2774773935,0.3671576396,,0.7321245455,0.3760720783,0.02893528545,0.3673252179,0.7805914645,0.8410757946,0.6903015485,0.4046454768,1023,0.470692403,0.2541172304,0.09598016646,13452,0.4179,0.7598436457,0.02683763943,0.657883931,2.063738234,2.761721201,0.2749369411,0.003323401329,0.02521201008,0.5654329733,0.4345670267,0.5866537091,0.1007450599,0.002429543246,0.7290249433,0.05506964691,0.06511175899,0,1993,0.003449240235,0.03728908362,0.007970541624,0.02395823623,0.001072061154,0.00536030577,0.002750069917,0.004241633262,0.01514869022,0.003262794817,18794,0.07714105793,953,97900,23766,0.09211485206,1216,133400,-1329,3643,FALSE,FALSE,FALSE,FALSE,-0.002127762996,0.01284603113,FALSE,FALSE,FALSE,FALSE,6,269,FALSE,TRUE,FALSE,FALSE,-4100,31400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2014,2015,2019,78724,27.5,0.3624158195,23313,735.3905017,0.6138635096,0.2568095054,0.3415690816,,0.7211856046,0.3960957179,0.03298173804,0.3889508237,0.8017776287,0.8672985782,0.727093207,0.4150868878,1000,0.4584940466,0.2406506792,0.09005534127,12777,0.4123,0.7783658473,0.02462601697,0.6489947496,1.9738981,2.712879105,0.2639173038,0.004627138707,0.03163671581,0.5753815194,0.4246184806,0.5866990586,0.1071970847,0.007743698755,0.7440024294,0.05268751898,0.04706954145,0,1996,0.00506155364,0.05567709004,0.006262600266,0.02543645177,0.0008578904474,0.003560245357,0.002187620641,0.003603139879,0.01402650881,0.003174194655,20489,0.08406304729,946,109100,26052,0.09913793103,1261,147400,1695,7258,TRUE,TRUE,FALSE,FALSE,0.006921989351,0.0219968731,TRUE,TRUE,FALSE,FALSE,-7,308,FALSE,TRUE,FALSE,TRUE,11200,49500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2015,2016,2020,78724,28.2,0.356132475,23612,744.8222248,0.6446722006,0.2503388108,0.3266135863,,0.7009147891,0.390314475,0.02588898195,0.4125785404,0.8020989505,0.8177606178,0.6308880309,0.3471042471,992,0.4912543728,0.2577044811,0.09378644011,13280,0.4069,0.8299922233,0.02104035254,0.6495014515,1.883242128,2.694177806,0.3103988307,0.005840025029,0.02784440505,0.5685490588,0.4314509412,0.5888787603,0.1039197812,0.01671224552,0.7441507141,0.05089638408,0.04390762686,0,1997,0.002159918685,0.04446891411,0.00656445875,0.02286972726,0.0008046755887,0.004362188718,0.001778756564,0.002964594274,0.01342537693,0.002329324073,21866,0.0879808435,1038,111500,,,,,1377,,TRUE,FALSE,FALSE,FALSE,0.003917796218,,FALSE,FALSE,FALSE,FALSE,92,,TRUE,FALSE,TRUE,FALSE,2400,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016,2017,2021,78724,26.9,0.3707549475,24558,774.663061,0.6240329017,0.230678394,0.3411515596,,0.7290495969,0.3802718987,0.03375560019,0.4263661443,0.8028468586,0.8340180772,0.6446179129,0.3479868529,1034,0.5220876963,0.3066099476,0.1127290576,14134,0.4125,0.8560709696,0.006259586287,0.6442449582,1.813389781,2.59743494,0.3505894413,0.007678132678,0.02764127764,0.6017670157,0.3982329843,0.5896311971,0.1038391778,0.01526602177,0.7450120919,0.03340386941,0.053808948,0,1996,0.004845671472,0.02915546869,0.00684094796,0.02158156202,0.00073295871,0.003583353693,0.002483915628,0.002280315987,0.0122159785,0.001791676847,23161,0.08235556216,1091,122100,,,,,1295,,TRUE,FALSE,FALSE,FALSE,-0.005625281347,,FALSE,FALSE,FALSE,FALSE,53,,TRUE,FALSE,FALSE,FALSE,10600,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2018,2022,78724,28.4,0.3661659888,24833,783.3377227,0.5766520356,0.2141102565,0.3393871059,,0.7333789715,0.3578642507,0.04663597208,0.4244463618,0.797327044,0.8276959809,0.6243533625,0.3199363311,1053,0.5778301887,0.3333333333,0.127672956,15450,0.4051,0.8628613485,0.006255877663,0.6506321493,1.757803964,2.634345247,0.3557241242,0.00657960323,0.02711594058,0.6048742138,0.3951257862,0.5759549896,0.09683150725,0.01465798046,0.7592537755,0.01998815517,0.06248149245,0.003701510216,1997,0.006322232513,0.05782627955,0.005798735553,0.02150364434,0.0004429589659,0.003342326743,0.001610759876,0.001288607901,0.008778641324,0.001208069907,23766,0.09211485206,1216,133400,,,,,605,,FALSE,FALSE,FALSE,FALSE,0.009759289906,,TRUE,FALSE,FALSE,FALSE,125,,TRUE,FALSE,TRUE,FALSE,11300,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2018,2019,2023,78724,29.3,0.3473102224,24779,781.6343346,0.4869042334,0.2338673877,0.3482787845,,0.7183502159,0.3488558519,0.05145022591,0.4176078609,0.768968721,0.8379032258,0.6850806452,0.3806451613,1113,0.5887271601,0.3640445959,0.133942397,16452,0.4151,0.882998771,0.01163457599,0.6530756125,1.795705871,2.641383241,0.3977691562,0.01463036527,0.0275167135,0.6159801796,0.3840198204,0.5847519278,0.09777389786,0.0160046559,0.7708424269,0.02924487124,0.05514331442,0.00480139677,1997,0.006255296824,0.048993099,0.005932442794,0.01719197708,0.0003632107833,0.004156745631,0.00141248638,0.002582832237,0.01029097219,0.0006053513055,26052,0.09913793103,1261,147400,,,,,2286,,TRUE,FALSE,TRUE,FALSE,0.007023078972,,TRUE,FALSE,FALSE,FALSE,45,,TRUE,FALSE,FALSE,FALSE,14000,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2011,2012,2016,78725,32.8,0.2923102475,6021,223.3629071,0.390964956,0.3120744062,0.5027404086,,0.8563361568,0.280839895,0.02624671916,0.5092718227,0.813394683,0.7865497076,0.6111111111,0.2105263158,1145,0.686605317,0.4187116564,0.05316973415,19451,0.281,0.8774895397,0.01271966527,0.7821216278,1.469841968,2.695009717,0.3117273638,0,0.03942532576,0.8251533742,0.1748466258,0.9185082873,0,0,0.9392265193,0.005524861878,0.1256906077,0.01243093923,2000,0.009799036705,0.03471184189,0.002159109782,0.008802524498,0.0009965122073,0.001494768311,0.001328682943,0.0008304268394,0.008968609865,0.001993024415,26423,0.1313953488,1189,114400,25846,0.1249523083,1307,123300,-806,-1383,FALSE,FALSE,FALSE,FALSE,0.009610571934,0.003167531376,TRUE,FALSE,FALSE,FALSE,-8,110,FALSE,FALSE,FALSE,FALSE,1500,10400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,2013,2017,78725,31.9,0.2782152231,6477,240.2792808,0.4441871237,0.3521692141,0.5403736298,,0.8545622974,0.2758139535,0.03534883721,0.4333812359,0.7714285714,0.7790262172,0.6142322097,0.1554307116,1156,0.6618266979,0.3887587822,0.04590163934,19742,0.2939,0.822954438,0.01907614693,0.7958419958,1.379153045,2.57325325,0.400950401,0,0.04900504901,0.749882904,0.250117096,0.9258947368,0,0,0.9317894737,0.009263157895,0.1347368421,0.01052631579,1999,0.006947660954,0.0561988575,0.002161494519,0.004631773969,0.0001543924656,0.001235139725,0.001235139725,0.0001543924656,0.005094951366,0.001389532191,24460,0.1141491396,1289,111800,27831,0.09642088793,1338,137800,-1963,1408,FALSE,FALSE,FALSE,FALSE,-0.01724620926,-0.0349744609,FALSE,FALSE,FALSE,FALSE,100,149,TRUE,FALSE,TRUE,FALSE,-2600,23400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2013,2014,2018,78725,31.7,0.2896315338,8169,303.0479303,0.5807320357,0.2738401273,0.4324886767,,0.7989962052,0.361376673,0.02715105163,0.4548119199,0.7415824916,0.778012685,0.4989429175,0.1099365751,1172,0.6742424242,0.4225589226,0.0563973064,18279,0.286,0.8690043832,0.02241703193,0.7720405114,1.581307423,2.610781364,0.4560581205,0,0.03726271385,0.8009259259,0.1990740741,0.9306090979,0,0,0.8970701619,0.01426368543,0.134926754,0.009637625289,2000,0.003305178112,0.04137593341,0.00146896805,0.004162076142,0.0004896560166,0.00146896805,0.0009793120333,0.0004896560166,0.002815522096,0.00146896805,26662,0.124853229,1351,115800,31112,0.1103871929,1504,160200,2202,6652,TRUE,TRUE,FALSE,FALSE,0.01070408938,-0.003761946728,TRUE,FALSE,FALSE,FALSE,62,215,TRUE,FALSE,FALSE,FALSE,4000,48400,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2014,2015,2019,78725,32.3,0.2744351025,7612,282.3847283,0.503284288,0.4058066211,0.6167892801,,0.8314503416,0.2518590998,0.02935420744,0.422912022,0.7194183062,0.8223552894,0.6067864271,0.3373253493,1203,0.7331052181,0.5436270317,0.05089820359,20849,0.2739,0.8877892203,0.01925906112,0.8404518179,1.426189846,2.575775904,0.5008130081,0.003019744483,0.06202090592,0.7857142857,0.2142857143,0.9069861901,0,0,0.8927701056,0.01705930138,0.1352558895,0,2000,0.008933263269,0.05031529164,0.001445086705,0.004598003153,0.0002627430373,0.001445086705,0.0007882291119,0.0009196006306,0.004598003153,0.002364687336,,0.1139516449,1291,121100,30733,0.1074035454,1546,167700,,4071,FALSE,FALSE,FALSE,FALSE,-0.0109015841,-0.0174496836,FALSE,FALSE,FALSE,FALSE,-60,195,FALSE,FALSE,FALSE,FALSE,5300,51900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,2016,2020,78725,32.1,0.2733215307,7343,272.4055518,0.5755140951,0.333378728,0.5432384584,,0.8382132643,0.2504954419,0.04676971859,0.3798340102,0.668700959,0.8163265306,0.6183673469,0.2408163265,1191,0.6961639058,0.4934612031,0.08805579773,21175,0.2998,0.8901726058,0.02756124722,0.8293665324,1.44694108,2.471163207,0.4574712644,0.003448275862,0.06022988506,0.7863993025,0.2136006975,0.9164556962,0,0,0.8751054852,0.01223628692,0.1248945148,0,2001,0.007762494893,0.06400653684,0.0009532888465,0.004902628354,0.0006809206047,0.001225657088,0.001089472967,0.0001361841209,0.003813155386,0.001361841209,25846,0.1249523083,1307,123300,,,,,,,FALSE,FALSE,FALSE,FALSE,0.01100066341,,TRUE,FALSE,FALSE,FALSE,16,,FALSE,FALSE,FALSE,FALSE,2200,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016,2017,2021,78725,32.1,0.2882360358,7931,294.2187704,0.585550372,0.2500315219,0.4861934182,,0.8522254445,0.2581075925,0.04731018695,0.3991989319,0.6620180476,0.7846153846,0.6123076923,0.2446153846,1189,0.7247744053,0.4848236259,0.1423297785,20509,0.3262,0.9235529199,0.01469640325,0.780058651,1.532841747,2.43282284,0.4840898456,0.00280767431,0.001871782873,0.733388023,0.266611977,0.9193484307,0,0,0.8518077076,0.02502979738,0.07906237584,0,2001,0.01122178792,0.07830034044,0.001386962552,0.004413062665,0.0003782625142,0.001386962552,0.001008700038,0,0.005673937713,0.001260875047,27831,0.09642088793,1338,137800,,,,,1985,,TRUE,FALSE,FALSE,FALSE,-0.02853142035,,FALSE,FALSE,FALSE,FALSE,31,,FALSE,FALSE,FALSE,FALSE,14500,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2018,2022,78725,35.2,0.2564853,7517,278.8604838,0.5468937076,0.2435812159,0.5004656113,,0.8394306239,0.2282417367,0.06512810483,0.4782090569,0.6717767296,0.7358121331,0.5381604697,0.2661448141,1123,0.7272012579,0.5208333333,0.159591195,23671,0.3309,0.9562325396,0.007582812292,0.7744374121,1.663178308,2.679293858,0.3898506047,0.002371354043,0,0.7991352201,0.2008647799,0.92147806,0,0,0.8452655889,0.01809083911,0.07428791378,0,2002,0.003325794865,0.06199281628,0.002128508714,0.0049221764,0,0.0007981907676,0.001064254357,0.0007981907676,0.003325794865,0.0003990953838,31112,0.1103871929,1504,160200,,,,,3281,,TRUE,FALSE,TRUE,FALSE,0.01396630492,,TRUE,FALSE,FALSE,FALSE,166,,TRUE,FALSE,TRUE,FALSE,22400,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2018,2019,2023,78725,35.1,0.2656606645,7886,292.5493914,0.4461070251,0.1822216586,0.4166878012,,0.8130864824,0.2103499628,0.09009679821,0.5255356855,0.7667938931,0.7548387097,0.5784946237,0.3225806452,1269,0.7232824427,0.5591603053,0.2358778626,27167,0.3632,0.9125031702,0.01217347198,0.7748091603,1.579876,2.343521845,0.3986337594,0.002644336712,0.009916262671,0.822519084,0.177480916,0.9469253294,0,0,0.8685944363,0.02049780381,0.08235724744,0.01098096633,2004,0.007354805985,0.06670048187,0.0007608419985,0.003677402993,0.0001268069997,0.0007608419985,0.000507227999,0,0.002028911996,0,30733,0.1074035454,1546,167700,,,,,-379,,FALSE,FALSE,FALSE,FALSE,-0.002983647492,,FALSE,FALSE,FALSE,FALSE,42,,TRUE,FALSE,FALSE,FALSE,7500,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
