Year Month,Postal Code,Customer Class,Total Gallons
201707,78746,Commercial,17406800
201707,78746,Irrigation - City of Austin,237000
201707,78746,Irrigation - Commercial,6908800
201707,78746,Wholesale,111305000
201707,78747,Austin Water Utility,0
201707,78747,Commercial,2621700
201707,78747,Irrigation - Commercial,2057000
201707,78747,Wholesale,3737900
201707,78748,City of Austin,70600
201707,78748,Commercial,14585300
201707,78748,Irrigation - City of Austin,9600
201707,78748,Irrigation - Commercial,9870100
201707,78748,Wholesale,589600
201707,78749,Austin Water Utility,0
201707,78749,City of Austin,449800
201707,78749,Commercial,11820000
201707,78749,Irrigation - City of Austin,28600
201707,78749,Irrigation - Commercial,9555100
201707,78750,Austin Water Utility,528700
201707,78750,City of Austin,529300
201707,78750,Commercial,10701500
201707,78750,Irrigation - City of Austin,159900
201707,78750,Irrigation - Commercial,9532900
201707,78751,City of Austin,46900
201707,78751,Commercial,14359200
201707,78751,Irrigation - City of Austin,900
201707,78751,Irrigation - Commercial,232900
201707,78752,Austin Water Utility,0
201707,78752,City of Austin,73800
201707,78752,Commercial,25416200
201707,78752,Irrigation - City of Austin,0
201707,78752,Irrigation - Commercial,3315800
201707,78753,Austin Water Utility,3100
201707,78753,City of Austin,1617500
201707,78753,Commercial,39191400
201707,78753,Irrigation - City of Austin,382300
201707,78753,Irrigation - Commercial,12559100
201707,78754,Austin Water Utility,111700
201707,78754,City of Austin,513100
201707,78754,Commercial,14677100
201707,78754,Irrigation - City of Austin,45300
201707,78754,Irrigation - Commercial,8349600
201707,78754,Large Volume,211051600
201707,78755,Commercial,61000
201707,78756,Austin Water Utility,46400
201707,78756,City of Austin,373300
201707,78756,Commercial,15782400
201707,78756,Irrigation - City of Austin,0
201707,78756,Irrigation - Commercial,1314500
201707,78757,City of Austin,966500
201707,78757,Commercial,16896400
201707,78757,Irrigation - City of Austin,131400
201707,78757,Irrigation - Commercial,1476900
201707,78758,City of Austin,4341300
201707,78758,Commercial,51744500
201707,78758,Irrigation - City of Austin,1858900
201707,78758,Irrigation - Commercial,17595700
201707,78759,Austin Water Utility,13500
201707,78759,City of Austin,107900
201707,78759,Commercial,43805000
201707,78759,Irrigation - City of Austin,1800
201707,78759,Irrigation - Commercial,14775800
201707,78766,Commercial,5800
201707,78766,Irrigation - Commercial,0
201708,78613,Austin Water Utility,25300
201708,78613,Commercial,4422800
201708,78613,Irrigation - Commercial,3679700
201708,78617,Austin Water Utility,524300
201708,78617,City of Austin,2835500
201708,78617,Commercial,16650800
201708,78617,Irrigation - City of Austin,0
201708,78617,Irrigation - Commercial,2906300
201708,78652,Commercial,897400
201708,78652,Irrigation - Commercial,1550700
201708,78653,Commercial,4384300
201708,78653,Irrigation - Commercial,981700
201708,78653,Wholesale,2000
201708,78660,Austin Water Utility,0
201708,78660,Commercial,6247400
201708,78660,Irrigation - City of Austin,0
201708,78660,Irrigation - Commercial,4411000
201708,78660,Wholesale,28379700
201708,78681,City of Austin,16700
201708,78681,Commercial,636800
201708,78681,Irrigation - City of Austin,263000
201708,78681,Irrigation - Commercial,278300
201708,78701,Austin Water Utility,556000
201708,78701,City of Austin,17308700
201708,78701,Commercial,97019700
201708,78701,Irrigation - City of Austin,727200
201708,78701,Irrigation - Commercial,5817300
201708,78701,Large Volume,1253000
201708,78702,Austin Water Utility,39000
201708,78702,City of Austin,2119400
201708,78702,Commercial,28761700
201708,78702,Irrigation - City of Austin,1109800
201708,78702,Irrigation - Commercial,4409000
201708,78703,Austin Water Utility,9800
201708,78703,City of Austin,2763900
201708,78703,Commercial,15230000
201708,78703,Irrigation - City of Austin,848800
201708,78703,Irrigation - Commercial,2977800
201708,78704,Austin Water Utility,13600
201708,78704,City of Austin,2912000
201708,78704,Commercial,35729500
201708,78704,Irrigation - City of Austin,430700
201708,78704,Irrigation - Commercial,7533700
201708,78705,Austin Water Utility,3100
201708,78705,City of Austin,647900
201708,78705,Commercial,28864700
201708,78705,Irrigation - City of Austin,48000
201708,78705,Irrigation - Commercial,3720800
201708,78705,Large Volume,5552000
201708,78710,Commercial,21300
201708,78710,Irrigation - Commercial,200
201708,78712,Commercial,11565200
201708,78712,Irrigation - Commercial,5594000
201708,78712,Irrigation - Large Volume,24404000
201708,78712,Large Volume,17408500
201708,78714,Commercial,793900
201708,78714,Irrigation - Commercial,0
201708,78717,Austin Water Utility,0
201708,78717,City of Austin,181300
201708,78717,Commercial,8575900
201708,78717,Irrigation - City of Austin,0
201708,78717,Irrigation - Commercial,11745100
201708,78719,Austin Water Utility,639900
201708,78719,City of Austin,5407200
201708,78719,Commercial,8072600
201708,78719,Irrigation - City of Austin,813500
201708,78719,Irrigation - Commercial,2503400
201708,78719,Wholesale,2423900
201708,78721,Austin Water Utility,8700
201708,78721,City of Austin,248000
201708,78721,Commercial,4637300
201708,78721,Irrigation - City of Austin,73200
201708,78721,Irrigation - Commercial,1606400
201708,78722,City of Austin,49800
201708,78722,Commercial,4564700
201708,78722,Irrigation - City of Austin,158500
201708,78722,Irrigation - Commercial,1283900
201708,78723,Austin Water Utility,127200
201708,78723,City of Austin,4436500
201708,78723,Commercial,17073400
201708,78723,Irrigation - City of Austin,292900
201708,78723,Irrigation - Commercial,10790900
201708,78724,Austin Water Utility,2173500
201708,78724,City of Austin,9426600
201708,78724,Commercial,11890700
201708,78724,Irrigation - City of Austin,0
201708,78724,Irrigation - Commercial,7658700
201708,78725,Austin Water Utility,860300
201708,78725,City of Austin,97300
201708,78725,Commercial,10238300
201708,78725,Irrigation - Commercial,318600
201708,78725,Large Volume,35406500
201708,78725,Wholesale,1241600
201708,78726,Austin Water Utility,0
201708,78726,City of Austin,114700
201708,78726,Commercial,7490200
201708,78726,Irrigation - Commercial,5670800
201708,78727,City of Austin,29500
201708,78727,Commercial,26199700
201708,78727,Irrigation - City of Austin,0
201708,78727,Irrigation - Commercial,11322200
201708,78728,Commercial,13988200
201708,78728,Irrigation - Commercial,7736400
201708,78728,Wholesale,48875600
201708,78729,City of Austin,234100
201708,78729,Commercial,13875700
201708,78729,Irrigation - City of Austin,64400
201708,78729,Irrigation - Commercial,11981200
201708,78729,Wholesale,48973900
201708,78730,Commercial,4366600
201708,78730,Irrigation - Commercial,7513700
201708,78731,Austin Water Utility,0
201708,78731,City of Austin,337600
201708,78731,Commercial,15855900
201708,78731,Irrigation - City of Austin,1506400
201708,78731,Irrigation - Commercial,5253200
201708,78732,Austin Water Utility,0
201708,78732,Commercial,88500
201708,78732,Irrigation - Commercial,0
201708,78735,Austin Water Utility,0
201708,78735,City of Austin,94000
201708,78735,Commercial,11089900
201708,78735,Irrigation - Commercial,7249800
201708,78735,Large Volume,23962000
201708,78735,Wholesale,413600
201708,78736,Commercial,773300
201708,78736,Irrigation - Commercial,323300
201708,78737,Commercial,268400
201708,78737,Irrigation - Commercial,611600
201708,78737,Wholesale,524200
201708,78739,City of Austin,6800
201708,78739,Commercial,2209400
201708,78739,Irrigation - City of Austin,3300
201708,78739,Irrigation - Commercial,4452900
201708,78739,Wholesale,36171800
201708,78741,Austin Water Utility,24400
201708,78741,City of Austin,701700
201708,78741,Commercial,17041500
201708,78741,Irrigation - City of Austin,389200
201708,78741,Irrigation - Commercial,6495900
201708,78741,Large Volume,35504700
201708,78742,Austin Water Utility,0
201708,78742,Commercial,743200
201708,78742,Irrigation - Commercial,341700
201708,78744,Austin Water Utility,277800
201708,78744,City of Austin,692500
201708,78744,Commercial,34268000
201708,78744,Irrigation - City of Austin,4890900
201708,78744,Irrigation - Commercial,16588700
201708,78745,City of Austin,1778400
201708,78745,Commercial,32377100
201708,78745,Irrigation - City of Austin,13400
201708,78745,Irrigation - Commercial,8494900
201708,78745,Wholesale,12363700
201708,78746,Austin Water Utility,904000
201708,78746,City of Austin,2069500
201708,78746,Commercial,17181900
201708,78746,Irrigation - City of Austin,68000
201708,78746,Irrigation - Commercial,7597700
201708,78746,Wholesale,137951400
201708,78747,Austin Water Utility,0
201708,78747,Commercial,3288400
201708,78747,Irrigation - Commercial,1713200
201708,78747,Wholesale,3975200
201708,78748,City of Austin,72600
201708,78748,Commercial,14632600
201708,78748,Irrigation - City of Austin,11900
201708,78748,Irrigation - Commercial,10000500
201708,78748,Wholesale,525400
201708,78749,Austin Water Utility,0
201708,78749,City of Austin,294300
201708,78749,Commercial,11585200
201708,78749,Irrigation - City of Austin,65300
201708,78749,Irrigation - Commercial,12481400
201708,78750,Austin Water Utility,508100
201708,78750,City of Austin,298700
201708,78750,Commercial,10616000
201708,78750,Irrigation - City of Austin,108600
201708,78750,Irrigation - Commercial,9054900
201708,78751,City of Austin,25800
201708,78751,Commercial,13994900
201708,78751,Irrigation - City of Austin,2000
201708,78751,Irrigation - Commercial,591400
201708,78752,Austin Water Utility,0
201708,78752,City of Austin,69700
201708,78752,Commercial,26162100
201708,78752,Irrigation - City of Austin,0
201708,78752,Irrigation - Commercial,4617700
201708,78753,Austin Water Utility,1100
201708,78753,City of Austin,1288200
201708,78753,Commercial,39473200
201901,78653,Wholesale,0
201708,78753,Irrigation - City of Austin,387500
201708,78753,Irrigation - Commercial,15454700
201708,78754,Austin Water Utility,1700
201708,78754,City of Austin,508200
201708,78754,Commercial,15585400
201708,78754,Irrigation - City of Austin,33100
201708,78754,Irrigation - Commercial,9620600
201708,78754,Large Volume,196632700
201708,78755,Commercial,145800
201708,78756,Austin Water Utility,46900
201708,78756,City of Austin,194600
201708,78756,Commercial,15086800
201708,78756,Irrigation - City of Austin,0
201708,78756,Irrigation - Commercial,1199600
201708,78757,City of Austin,1158600
201708,78757,Commercial,17427600
201708,78757,Irrigation - City of Austin,155400
201708,78757,Irrigation - Commercial,1877600
201708,78758,City of Austin,1372800
201708,78758,Commercial,52486300
201708,78758,Irrigation - City of Austin,4814200
201708,78758,Irrigation - Commercial,17969200
201708,78759,Austin Water Utility,13700
201708,78759,City of Austin,121300
201708,78759,Commercial,47282300
201708,78759,Irrigation - City of Austin,1800
201708,78759,Irrigation - Commercial,16846300
201708,78766,Commercial,6100
201708,78766,Irrigation - Commercial,0
201709,78613,Austin Water Utility,28600
201709,78613,Commercial,4095100
201709,78613,Irrigation - Commercial,3542100
201709,78617,Austin Water Utility,551200
201709,78617,City of Austin,633200
201709,78617,Commercial,15027500
201709,78617,Irrigation - City of Austin,0
201709,78617,Irrigation - Commercial,3930400
201709,78652,Commercial,1072800
201709,78652,Irrigation - Commercial,947100
201709,78653,Commercial,1849300
201709,78653,Irrigation - Commercial,1256100
201709,78653,Wholesale,0
201709,78660,Austin Water Utility,0
201709,78660,Commercial,6237800
201709,78660,Irrigation - City of Austin,0
201709,78660,Irrigation - Commercial,4851900
201709,78660,Wholesale,27069100
201709,78681,City of Austin,15800
201709,78681,Commercial,992500
201709,78681,Irrigation - City of Austin,162000
201709,78681,Irrigation - Commercial,244900
201709,78701,Austin Water Utility,233000
201709,78701,City of Austin,15924800
201709,78701,Commercial,92816500
201709,78701,Irrigation - City of Austin,1915300
201709,78701,Irrigation - Commercial,4231100
201709,78701,Large Volume,840000
201709,78702,Austin Water Utility,41000
201709,78702,City of Austin,2078500
201709,78702,Commercial,26461800
201709,78702,Irrigation - City of Austin,1022700
201709,78702,Irrigation - Commercial,2987200
201709,78703,Austin Water Utility,12000
201709,78703,City of Austin,2319500
201709,78703,Commercial,15353900
201709,78703,Irrigation - City of Austin,813600
201709,78703,Irrigation - Commercial,2771500
201709,78704,Austin Water Utility,3900
201709,78704,City of Austin,3047300
201709,78704,Commercial,39298100
201709,78704,Irrigation - City of Austin,441500
201709,78704,Irrigation - Commercial,7498300
201709,78705,Austin Water Utility,2600
201709,78705,City of Austin,912000
201709,78705,Commercial,33503900
201709,78705,Irrigation - City of Austin,43700
201709,78705,Irrigation - Commercial,3901700
201709,78705,Large Volume,6825000
201709,78710,Commercial,24400
201709,78710,Irrigation - Commercial,0
201709,78712,Commercial,9021200
201709,78712,Irrigation - Commercial,3428400
201709,78712,Irrigation - Large Volume,27986000
201709,78712,Large Volume,18569900
201709,78714,Commercial,669200
201709,78714,Irrigation - Commercial,0
201709,78717,Austin Water Utility,0
201709,78717,City of Austin,175800
201709,78717,Commercial,6468100
201709,78717,Irrigation - City of Austin,0
201709,78717,Irrigation - Commercial,10648200
201709,78719,Austin Water Utility,529100
201709,78719,City of Austin,4280100
201709,78719,Commercial,7680000
201709,78719,Irrigation - City of Austin,546300
201709,78719,Irrigation - Commercial,2052100
201709,78719,Wholesale,1905900
201709,78721,Austin Water Utility,54000
201709,78721,City of Austin,1060200
201709,78721,Commercial,4983500
201709,78721,Irrigation - City of Austin,17300
201709,78721,Irrigation - Commercial,1206500
201709,78722,City of Austin,56600
201709,78722,Commercial,4904900
201709,78722,Irrigation - City of Austin,113300
201709,78722,Irrigation - Commercial,1461600
201709,78723,Austin Water Utility,36100
201709,78723,City of Austin,4465100
201709,78723,Commercial,17264700
201709,78723,Irrigation - City of Austin,120100
201709,78723,Irrigation - Commercial,9904100
201709,78724,Austin Water Utility,851500
201709,78724,City of Austin,13544100
201709,78724,Commercial,9503300
201709,78724,Irrigation - City of Austin,0
201709,78724,Irrigation - Commercial,7931800
201709,78725,Austin Water Utility,246900
201709,78725,City of Austin,1553300
201709,78725,Commercial,9150700
201709,78725,Irrigation - Commercial,664500
201709,78725,Large Volume,28529000
201709,78725,Wholesale,1211400
201709,78726,Austin Water Utility,0
201709,78726,City of Austin,20200
201709,78726,Commercial,8123200
201709,78726,Irrigation - Commercial,4867000
201709,78727,City of Austin,22400
201709,78727,Commercial,26226400
201709,78727,Irrigation - City of Austin,1500
201709,78727,Irrigation - Commercial,10166800
201709,78728,Commercial,13590600
201709,78728,Irrigation - Commercial,6938900
201709,78728,Wholesale,47628200
201709,78729,City of Austin,168400
201709,78729,Commercial,12449500
201709,78729,Irrigation - City of Austin,63700
201709,78729,Irrigation - Commercial,9154400
201709,78729,Wholesale,42294600
201709,78730,Commercial,4589800
201709,78730,Irrigation - Commercial,6916900
201709,78731,Austin Water Utility,0
201709,78731,City of Austin,102100
201709,78731,Commercial,15063800
201709,78731,Irrigation - City of Austin,829500
201709,78731,Irrigation - Commercial,4929700
201709,78732,Austin Water Utility,0
201709,78732,Commercial,77900
201709,78732,Irrigation - Commercial,0
201709,78735,Austin Water Utility,3000
201709,78735,City of Austin,104100
201709,78735,Commercial,14838400
201709,78735,Irrigation - Commercial,9218700
201709,78735,Large Volume,19560000
201709,78735,Wholesale,383200
201709,78736,Commercial,2186900
201709,78736,Irrigation - Commercial,453400
201709,78737,Commercial,789100
201709,78737,Irrigation - Commercial,606200
201709,78737,Wholesale,467400
201709,78739,City of Austin,10200
201709,78739,Commercial,2012000
201709,78739,Irrigation - City of Austin,11900
201709,78739,Irrigation - Commercial,4942000
201709,78739,Wholesale,28226900
201709,78741,Austin Water Utility,22900
201709,78741,City of Austin,831800
201709,78741,Commercial,19933300
201709,78741,Irrigation - City of Austin,3745600
201709,78741,Irrigation - Commercial,6944000
201709,78741,Large Volume,41534300
201709,78742,Commercial,773600
201709,78742,Irrigation - Commercial,189400
201709,78744,Austin Water Utility,600500
201709,78744,City of Austin,451700
201709,78744,Commercial,36907300
201709,78744,Irrigation - City of Austin,4065700
201709,78744,Irrigation - Commercial,18031400
201709,78745,City of Austin,2732600
201709,78745,Commercial,33988400
201709,78745,Irrigation - City of Austin,15700
201709,78745,Irrigation - Commercial,9291200
201709,78745,Wholesale,9334000
201709,78746,Austin Water Utility,982500
201709,78746,City of Austin,426100
201709,78746,Commercial,14911400
201709,78746,Irrigation - City of Austin,103000
201709,78746,Irrigation - Commercial,7950800
201709,78746,Wholesale,121778900
201709,78747,Austin Water Utility,100
201709,78747,Commercial,2320700
201709,78747,Irrigation - Commercial,1627100
201709,78747,Wholesale,4792400
201709,78748,City of Austin,79600
201709,78748,Commercial,14509200
201709,78748,Irrigation - City of Austin,9600
201709,78748,Irrigation - Commercial,10698300
201709,78748,Wholesale,627400
201709,78749,Austin Water Utility,100
201709,78749,City of Austin,282100
201709,78749,Commercial,13973200
201709,78749,Irrigation - City of Austin,89900
201709,78749,Irrigation - Commercial,10662600
201709,78750,Austin Water Utility,619700
201709,78750,City of Austin,387700
201709,78750,Commercial,10599000
201709,78750,Irrigation - City of Austin,64400
201709,78750,Irrigation - Commercial,7259700
201709,78751,City of Austin,49700
201709,78751,Commercial,14018300
201709,78751,Irrigation - City of Austin,9200
201709,78751,Irrigation - Commercial,545600
201709,78752,Austin Water Utility,0
201709,78752,City of Austin,69800
201709,78752,Commercial,25700200
201709,78752,Irrigation - City of Austin,0
201709,78752,Irrigation - Commercial,4771100
201709,78753,Austin Water Utility,40300
201709,78753,City of Austin,1622600
201709,78753,Commercial,40074900
201709,78753,Irrigation - City of Austin,233600
201709,78753,Irrigation - Commercial,12359900
201709,78754,Austin Water Utility,100
201709,78754,City of Austin,444600
201709,78754,Commercial,15902600
201709,78754,Irrigation - City of Austin,0
201709,78754,Irrigation - Commercial,11698600
201709,78754,Large Volume,221573000
201709,78755,Commercial,72700
201709,78756,Austin Water Utility,57300
201709,78756,City of Austin,280000
201709,78756,Commercial,14913600
201709,78756,Irrigation - City of Austin,0
201709,78756,Irrigation - Commercial,1216900
201709,78757,City of Austin,1092300
201709,78757,Commercial,18038100
201709,78757,Irrigation - City of Austin,118800
201709,78757,Irrigation - Commercial,1963600
201709,78758,City of Austin,1022600
201709,78758,Commercial,52358400
201709,78758,Irrigation - City of Austin,3996700
201709,78758,Irrigation - Commercial,15997200
201709,78759,Austin Water Utility,13600
201709,78759,City of Austin,171400
201709,78759,Commercial,44168100
201709,78759,Irrigation - City of Austin,1100
201709,78759,Irrigation - Commercial,14799200
201709,78766,Commercial,5700
201709,78766,Irrigation - Commercial,0
201710,78613,Austin Water Utility,26500
201710,78613,Commercial,3499000
201710,78613,Irrigation - Commercial,3983200
201710,78617,Austin Water Utility,503100
201710,78617,City of Austin,816700
201710,78617,Commercial,13832000
201710,78617,Irrigation - City of Austin,0
201710,78617,Irrigation - Commercial,1583200
201710,78652,Commercial,2075600
201710,78652,Irrigation - Commercial,1180700
201710,78653,Commercial,1874200
201710,78653,Irrigation - Commercial,940700
201710,78653,Wholesale,0
201710,78660,Austin Water Utility,0
201710,78660,Commercial,5991800
201710,78660,Irrigation - City of Austin,0
201710,78660,Irrigation - Commercial,3446600
201710,78660,Wholesale,27873600
201710,78681,City of Austin,19600
201710,78681,Commercial,483000
201710,78681,Irrigation - City of Austin,3200
201710,78681,Irrigation - Commercial,96200
201710,78701,Austin Water Utility,195000
201710,78701,City of Austin,15274400
201710,78701,Commercial,82422800
201710,78701,Irrigation - City of Austin,797100
201710,78701,Irrigation - Commercial,3646100
201710,78701,Large Volume,1474000
201710,78702,Austin Water Utility,62000
201710,78702,City of Austin,1245100
201710,78702,Commercial,26335600
201710,78702,Irrigation - City of Austin,601600
201710,78702,Irrigation - Commercial,2352200
201710,78703,Austin Water Utility,10500
201710,78703,City of Austin,1730100
201710,78703,Commercial,14427600
201710,78703,Irrigation - City of Austin,547200
201710,78703,Irrigation - Commercial,2786200
201710,78704,Austin Water Utility,10100
201710,78704,City of Austin,1544600
201710,78704,Commercial,36132700
201710,78704,Irrigation - City of Austin,723500
201710,78704,Irrigation - Commercial,6041000
201710,78705,Austin Water Utility,2300
201710,78705,City of Austin,632700
201710,78705,Commercial,30275300
201710,78705,Irrigation - City of Austin,42200
201710,78705,Irrigation - Commercial,2805800
201710,78705,Large Volume,4715000
201710,78710,Commercial,21500
201710,78710,Irrigation - Commercial,400
201710,78712,Commercial,7930600
201710,78712,Irrigation - Commercial,2429700
201710,78712,Irrigation - Large Volume,23142000
201710,78712,Large Volume,21911800
201710,78714,Commercial,512700
201710,78714,Irrigation - Commercial,0
201710,78717,Austin Water Utility,0
201710,78717,City of Austin,200600
201710,78717,Commercial,5870300
201710,78717,Irrigation - City of Austin,0
201710,78717,Irrigation - Commercial,8098700
201710,78719,Austin Water Utility,656800
201710,78719,City of Austin,4591200
201710,78719,Commercial,5564300
201710,78719,Irrigation - City of Austin,317600
201710,78719,Irrigation - Commercial,1326100
201710,78719,Wholesale,1644000
201710,78721,Austin Water Utility,213400
201710,78721,City of Austin,166000
201710,78721,Commercial,4838400
201710,78721,Irrigation - City of Austin,27800
201710,78721,Irrigation - Commercial,1451200
201710,78722,City of Austin,50200
201710,78722,Commercial,4717000
201710,78722,Irrigation - City of Austin,22100
201710,78722,Irrigation - Commercial,1037900
201710,78723,Austin Water Utility,35300
201710,78723,City of Austin,3898800
201710,78723,Commercial,16257800
201710,78723,Irrigation - City of Austin,0
201710,78723,Irrigation - Commercial,3933900
201710,78724,Austin Water Utility,555500
201710,78724,City of Austin,9101400
201710,78724,Commercial,6903100
201710,78724,Irrigation - City of Austin,0
201710,78724,Irrigation - Commercial,5181800
201710,78725,Austin Water Utility,273200
201710,78725,City of Austin,262700
201710,78725,Commercial,7927400
201710,78725,Irrigation - Commercial,322300
201710,78725,Large Volume,31767000
201710,78725,Wholesale,1030400
201710,78726,Austin Water Utility,0
201710,78726,City of Austin,22500
201710,78726,Commercial,7715200
201710,78726,Irrigation - Commercial,4108900
201710,78727,City of Austin,33600
201710,78727,Commercial,23344200
201710,78727,Irrigation - City of Austin,0
201710,78727,Irrigation - Commercial,8771600
201710,78728,Commercial,12186700
201710,78728,Irrigation - Commercial,6238000
201710,78728,Wholesale,48145500
201710,78729,City of Austin,77500
201710,78729,Commercial,11593000
201710,78729,Irrigation - City of Austin,49800
201710,78729,Irrigation - Commercial,6887200
201710,78729,Wholesale,42692600
201710,78730,Commercial,3981900
201710,78730,Irrigation - Commercial,5653200
201710,78731,Austin Water Utility,0
201710,78731,City of Austin,61300
201710,78731,Commercial,13974500
201710,78731,Irrigation - City of Austin,368000
201710,78731,Irrigation - Commercial,4569700
201710,78732,Austin Water Utility,0
201710,78732,Commercial,83000
201710,78732,Irrigation - Commercial,0
201710,78735,Austin Water Utility,0
201710,78735,City of Austin,90000
201710,78735,Commercial,10835300
201710,78735,Irrigation - Commercial,6823500
201710,78735,Large Volume,20359000
201710,78735,Wholesale,294700
201710,78736,Commercial,2601600
201710,78736,Irrigation - Commercial,512800
201710,78737,Commercial,443100
201710,78737,Irrigation - Commercial,373300
201710,78737,Wholesale,509800
201710,78739,City of Austin,8000
201710,78739,Commercial,1659800
201710,78739,Irrigation - City of Austin,100
201710,78739,Irrigation - Commercial,3188400
201710,78739,Wholesale,23423200
201710,78741,Austin Water Utility,25500
201710,78741,City of Austin,594500
201710,78741,Commercial,17131600
201710,78741,Irrigation - City of Austin,2505800
201710,78741,Irrigation - Commercial,5391400
201710,78741,Large Volume,36078000
201710,78742,Austin Water Utility,0
201710,78742,Commercial,528800
201710,78742,Irrigation - Commercial,129800
201710,78744,Austin Water Utility,610400
201710,78744,City of Austin,536500
201710,78744,Commercial,31530100
201710,78744,Irrigation - City of Austin,2277600
201710,78744,Irrigation - Commercial,13213800
201710,78745,City of Austin,1879400
201710,78745,Commercial,29266800
201710,78745,Irrigation - City of Austin,13400
201710,78745,Irrigation - Commercial,7064600
201710,78745,Wholesale,9049300
201710,78746,Austin Water Utility,922700
201710,78746,City of Austin,1844400
201710,78746,Commercial,16067300
201710,78746,Irrigation - City of Austin,152000
201710,78746,Irrigation - Commercial,6835100
201710,78746,Wholesale,115271600
201710,78747,Austin Water Utility,0
201710,78747,Commercial,1950100
201710,78747,Irrigation - Commercial,1282700
201710,78747,Wholesale,4654300
201710,78748,City of Austin,66800
201710,78748,Commercial,13027700
201710,78748,Irrigation - City of Austin,11900
201710,78748,Irrigation - Commercial,8158500
201710,78748,Wholesale,527300
201710,78749,Austin Water Utility,400
201710,78749,City of Austin,234700
201710,78749,Commercial,11298600
201710,78749,Irrigation - City of Austin,85800
201710,78749,Irrigation - Commercial,10226400
201710,78750,Austin Water Utility,76700
201710,78750,City of Austin,346000
201710,78750,Commercial,9170500
201710,78750,Irrigation - City of Austin,42600
201710,78750,Irrigation - Commercial,5836900
201710,78751,City of Austin,34700
201710,78751,Commercial,12852200
201710,78751,Irrigation - City of Austin,5300
201710,78751,Irrigation - Commercial,396400
201710,78752,Austin Water Utility,0
201710,78752,City of Austin,86900
201710,78752,Commercial,22271400
201710,78752,Irrigation - City of Austin,0
201710,78752,Irrigation - Commercial,3502000
201710,78753,Austin Water Utility,162000
201710,78753,City of Austin,1248200
201710,78753,Commercial,34873800
201710,78753,Irrigation - City of Austin,299300
201710,78753,Irrigation - Commercial,9344100
201710,78754,Austin Water Utility,0
201710,78754,City of Austin,337500
201710,78754,Commercial,14065200
201710,78754,Irrigation - City of Austin,0
201710,78754,Irrigation - Commercial,7722600
201710,78754,Large Volume,191184100
201710,78755,Commercial,47000
201710,78756,Austin Water Utility,30800
201710,78756,City of Austin,39000
201710,78756,Commercial,13334100
201710,78756,Irrigation - City of Austin,0
201710,78756,Irrigation - Commercial,1004000
201710,78757,City of Austin,427400
201710,78757,Commercial,16192300
201710,78757,Irrigation - City of Austin,108800
201710,78757,Irrigation - Commercial,1913300
201710,78758,City of Austin,844700
201710,78758,Commercial,50679000
201710,78758,Irrigation - City of Austin,3490600
201710,78758,Irrigation - Commercial,12823100
201710,78759,Austin Water Utility,15600
201710,78759,City of Austin,30800
201710,78759,Commercial,42766200
201710,78759,Irrigation - City of Austin,500
201710,78759,Irrigation - Commercial,15675700
201710,78766,Commercial,6200
201710,78766,Irrigation - Commercial,0
201711,78613,Austin Water Utility,27900
201711,78613,Commercial,3766400
201711,78613,Irrigation - Commercial,3197100
201711,78617,Austin Water Utility,541400
201711,78617,City of Austin,232600
201711,78617,Commercial,13054500
201711,78617,Irrigation - City of Austin,0
201711,78617,Irrigation - Commercial,792000
201711,78652,Commercial,1304200
201711,78652,Irrigation - Commercial,683900
201711,78653,Commercial,654200
201711,78653,Irrigation - Commercial,1233100
201711,78653,Wholesale,0
201711,78660,Austin Water Utility,0
201711,78660,Commercial,5107200
201711,78660,Irrigation - City of Austin,0
201711,78660,Irrigation - Commercial,2464700
201711,78660,Wholesale,23574400
201711,78681,City of Austin,5600
201711,78681,Commercial,414200
201711,78681,Irrigation - City of Austin,1000
201711,78681,Irrigation - Commercial,19900
201711,78701,Austin Water Utility,151000
201711,78701,City of Austin,8825100
201711,78701,Commercial,78970600
201711,78701,Irrigation - City of Austin,621800
201711,78701,Irrigation - Commercial,3284200
201711,78701,Large Volume,1185000
201711,78702,Austin Water Utility,26000
201711,78702,City of Austin,1514900
201711,78702,Commercial,24559500
201711,78702,Irrigation - City of Austin,695800
201711,78702,Irrigation - Commercial,2106200
201711,78703,Austin Water Utility,28300
201711,78703,City of Austin,1159100
201711,78703,Commercial,13211300
201711,78703,Irrigation - City of Austin,975200
201711,78703,Irrigation - Commercial,1915900
201711,78704,Austin Water Utility,3800
201711,78704,City of Austin,1119400
201711,78704,Commercial,32710600
201711,78704,Irrigation - City of Austin,591200
201711,78704,Irrigation - Commercial,4850500
201711,78705,Austin Water Utility,2400
201711,78705,City of Austin,548300
201711,78705,Commercial,27284400
201711,78705,Irrigation - City of Austin,34200
201711,78705,Irrigation - Commercial,2308100
201711,78705,Large Volume,4414000
201711,78710,Commercial,21300
201711,78710,Irrigation - Commercial,0
201711,78712,Commercial,6380300
201711,78712,Irrigation - Commercial,3825900
201711,78712,Irrigation - Large Volume,18630000
201711,78712,Large Volume,16546100
201711,78714,Commercial,349100
201711,78714,Irrigation - Commercial,0
201711,78717,Austin Water Utility,100
201711,78717,City of Austin,196000
201711,78717,Commercial,5260600
201711,78717,Irrigation - City of Austin,0
201711,78717,Irrigation - Commercial,7585700
201711,78719,Austin Water Utility,588200
201711,78719,City of Austin,3766600
201711,78719,Commercial,4462200
201711,78719,Irrigation - City of Austin,361700
201711,78719,Irrigation - Commercial,877100
