Year Month,Postal Code,Customer Class,Total Gallons
201301,78754,Irrigation - City of Austin,0
201301,78754,Irrigation - Commercial,4467400
201301,78754,Large Volume,102821500
201301,78755,Commercial,32900
201301,78756,Austin Water Utility,37300
201301,78756,City of Austin,23600
201301,78756,Commercial,10984200
201301,78756,Irrigation - City of Austin,0
201301,78756,Irrigation - Commercial,504700
201301,78757,City of Austin,645900
201301,78757,Commercial,16893000
201301,78757,Irrigation - City of Austin,17900
201301,78757,Irrigation - Commercial,686200
201301,78758,City of Austin,127100
201301,78758,Commercial,38407700
201301,78758,Irrigation - City of Austin,1938900
201301,78758,Irrigation - Commercial,8072800
201301,78759,Austin Water Utility,19600
201301,78759,City of Austin,38800
201301,78759,Commercial,37313700
201301,78759,Irrigation - City of Austin,200
201301,78759,Irrigation - Commercial,8164600
201301,78766,Commercial,4900
201301,78766,Irrigation - Commercial,34000
201302,78613,Commercial,3551000
201302,78613,Irrigation - Commercial,574600
201302,78617,Austin Water Utility,86800
201302,78617,City of Austin,7128900
201302,78617,Commercial,11911700
201302,78617,Irrigation - City of Austin,0
201302,78617,Irrigation - Commercial,1002300
201302,78640,Commercial,92500
201302,78652,Commercial,193900
201302,78652,Irrigation - Commercial,37400
201302,78653,Commercial,76500
201302,78653,Irrigation - Commercial,266200
201302,78653,Wholesale,0
201302,78660,Commercial,3521600
201302,78660,Irrigation - Commercial,1632000
201302,78660,Wholesale,23423100
201302,78681,City of Austin,0
201302,78681,Irrigation - City of Austin,36000
201302,78701,Austin Water Utility,131000
201302,78701,City of Austin,4690900
201302,78701,Commercial,60474200
201302,78701,Irrigation - City of Austin,521700
201302,78701,Irrigation - Commercial,1323900
201302,78701,Large Volume,99000
201302,78702,Austin Water Utility,107000
201302,78702,City of Austin,711600
201302,78702,Commercial,21048900
201302,78702,Irrigation - City of Austin,929600
201302,78702,Irrigation - Commercial,1517200
201302,78703,Austin Water Utility,10600
201302,78703,City of Austin,1105600
201302,78703,Commercial,13457000
201302,78703,Irrigation - City of Austin,91300
201302,78703,Irrigation - Commercial,1646800
201302,78704,Austin Water Utility,14600
201302,78704,City of Austin,1028300
201302,78704,Commercial,30230500
201302,78704,Irrigation - City of Austin,222100
201302,78704,Irrigation - Commercial,2943800
201302,78705,City of Austin,176500
201302,78705,Commercial,28463500
201302,78705,Irrigation - City of Austin,400
201302,78705,Irrigation - Commercial,1638200
201302,78705,Large Volume,6663000
201302,78710,Commercial,42300
201302,78710,Irrigation - Commercial,7500
201302,78712,Commercial,8332300
201302,78712,Irrigation - Commercial,1676100
201302,78712,Irrigation - Large Volume,12638200
201302,78712,Large Volume,8671200
201302,78714,Commercial,249000
201302,78714,Irrigation - Commercial,20000
201302,78717,City of Austin,0
201302,78717,Commercial,6077100
201302,78717,Irrigation - City of Austin,20100
201302,78717,Irrigation - Commercial,3519400
201302,78719,Austin Water Utility,573200
201302,78719,City of Austin,2493500
201302,78719,Commercial,3420300
201302,78719,Irrigation - City of Austin,0
201302,78719,Irrigation - Commercial,170500
201302,78719,Wholesale,1415500
201302,78721,Austin Water Utility,5800
201302,78721,City of Austin,109500
201302,78721,Commercial,7069300
201302,78721,Irrigation - City of Austin,14600
201302,78721,Irrigation - Commercial,167200
201302,78722,City of Austin,76300
201302,78722,Commercial,4312400
201302,78722,Irrigation - City of Austin,468500
201302,78722,Irrigation - Commercial,369800
201302,78723,City of Austin,1561500
201302,78723,Commercial,12244500
201302,78723,Irrigation - City of Austin,5700
201302,78723,Irrigation - Commercial,669600
201302,78724,Austin Water Utility,71000
201302,78724,City of Austin,2028600
201302,78724,Commercial,4875900
201302,78724,Irrigation - City of Austin,0
201302,78724,Irrigation - Commercial,1826300
201302,78725,Austin Water Utility,382200
201302,78725,City of Austin,223200
201302,78725,Commercial,4721200
201302,78725,Irrigation - Commercial,135000
201302,78725,Large Volume,29198000
201302,78725,Wholesale,965400
201302,78726,Austin Water Utility,0
201302,78726,City of Austin,12000
201302,78726,Commercial,6162200
201302,78726,Irrigation - Commercial,2184300
201302,78727,City of Austin,26900
201302,78727,Commercial,13572800
201302,78727,Irrigation - City of Austin,0
201302,78727,Irrigation - Commercial,4738600
201302,78728,Commercial,2399100
201302,78728,Irrigation - Commercial,1223600
201302,78728,Large Volume,3583000
201302,78728,Wholesale,34484800
201302,78729,City of Austin,12400
201302,78729,Commercial,10944500
201302,78729,Irrigation - City of Austin,0
201302,78729,Irrigation - Commercial,3526500
201302,78729,Wholesale,25372000
201302,78730,Commercial,2320600
201302,78730,Irrigation - Commercial,2464000
201302,78731,Austin Water Utility,0
201302,78731,City of Austin,32500
201302,78731,Commercial,13407900
201302,78731,Irrigation - City of Austin,176600
201302,78731,Irrigation - Commercial,2687900
201302,78732,Commercial,161900
201302,78732,Irrigation - Commercial,0
201302,78735,Austin Water Utility,0
201302,78735,City of Austin,271000
201302,78735,Commercial,7723300
201302,78735,Irrigation - Commercial,1816700
201302,78735,Large Volume,21651000
201302,78735,Wholesale,303300
201302,78736,Commercial,1145400
201302,78736,Irrigation - Commercial,151900
201302,78737,Commercial,369700
201302,78737,Irrigation - Commercial,192400
201302,78737,Wholesale,453800
201302,78739,City of Austin,8000
201302,78739,Commercial,1745100
201302,78739,Irrigation - City of Austin,0
201302,78739,Irrigation - Commercial,1325700
201302,78739,Wholesale,9407700
201302,78741,Austin Water Utility,127400
201302,78741,City of Austin,415500
201302,78741,Commercial,17938800
201302,78741,Irrigation - City of Austin,2331600
201302,78741,Irrigation - Commercial,2414700
201302,78741,Large Volume,33661000
201302,78742,Commercial,588200
201302,78742,Irrigation - Commercial,27500
201302,78744,Austin Water Utility,590300
201302,78744,City of Austin,514000
201302,78744,Commercial,22592700
201302,78744,Irrigation - City of Austin,785500
201302,78744,Irrigation - Commercial,3699800
201302,78745,City of Austin,325500
201302,78745,Commercial,26734200
201302,78745,Irrigation - City of Austin,40600
201302,78745,Irrigation - Commercial,3324100
201302,78745,Wholesale,6813200
201302,78746,City of Austin,398100
201302,78746,Commercial,10262700
201302,78746,Irrigation - City of Austin,288600
201302,78746,Irrigation - Commercial,1877100
201302,78746,Wholesale,74905100
201302,78747,Austin Water Utility,676000
201302,78747,Commercial,751000
201302,78747,Irrigation - Commercial,502600
201302,78747,Wholesale,4960700
201302,78748,City of Austin,33700
201302,78748,Commercial,10550800
201302,78748,Irrigation - City of Austin,20500
201302,78748,Irrigation - Commercial,2915700
201302,78748,Wholesale,619000
201302,78749,Austin Water Utility,0
201302,78749,City of Austin,38900
201302,78749,Commercial,9587400
201302,78749,Irrigation - City of Austin,11200
201302,78749,Irrigation - Commercial,7125500
201302,78750,Austin Water Utility,447000
201302,78750,City of Austin,140000
201302,78750,Commercial,7684500
201302,78750,Irrigation - City of Austin,112000
201302,78750,Irrigation - Commercial,2834200
201302,78751,City of Austin,24600
201302,78751,Commercial,12385000
201302,78751,Irrigation - City of Austin,680100
201302,78751,Irrigation - Commercial,279300
201302,78752,City of Austin,174700
201302,78752,Commercial,21171700
201302,78752,Irrigation - City of Austin,0
201302,78752,Irrigation - Commercial,1928900
201302,78753,Austin Water Utility,1300
201302,78753,City of Austin,43700
201302,78753,Commercial,31785900
201302,78753,Irrigation - City of Austin,189600
201302,78753,Irrigation - Commercial,5782700
201302,78754,Austin Water Utility,448800
201302,78754,City of Austin,250200
201302,78754,Commercial,11358500
201302,78754,Irrigation - City of Austin,0
201302,78754,Irrigation - Commercial,2652400
201302,78754,Large Volume,94055300
201302,78755,Commercial,34300
201302,78756,Austin Water Utility,25600
201302,78756,City of Austin,50000
201302,78756,Commercial,9849100
201302,78756,Irrigation - City of Austin,0
201302,78756,Irrigation - Commercial,416000
201302,78757,City of Austin,267900
201302,78757,Commercial,15132300
201302,78757,Irrigation - City of Austin,14700
201302,78757,Irrigation - Commercial,662700
201302,78758,City of Austin,167800
201302,78758,Commercial,33934200
201302,78758,Irrigation - City of Austin,2045100
201302,78758,Irrigation - Commercial,6760300
201302,78759,Austin Water Utility,19300
201302,78759,City of Austin,20700
201302,78759,Commercial,34105000
201302,78759,Irrigation - City of Austin,700
201302,78759,Irrigation - Commercial,6010000
201302,78766,Commercial,4600
201302,78766,Irrigation - Commercial,50000
201303,78613,Commercial,3211700
201303,78613,Irrigation - Commercial,730500
201303,78617,Austin Water Utility,193900
201303,78617,City of Austin,3841800
201303,78617,Commercial,10437900
201303,78617,Irrigation - City of Austin,0
201303,78617,Irrigation - Commercial,1571700
201303,78640,Commercial,330200
201303,78652,Commercial,148900
201303,78652,Irrigation - Commercial,42900
201303,78653,Commercial,100000
201303,78653,Irrigation - Commercial,283100
201303,78653,Wholesale,0
201303,78660,Commercial,4113300
201303,78660,Irrigation - Commercial,1806100
201303,78660,Wholesale,21622600
201303,78681,City of Austin,3900
201303,78681,Irrigation - City of Austin,1000
201303,78701,Austin Water Utility,140000
201303,78701,City of Austin,4496700
201303,78701,Commercial,64363500
201303,78701,Irrigation - City of Austin,589100
201303,78701,Irrigation - Commercial,3897000
201303,78701,Large Volume,316000
201303,78702,Austin Water Utility,63000
201303,78702,City of Austin,1036500
201303,78702,Commercial,22281000
201303,78702,Irrigation - City of Austin,422500
201303,78702,Irrigation - Commercial,1651300
201303,78703,Austin Water Utility,11100
201303,78703,City of Austin,1755500
201303,78703,Commercial,13200900
201303,78703,Irrigation - City of Austin,88500
201303,78703,Irrigation - Commercial,1935900
201303,78704,Austin Water Utility,15300
201303,78704,City of Austin,1208700
201303,78704,Commercial,31497100
201303,78704,Irrigation - City of Austin,138200
201303,78704,Irrigation - Commercial,3073800
201303,78705,City of Austin,70300
201303,78705,Commercial,30609800
201303,78705,Irrigation - City of Austin,2800
201303,78705,Irrigation - Commercial,2055900
201303,78705,Large Volume,6836000
201303,78710,Commercial,34500
201303,78710,Irrigation - Commercial,4100
201303,78712,Commercial,8719400
201303,78712,Irrigation - Commercial,3423400
201303,78712,Irrigation - Large Volume,10941600
201303,78712,Large Volume,11872400
201303,78714,Commercial,253600
201303,78714,Irrigation - Commercial,0
201303,78717,City of Austin,0
201303,78717,Commercial,7945800
201303,78717,Irrigation - City of Austin,33100
201303,78717,Irrigation - Commercial,4501400
201303,78719,Austin Water Utility,442800
201303,78719,City of Austin,2378000
201303,78719,Commercial,4326400
201303,78719,Irrigation - City of Austin,506300
201303,78719,Irrigation - Commercial,506900
201303,78719,Wholesale,1463000
201303,78721,Austin Water Utility,4100
201303,78721,City of Austin,121200
201303,78721,Commercial,7222900
201303,78721,Irrigation - City of Austin,15400
201303,78721,Irrigation - Commercial,389700
201303,78722,City of Austin,105300
201303,78722,Commercial,4463700
201303,78722,Irrigation - City of Austin,1296000
201303,78722,Irrigation - Commercial,766000
201303,78723,City of Austin,1349400
201303,78723,Commercial,13692300
201303,78723,Irrigation - City of Austin,24300
201303,78723,Irrigation - Commercial,1697200
201303,78724,Austin Water Utility,22000
201303,78724,City of Austin,4319700
201303,78724,Commercial,6145800
201303,78724,Irrigation - City of Austin,0
201303,78724,Irrigation - Commercial,2275400
201303,78725,Austin Water Utility,672800
201303,78725,City of Austin,279300
201303,78725,Commercial,4367500
201303,78725,Irrigation - Commercial,74300
201303,78725,Large Volume,27834000
201303,78725,Wholesale,886700
201303,78726,Austin Water Utility,0
201303,78726,City of Austin,12000
201303,78726,Commercial,6542000
201303,78726,Irrigation - Commercial,2684700
201303,78727,City of Austin,28300
201303,78727,Commercial,15756500
201303,78727,Irrigation - City of Austin,13800
201303,78727,Irrigation - Commercial,6117300
201303,78728,Commercial,2765000
201303,78728,Irrigation - Commercial,2616800
201303,78728,Large Volume,3455000
201303,78728,Wholesale,32788900
201303,78729,City of Austin,11600
201303,78729,Commercial,11525700
201303,78729,Irrigation - City of Austin,0
201303,78729,Irrigation - Commercial,4257700
201303,78729,Wholesale,25984000
201303,78730,Commercial,2484400
201303,78730,Irrigation - Commercial,2806500
201303,78731,Austin Water Utility,0
201303,78731,City of Austin,33600
201303,78731,Commercial,14002700
201303,78731,Irrigation - City of Austin,78100
201303,78731,Irrigation - Commercial,3398800
201303,78732,Commercial,2301800
201303,78732,Irrigation - Commercial,0
201303,78735,Austin Water Utility,0
201303,78735,City of Austin,268000
201303,78735,Commercial,8144600
201303,78735,Irrigation - Commercial,2671700
201303,78735,Large Volume,19679000
201303,78735,Wholesale,383200
201303,78736,Commercial,1344600
201303,78736,Irrigation - Commercial,227400
201303,78737,Commercial,395000
201303,78737,Irrigation - Commercial,262300
201303,78737,Wholesale,431400
201303,78739,City of Austin,7000
201303,78739,Commercial,1258800
201303,78739,Irrigation - City of Austin,400
201303,78739,Irrigation - Commercial,1243700
201303,78739,Wholesale,10308100
201303,78741,Austin Water Utility,75400
201303,78741,City of Austin,396800
201303,78741,Commercial,17556700
201303,78741,Irrigation - City of Austin,523000
201303,78741,Irrigation - Commercial,2447600
201303,78741,Large Volume,31569500
201303,78742,Commercial,430100
201303,78742,Irrigation - Commercial,25300
201303,78744,Austin Water Utility,654100
201303,78744,City of Austin,492000
201303,78744,Commercial,25038600
201303,78744,Irrigation - City of Austin,1712100
201303,78744,Irrigation - Commercial,4298700
201303,78745,City of Austin,326300
201303,78745,Commercial,26511300
201303,78745,Irrigation - City of Austin,55500
201303,78745,Irrigation - Commercial,4208900
201303,78745,Wholesale,6681500
201303,78746,City of Austin,777600
201303,78746,Commercial,10695900
201303,78746,Irrigation - City of Austin,235500
201303,78746,Irrigation - Commercial,2587100
201303,78746,Wholesale,79573200
201303,78747,Austin Water Utility,726500
201303,78747,Commercial,899600
201303,78747,Irrigation - Commercial,597300
201303,78747,Wholesale,5039700
201303,78748,City of Austin,37200
201303,78748,Commercial,11785400
201303,78748,Irrigation - City of Austin,27000
201303,78748,Irrigation - Commercial,3451500
201303,78748,Wholesale,698500
201303,78749,Austin Water Utility,300
201303,78749,City of Austin,52000
201303,78749,Commercial,9685900
201303,78749,Irrigation - City of Austin,10100
201303,78749,Irrigation - Commercial,6966900
201303,78750,Austin Water Utility,323800
201303,78750,City of Austin,142200
201303,78750,Commercial,8340900
201303,78750,Irrigation - City of Austin,56700
201303,78750,Irrigation - Commercial,3539200
201303,78751,City of Austin,35600
201303,78751,Commercial,13463600
201303,78751,Irrigation - City of Austin,903300
201303,78751,Irrigation - Commercial,342600
201303,78752,City of Austin,155800
201303,78752,Commercial,24222900
201303,78752,Irrigation - City of Austin,0
201303,78752,Irrigation - Commercial,2006900
201303,78753,Austin Water Utility,900
201303,78753,City of Austin,147100
201303,78753,Commercial,39094500
201303,78753,Irrigation - City of Austin,107400
201303,78753,Irrigation - Commercial,7332200
201809,78652,Commercial,571500
201303,78754,Austin Water Utility,493500
201303,78754,City of Austin,245800
201303,78754,Commercial,12515900
201303,78754,Irrigation - City of Austin,0
201303,78754,Irrigation - Commercial,3756200
201303,78754,Large Volume,95082900
201303,78755,Commercial,33600
201303,78756,Austin Water Utility,26500
201303,78756,City of Austin,20500
201303,78756,Commercial,9592800
201303,78756,Irrigation - City of Austin,0
201303,78756,Irrigation - Commercial,642800
201303,78757,City of Austin,277700
201303,78757,Commercial,15868500
201303,78757,Irrigation - City of Austin,23700
201303,78757,Irrigation - Commercial,756200
201303,78758,City of Austin,188100
201303,78758,Commercial,34777000
201303,78758,Irrigation - City of Austin,2052700
201303,78758,Irrigation - Commercial,7900600
201303,78759,Austin Water Utility,19200
201303,78759,City of Austin,23700
201303,78759,Commercial,36427300
201303,78759,Irrigation - City of Austin,700
201303,78759,Irrigation - Commercial,9078200
201303,78766,Commercial,4500
201303,78766,Irrigation - Commercial,45000
201304,78613,Commercial,3136400
201304,78613,Irrigation - Commercial,2635900
201304,78617,Austin Water Utility,60300
201304,78617,City of Austin,4760300
201304,78617,Commercial,8559600
201304,78617,Irrigation - City of Austin,0
201304,78617,Irrigation - Commercial,2144400
201304,78640,Commercial,290400
201304,78652,Commercial,247200
201304,78652,Irrigation - Commercial,31100
201304,78653,Commercial,205700
201304,78653,Irrigation - Commercial,262100
201304,78653,Wholesale,0
201304,78660,Commercial,3985100
201304,78660,Irrigation - Commercial,2505700
201304,78660,Wholesale,23308200
201304,78681,City of Austin,4900
201304,78681,Irrigation - City of Austin,4000
201304,78701,Austin Water Utility,150000
201304,78701,City of Austin,6874800
201304,78701,Commercial,69509300
201304,78701,Irrigation - City of Austin,552700
201304,78701,Irrigation - Commercial,3319300
201304,78701,Large Volume,1107500
201304,78702,Austin Water Utility,41000
201304,78702,City of Austin,1746700
201304,78702,Commercial,22687300
201304,78702,Irrigation - City of Austin,536700
201304,78702,Irrigation - Commercial,1987600
201304,78703,Austin Water Utility,11100
201304,78703,City of Austin,1231900
201304,78703,Commercial,13715500
201304,78703,Irrigation - City of Austin,297800
201304,78703,Irrigation - Commercial,1818000
201304,78704,Austin Water Utility,15500
201304,78704,City of Austin,1028800
201304,78704,Commercial,31736200
201304,78704,Irrigation - City of Austin,550000
201304,78704,Irrigation - Commercial,4428300
201304,78705,City of Austin,84200
201304,78705,Commercial,30868400
201304,78705,Irrigation - City of Austin,176100
201304,78705,Irrigation - Commercial,2244300
201304,78705,Large Volume,4882000
201304,78710,Commercial,30700
201304,78710,Irrigation - Commercial,600
201304,78712,Commercial,7501800
201304,78712,Irrigation - Commercial,3507600
201304,78712,Irrigation - Large Volume,16413400
201304,78712,Large Volume,14652600
201304,78714,Commercial,305500
201304,78714,Irrigation - Commercial,0
201304,78717,City of Austin,0
201304,78717,Commercial,4084600
201304,78717,Irrigation - City of Austin,25900
201304,78717,Irrigation - Commercial,5418500
201304,78719,Austin Water Utility,398800
201304,78719,City of Austin,2994400
201304,78719,Commercial,4616200
201304,78719,Irrigation - City of Austin,468800
201304,78719,Irrigation - Commercial,1075200
201304,78719,Wholesale,1630100
201304,78721,Austin Water Utility,4900
201304,78721,City of Austin,144200
201304,78721,Commercial,7392300
201304,78721,Irrigation - City of Austin,16900
201304,78721,Irrigation - Commercial,578000
201304,78722,City of Austin,96200
201304,78722,Commercial,4474500
201304,78722,Irrigation - City of Austin,890100
201304,78722,Irrigation - Commercial,664400
201304,78723,City of Austin,1624900
201304,78723,Commercial,13934800
201304,78723,Irrigation - City of Austin,18000
201304,78723,Irrigation - Commercial,3206900
201304,78724,Austin Water Utility,52000
201304,78724,City of Austin,3150300
201304,78724,Commercial,5395600
201304,78724,Irrigation - City of Austin,0
201304,78724,Irrigation - Commercial,2246500
201304,78725,Austin Water Utility,5915200
201304,78725,City of Austin,297000
201304,78725,Commercial,4295300
201304,78725,Irrigation - Commercial,198900
201304,78725,Large Volume,31593000
201304,78725,Wholesale,1263200
201304,78726,Austin Water Utility,0
201304,78726,City of Austin,11000
201304,78726,Commercial,6438200
201304,78726,Irrigation - Commercial,2970600
201304,78727,City of Austin,27000
201304,78727,Commercial,14470000
201304,78727,Irrigation - City of Austin,100
201304,78727,Irrigation - Commercial,6486600
201304,78728,Commercial,2963100
201304,78728,Irrigation - Commercial,2512000
201304,78728,Large Volume,4508000
201304,78728,Wholesale,36361500
201304,78729,City of Austin,13200
201304,78729,Commercial,11048400
201304,78729,Irrigation - City of Austin,0
201304,78729,Irrigation - Commercial,5014800
201304,78729,Wholesale,29078600
201304,78730,Commercial,2138600
201304,78730,Irrigation - Commercial,3659500
201304,78731,Austin Water Utility,0
201304,78731,City of Austin,81700
201304,78731,Commercial,14748000
201304,78731,Irrigation - City of Austin,81700
201304,78731,Irrigation - Commercial,4288700
201304,78732,Commercial,1102800
201304,78732,Irrigation - Commercial,0
201304,78735,Austin Water Utility,0
201304,78735,City of Austin,269000
201304,78735,Commercial,7807400
201304,78735,Irrigation - Commercial,3743100
201304,78735,Large Volume,20847000
201304,78735,Wholesale,377300
201304,78736,Commercial,1149200
201304,78736,Irrigation - Commercial,285500
201304,78737,Commercial,391500
201304,78737,Irrigation - Commercial,422000
201304,78737,Wholesale,457900
201304,78739,City of Austin,8000
201304,78739,Commercial,1185400
201304,78739,Irrigation - City of Austin,7500
201304,78739,Irrigation - Commercial,2249800
201304,78739,Wholesale,12460300
201304,78741,Austin Water Utility,56700
201304,78741,City of Austin,418300
201304,78741,Commercial,18411700
201304,78741,Irrigation - City of Austin,601400
201304,78741,Irrigation - Commercial,2613600
201304,78741,Large Volume,36785500
201304,78742,Commercial,428200
201304,78742,Irrigation - Commercial,76400
201304,78744,Austin Water Utility,502900
201304,78744,City of Austin,497500
201304,78744,Commercial,24291500
201304,78744,Irrigation - City of Austin,1957300
201304,78744,Irrigation - Commercial,5504400
201304,78745,City of Austin,300400
201304,78745,Commercial,27061000
201304,78745,Irrigation - City of Austin,54700
201304,78745,Irrigation - Commercial,5445900
201304,78745,Wholesale,7305600
201304,78746,City of Austin,964700
201304,78746,Commercial,10988100
201304,78746,Irrigation - City of Austin,15000
201304,78746,Irrigation - Commercial,2573600
201304,78746,Wholesale,92380600
201304,78747,Austin Water Utility,659400
201304,78747,Commercial,1405100
201304,78747,Irrigation - Commercial,665700
201304,78747,Wholesale,5349600
201304,78748,City of Austin,39200
201304,78748,Commercial,10892600
201304,78748,Irrigation - City of Austin,12100
201304,78748,Irrigation - Commercial,5214500
201304,78748,Wholesale,709500
201304,78749,Austin Water Utility,500
201304,78749,City of Austin,57300
201304,78749,Commercial,10357300
201304,78749,Irrigation - City of Austin,0
201304,78749,Irrigation - Commercial,7096400
201304,78750,Austin Water Utility,407600
201304,78750,City of Austin,181100
201304,78750,Commercial,8371700
201304,78750,Irrigation - City of Austin,32800
201304,78750,Irrigation - Commercial,4994500
201304,78751,City of Austin,40700
201304,78751,Commercial,13343600
201304,78751,Irrigation - City of Austin,953700
201304,78751,Irrigation - Commercial,364700
201304,78752,City of Austin,132300
201304,78752,Commercial,24675300
201304,78752,Irrigation - City of Austin,0
201304,78752,Irrigation - Commercial,2046600
201304,78753,Austin Water Utility,500
201304,78753,City of Austin,218300
201304,78753,Commercial,35774000
201304,78753,Irrigation - City of Austin,47700
201304,78753,Irrigation - Commercial,11499700
201304,78754,Austin Water Utility,564700
201304,78754,City of Austin,271200
201304,78754,Commercial,15465100
201304,78754,Irrigation - City of Austin,29700
201304,78754,Irrigation - Commercial,4644400
201304,78754,Large Volume,105443400
201304,78755,Commercial,40100
201304,78756,Austin Water Utility,28500
201304,78756,City of Austin,19600
201304,78756,Commercial,10429800
201304,78756,Irrigation - City of Austin,0
201304,78756,Irrigation - Commercial,696800
201304,78757,City of Austin,1009500
201304,78757,Commercial,16327900
201304,78757,Irrigation - City of Austin,29800
201304,78757,Irrigation - Commercial,984400
201304,78758,City of Austin,244800
201304,78758,Commercial,40191500
201304,78758,Irrigation - City of Austin,2691100
201304,78758,Irrigation - Commercial,11485200
201304,78759,Austin Water Utility,18500
201304,78759,City of Austin,22000
201304,78759,Commercial,39299800
201304,78759,Irrigation - City of Austin,4900
201304,78759,Irrigation - Commercial,11243000
201304,78766,Commercial,5200
201304,78766,Irrigation - Commercial,29000
201305,78613,Commercial,3610100
201305,78613,Irrigation - Commercial,1879500
201305,78617,Austin Water Utility,39900
201305,78617,City of Austin,4629900
201305,78617,Commercial,9005100
201305,78617,Irrigation - City of Austin,49000
201305,78617,Irrigation - Commercial,1173600
201305,78640,Commercial,0
201305,78652,Commercial,210000
201305,78652,Irrigation - Commercial,38100
201305,78653,Commercial,181600
201305,78653,Irrigation - Commercial,395000
201305,78653,Wholesale,0
201305,78660,Commercial,4289100
201305,78660,Irrigation - Commercial,2318500
201305,78660,Wholesale,24261500
201305,78681,City of Austin,17700
201305,78681,Irrigation - City of Austin,423000
201305,78701,Austin Water Utility,200000
201305,78701,City of Austin,5286500
201305,78701,Commercial,70520700
201305,78701,Irrigation - City of Austin,645300
201305,78701,Irrigation - Commercial,3162500
201305,78701,Large Volume,1535500
201305,78702,Austin Water Utility,60000
201305,78702,City of Austin,3542600
201305,78702,Commercial,23737400
201305,78702,Irrigation - City of Austin,676100
201305,78702,Irrigation - Commercial,2105000
201305,78703,Austin Water Utility,13100
201305,78703,City of Austin,1754200
201305,78703,Commercial,15073700
201305,78703,Irrigation - City of Austin,180400
201305,78703,Irrigation - Commercial,2029500
201305,78704,Austin Water Utility,19400
201305,78704,City of Austin,1133500
201305,78704,Commercial,34625100
201305,78704,Irrigation - City of Austin,275100
201305,78704,Irrigation - Commercial,5167600
201305,78705,City of Austin,162100
201305,78705,Commercial,36141600
201305,78705,Irrigation - City of Austin,181400
201305,78705,Irrigation - Commercial,2711800
201305,78705,Large Volume,4762000
201305,78710,Commercial,26100
201305,78710,Irrigation - Commercial,100
201305,78712,Commercial,7386500
201305,78712,Irrigation - Commercial,4694900
201305,78712,Irrigation - Large Volume,18158000
201305,78712,Large Volume,20483900
201305,78714,Commercial,474200
201305,78714,Irrigation - Commercial,0
201305,78717,City of Austin,0
201305,78717,Commercial,4121500
201305,78717,Irrigation - City of Austin,17000
201305,78717,Irrigation - Commercial,6987400
201305,78719,Austin Water Utility,411900
201305,78719,City of Austin,2783300
201305,78719,Commercial,3441500
201305,78719,Irrigation - City of Austin,109600
201305,78719,Irrigation - Commercial,770300
201305,78719,Wholesale,1119400
201305,78721,Austin Water Utility,5500
201305,78721,City of Austin,125300
201305,78721,Commercial,7077800
201305,78721,Irrigation - City of Austin,13200
201305,78721,Irrigation - Commercial,1040500
201305,78722,City of Austin,69400
201305,78722,Commercial,4856900
201305,78722,Irrigation - City of Austin,516100
201305,78722,Irrigation - Commercial,869300
201305,78723,City of Austin,3298700
201305,78723,Commercial,14798500
201305,78723,Irrigation - City of Austin,158400
201305,78723,Irrigation - Commercial,3740800
201305,78724,Austin Water Utility,21000
201305,78724,City of Austin,3932100
201305,78724,Commercial,5089900
201305,78724,Irrigation - City of Austin,0
201305,78724,Irrigation - Commercial,3031200
201305,78725,Austin Water Utility,244500
201305,78725,City of Austin,319100
201305,78725,Commercial,4669200
201305,78725,Irrigation - Commercial,298300
201305,78725,Large Volume,31018000
201305,78725,Wholesale,752400
201305,78726,Austin Water Utility,0
201305,78726,City of Austin,9000
201305,78726,Commercial,7973500
201305,78726,Irrigation - Commercial,2811300
201305,78727,City of Austin,29200
201305,78727,Commercial,15427300
201305,78727,Irrigation - City of Austin,0
201305,78727,Irrigation - Commercial,7706900
201305,78728,Commercial,4786500
201305,78728,Irrigation - Commercial,3021700
201305,78728,Large Volume,7306000
201305,78728,Wholesale,41798200
201305,78729,City of Austin,13700
201305,78729,Commercial,12155900
201305,78729,Irrigation - City of Austin,0
201305,78729,Irrigation - Commercial,5555800
201305,78729,Wholesale,29157200
201305,78730,Commercial,2731600
201305,78730,Irrigation - Commercial,4229300
201305,78731,Austin Water Utility,0
201305,78731,City of Austin,355300
201305,78731,Commercial,16645700
201305,78731,Irrigation - City of Austin,88000
201305,78731,Irrigation - Commercial,4366600
201305,78732,Commercial,1768000
201305,78732,Irrigation - Commercial,0
201305,78735,Austin Water Utility,2000
201305,78735,City of Austin,281100
201305,78735,Commercial,8244200
201305,78735,Irrigation - Commercial,4039600
201305,78735,Large Volume,21325000
201305,78735,Wholesale,382100
201305,78736,Commercial,1288700
201305,78736,Irrigation - Commercial,366000
201305,78737,Commercial,445400
201305,78737,Irrigation - Commercial,428200
201305,78737,Wholesale,486500
201305,78739,City of Austin,8000
201305,78739,Commercial,1234300
201305,78739,Irrigation - City of Austin,50200
201305,78739,Irrigation - Commercial,2708500
201305,78739,Wholesale,12391700
201305,78741,Austin Water Utility,68800
201305,78741,City of Austin,588800
201305,78741,Commercial,19307300
201305,78741,Irrigation - City of Austin,289100
201305,78741,Irrigation - Commercial,3177000
201305,78741,Large Volume,41158000
201305,78742,Commercial,456800
201305,78742,Irrigation - Commercial,100600
201305,78744,Austin Water Utility,427700
201305,78744,City of Austin,493000
201305,78744,Commercial,28500200
201305,78744,Irrigation - City of Austin,2361800
201305,78744,Irrigation - Commercial,6546800
